strategic_redeployment_eff;Strategic Redeployment Efficiency;;;;;;;;;;;;;x
move_order_eff;Move Efficiency;;;;;;;;;;;;;x
rebase_eff;Naval Rebasing Efficiency;;;;;;;;;;;;;x
reserves_eff;Naval Reserves Efficiency;;;;;;;;;;;;;x
patrol_eff;Naval Patrol Efficiency;;;;;;;;;;;;;x
intercept_eff;Naval Intercept Efficiency;;;;;;;;;;;;;x
sortie_eff;Naval Sortie Efficiency;;;;;;;;;;;;;x
convoy_escort_eff;Convoy Escort Efficiency;;;;;;;;;;;;;x
convoy_raid_eff;Convoy Raid Efficiency;;;;;;;;;;;;;x
air_convoy_raid_eff;Air Convoy Raid Efficiency;;;;;;;;;;;;;x
transport_eff;Transport Efficiency;;;;;;;;;;;;;x
invasion_eff;Invasion Efficiency;;;;;;;;;;;;;x
strategic_bomb_eff;Strategic Bombing Efficiency;;;;;;;;;;;;;x
logistical_strike_eff;Logistical Strike Efficiency;;;;;;;;;;;;;x
runway_cratering_eff;Runway Cratering Efficiency;;;;;;;;;;;;;x
installation_strike_eff;Installation Strike Efficiency;;;;;;;;;;;;;x
ground_attack_eff;Ground Attack Efficiency;;;;;;;;;;;;;x
interdiction_eff;Interdiction Efficiency;;;;;;;;;;;;;x
air_intercept_eff;Air Intercept Efficiency;;;;;;;;;;;;;x
carrier_protection_eff;Carrier Protection Efficiency;;;;;;;;;;;;;x
paradrop_mission_eff;Paradrop Efficiency;;;;;;;;;;;;;x
port_strike_eff;Port Strike Efficiency;;;;;;;;;;;;;x
naval_strike_eff;Naval Strike Efficiency;;;;;;;;;;;;;x
rebase_to_carrier_eff;Rebase to Carrier Efficiency;;;;;;;;;;;;;x
nuke_mission_eff;Nuke Efficiency;;;;;;;;;;;;;x
transport_supplies_mission_eff;Transport Supplies Efficiency;;;;;;;;;;;;;x
rebase_air_eff;Air Rebase Efficiency;;;;;;;;;;;;;x
air_reserve_eff;Air Reserve Efficiency;;;;;;;;;;;;;x
air_superiority_eff;Air Superiority Efficiency;;;;;;;;;;;;;x
join_fleet_eff;Join Fleet Efficiency;;;;;;;;;;;;;x
join_air_eff;Join Air Efficiency;;;;;;;;;;;;;x
LEDGER_EXPERIENCE2;Exp;;;;;;;;;;;;;x
MAJORDECISIONOTHER_SETUP;When another country executes a major decision.;;;;;;;;;;;;;x
MAJORDECISIONOTHER_HEADER;$foreign_minister$ reports on;;;;;;;;;;;;;x
MAJORDECISIONOTHER_1;$COUNTRY$;;;;;;;;;;;;;x
MAJORDECISIONOTHER_2;They have decided:;;;;;;;;;;;;;x
MAJORDECISIONOTHER_3;$EVENT$!;;;;;;;;;;;;;x
MAJORDECISIONOTHER_4;$DESC$;;;;;;;;;;;;;x
MAJORDECISIONOTHER_5;*;;;;;;;;;;;;;x
MAJORDECISIONOTHER_6;*;;;;;;;;;;;;;x
MAJORDECISIONOTHER_LOG;Decision: $EVENT$ in $COUNTRY$.;;;;;;;;;;;;;x
MAJORDECISIONOTHER_BTN1;OK;;;;;;;;;;;;;x
MAJORDECISIONOTHER_BTN2;OK;;;;;;;;;;;;;x
MAJORDECISIONOTHER_BTN3;*;;;;;;;;;;;;;x
MAJORDECISIONOTHER_MAP;*;;;;;;;;;;;;;x
HAVE_LESS_LEADERSHIP_THAN;Has less leadership than;;;;;;;;;;;;;x
HAVE_MORE_LEADERSHIP_THAN;Has at least §Y$VAL$§W leadership.\n;;;;;;;;;;;;;x
PROV_LEADERSHIP;$DIRECTION$ $VALUE$ leadership in $WHERE$.\n;;;;;;;;;;;;;x
MODIFIER_AIR_BUILD_SPEED;Air Build Time;;;;;;;;;;;;;x
MODIFIER_LAND_BUILD_SPEED;Land Build Time;;;;;;;;;;;;;x
MODIFIER_ROCKET_BUILD_SPEED;Rocket Build Time;;;;;;;;;;;;;x
MODIFIER_TANK_BUILD_SPEED;Armor Build Time;;;;;;;;;;;;;x
MODIFIER_NAVAL_BUILD_SPEED;Naval Build Time;;;;;;;;;;;;;x
MODIFIER_FUEL_CONVERSION;Oil to Fuel Conversion;;;;;;;;;;;;;x
MODIFIER_TRICKLEBACK;Casualty Trickleback;;;;;;;;;;;;;x
MODIFIER_SOFT_ATTACK;Soft Attack;;;;;;;;;;;;;x
MODIFIER_HARD_ATTACK;Hard Attack;;;;;;;;;;;;;x
MODIFIER_NUKE_RESEARCH;Nuclear Research;;;;;;;;;;;;;x
MODIFIER_AMM_MOVEMENT_SPEED;Mobile Movement Speed;;;;;;;;;;;;;x
MODIFIER_WINTER_EFFECTS;Winter Effects;;;;;;;;;;;;;x
MODIFIER_JUNGLE_EFFECTS;Jungle Effects;;;;;;;;;;;;;x
MODIFIER_LEADER_DEFENCE;Leader Defence;;;;;;;;;;;;;x
MODIFIER_SW_NATIONAL_UNITY_EFFECT;Strategic Warfare Penalty;;;;;;;;;;;;;x
RESOURCE_BONUS_ALIGNMENT_TT;If close to a faction they could provide §Y$RESOURCES$§W to a faction leader.;;;;;;;;;;;;;x
CAN_GIVE_STRAT_BONUS;Closely enough aligned to provide §Y$RESOURCES$§W to §Y$WHO$§W.;;;;;;;;;;;;;x
CAN_GIVE_STRAT_BONUS_BUT_NONE;Closely enough aligned to provide strategic resources to §Y$WHO$§W, but they have none..;;;;;;;;;;;;;x
EFF_NO_MORE_RES;Will no longer have a strategic resource.\n;;;;;;;;;;;;;x
EFF_STRAT_RES;Will now have §Y$WHICH$§W.\n;;;;;;;;;;;;;x
HAS_NO_STRATEGIC_RESOURCE;Has NO strategic resource.\n;;;;;;;;;;;;;x
HAS_STRATEGIC_RESOURCE;Has a strategic resource.\n;;;;;;;;;;;;;x
DOES_HAVE_STRATRES;Has §Y$NAME$§W.\n;;;;;;;;;;;;;x
DOES_NOT_HAVE_STRATRES;Does NOT have §Y$NAME$§W.\n;;;;;;;;;;;;;x
PW_STRAT_RESOURCES;Strategic Resources;;;;;;;;;;;;;x
STRAT_DET_RES_TT;$NAME$\n$EFFECT$\n$FROM$;;;;;;;;;;;;;x
aluminium;Aluminium;;;;;;;;;;;;;x
nickel;Nickel;;;;;;;;;;;x
molybdenum;Molybdenum;;;;;;;;;;;x
manganese;Manganese;;;;;;;;;;;x
copper;Copper;;;;;;;;;;;x
zinc;Zinc;;;;;;;;;;;x
zinc_copper;Copper/Zinc;;;;;;;;;;;x
rubber;Rubber;;;;;;;;;;;;;x
heavy_water;Heavy Water;;;;;;;;;;;;;x
uranium;Uranium;;;;;;;;;;;;;x
tungsten;Tungsten;;;;;;;;;;;;;x
fur;Fur;;;;;;;;;;;;;x
black_soil;Fertile Soil;;;;;;;;;;;;;x
cinchona;Cinchona;;;;;;;;;;;;;x
helium;Helium;;;;;;;;;;;;;x
gold;Gold;;;;;;;;;;;;;x
airportbase;Major Airbase;;;;;;;;;;;;;x
horses;Horses;;;;;;;;;;;;;x
antibiotics;Pharmaceutical Industry;;;;;;;;;;;;;x
ballbearings;Ballbearings;;;;;;;;;;;;;x
prefab_ship_facilities;Prefab Ship Facilities;;;;;;;;;;;;;x
dockyard_facilities;Dockyard Facilities;;;;;;;;;;;;;x
automotive_industry;Automotive Industry;;;;;;;;;;;;;x
industrial_zone;Industrial Zone;;;;;;;;;;;;;x
synthetic_rubber;Synthetic Rubber;;;;;;;;;;;;;x
UNITBASEPROVINCE_INFO;There are §Y$AMOUNT$§W units based here, and this base can repair §Y$DAILY$§W units each day efficiently.;;;;;;;;;;;;;x
UW_BASE_AIR_SUPPLY_INFO;$NAME$ is repairing airplanes at a §Y$VAL$%§W efficiency currently. It can handle §Y$DAILY$§W squadrons each day, and there are §Y$PLANES$§W based from it.;;;;;;;;;;;;;x
UW_BASE_NAVAL_SUPPLY_INFO;$NAME$ is repairing ships at a §Y$VAL$%§W efficiency currently. It can handle §Y$DAILY$§W ships each day, and there are §Y$SHIPS$§W based from it.;;;;;;;;;;;;;x
NO_CURR_EFFECTS_ON_NU;Currently nothing is affecting the national unity.;;;;;;;;;;;;;x
EFFECT_SIZE_MOD_NU;The size of changes is modified by:;;;;;;;;;;;;;x
UW_SUPPLY_STATUS2;Consumes §Y$CON$§W supplies every day and got §Y$VAL$%§W last day. There are §Y$DAYS$§W days left of supplies in §Y$FROM$§W.;;;;;;;;;;;;;x
UW_SUPPLY_FUEL2;Consumes §Y$CON$§W fuel every day and got §Y$VAL$%§W yesterday. There are §Y$DAYS$§W days left of fuel in §Y$FROM$§W.;;;;;;;;;;;;;x
REMOVE_BRIGADE;Remove brigade: $NAME$\n;;;;;;;;;;;;;x
BRIGADE_EXISTS;Brigade exists:;;;;;;;;;;;;;x
BRIGADE_IN_COMBAT;Brigade in combat: ;;;;;;;;;;;;;x
BRIGADE_NOT_IN_COMBAT;Brigade not in combat: $NAME$;;;;;;;;;;;;;x
SCENARIO_DESERTFOX;Desert Fox;;;;;;;;;;;;;x
SCENARIO_DESERTFOX_DESC;The Western Desert Campaign was a continuous back-and-forth struggle. The initial Italian invasion of Egypt failed when the British counter-attacked, pushed deep into Libya, and captured huge numbers of Italian prisioners. Only the intervention of German troops, lead by General Erwin Rommel, prevented a total rout. Axis forces would twice more launch large-scale assaults against the Allies, each time pushing the Allied forces back to Egypt, but both times the Allies retaliated and regained the ground lost. On the second (and final) Axis push, the Allies were driven far into Egypt;;;;;;;;;;;;;x
SCENARIO_bulge;Battle of the Bulge;;;;;;;;;;;;;x
SCENARIO_bulge_DESC;The Battle of the Bulge, also known as the Ardennes Offensive, was the last major German offensive of WWII. The goal was to drive to the coast, then encircle and destroy the Allied armies in Belgium in the hopes that this would force the Allies to make peace so German forces could be concentrated in the east. Launched on the 16th of December 1944 the attack achieved almost total surprise, and poor weather prevented the Allies from making use of their vastly superior air forces. However, despite inital success, fierce resistance slowed until the Allies were able to counter-attack and improving weather allowed them to make full use of their air power. The failure of the attack left Germany without enough troops to defend their western borders and hastened the Allied advance into Germany. This scenario ends on 1/4/1945;;;;;;;;;;;;;x
SCENARIO_south;Southern Conquests;;;;;;;;;;;;;x
SCENARIO_south_DESC;The Allies and the USA hoped to end Japan's war with China by embargoing sales of vital war materials to them. Instead, on the 7th of December 1941, the Empire of Japan declared war on both the Allies and the then neutral USA. The key objective was to capture the economically vital Southern Resource Area, most importantly Malaya and the Dutch East Indies. This scenario ends on 6/8/1942;;;;;;;;;;;;;x
SCENARIO_blue;Fall Blau;;;;;;;;;;;;;x
SCENARIO_blue_DESC;Fall Blau (Case Blue) was the German code name for their 1942 summer offensive in southern Russia. Started on June 28th it initially enjoyed stunning success, but it ended in the crushing defeat of 6th army at Stalingrad and the whole of Army Group A was in very real danger of being cut off and destroyed by the Soviet counter-attack. This scenario ends on 31/12/1942;;;;;;;;;;;;;x
SCENARIO_UNTHINKABLE;Operation Unthinkable;;;;;;;;;;;;;x
SCENARIO_UNTHINKABLE_DESC;Britain had originally gone to war to aid Poland, but as WWII drew to a close in Europe Poland was occupied by the Soviet army and controlled by a communist puppet government. Unthinkable was an operation proposed by Winston Churchill wherein the Western Allies would attack the USSR and ensure a free Poland. This scenario ends on 1/1/1948;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_SETUP;When one of our underground resistance bases is destroyed;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$ reports;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_1;Our underground resistance base in;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_2;$PROV$ in $COUNTRY$;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_3;was located and destroyed;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_4;*;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_5;*;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_6;*;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_LOG;Our underground base in $PROV$ was destroyed;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_BTN1;OK;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_BTN2;OK;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_BTN3;GOTO;;;;;;;;;;;;;x
OURUNDERGROUNDREMOVED_MAP;Underground destroyed!;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_SETUP;When we destroy an underground resistance bases;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$ reports;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_1;A underground resistance base in;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_2;$PROV$;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_3;was located and destroyed;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_4;*;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_5;*;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_6;*;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_LOG;We destroyed an underground base in $PROV$;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_BTN1;OK;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_BTN2;OK;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_BTN3;GOTO;;;;;;;;;;;;;x
UNDERGROUNDREMOVED_MAP;Underground destroyed!;;;;;;;;;;;;;x
WE_NOT_GOVERNMENT_IN_EXILE;We are not a government in exile;;;;;;;;;;;;;x
UNDERGROUNDS_NOT_PREPARED;None of our $TOTAL$ underground resistance cells are prepared yet;;;;;;;;;;;;;x
UNDERGROUNDS_READY_TO_RISE;$VAL$ of our $TOTAL$ underground resistance cells are prepared to rise up;;;;;;;;;;;;;x
FULL_RISING;Organized Revolt!;;;;;;;;;;;;;x
UNDERGROUND_NOT_STRONG_ENOUGH;Not strong enough. §Y$LIMIT$§W is needed and is currently at §Y$CURRENT$§W;;;;;;;;;;;;;x
UNDERGROUND_STATUS;Underground strength: §Y$CURRENT$§W/§Y$MAX$§W;;;;;;;;;;;;;x
MOBILIZE_PARTISANS;Mobilize nearby partisans;;;;;;;;;;;;;x
MOBILIZE_UNDERGROUND;Organize a nearby underground base;;;;;;;;;;;;;x
DFEVTNAME1;Reinforcements arrive;;;;;;;;;;;;;x
DFEVTDESC1;A convoy of troops has arrived in Tarabulus;;;;;;;;;;;;;x
DFEVTOPTA1;Ok!;;;;;;;;;;;;;x
DFEVTNAME11;Afrika Korps arrives;;;;;;;;;;;;;x
DFEVTDESC11;Germany has sent us their 'Afrika Korps' commanded by General Erwin Rommel. Not that we need their help you understand, but since they are here we might as well make use of them. A further division has just arrived in Tarabulus.;;;;;;;;;;;;;x
DFEVTNAME22;Units recalled;;;;;;;;;;;;;x
DFEVTDESC22;The High Command requires these units for use in other theatres.;;;;;;;;;;;;;x
DFEVTOPTA22;But I wasn't done with them!;;;;;;;;;;;;;x
DFEVTNAME24;Operation Torch;;;;;;;;;;;;;x
DFEVTDESC24;Convoys of troops have arrived in Vichy's North African territories;;;;;;;;;;;;;x
DFEVTDESC26;Operation Torch was a British-American invasion of Vichy France's north african empire. The goal was to clear north Africa of Axis forces to allow an invasion of southern Europe the following year.;;;;;;;;;;;;;x
DFEVTNAME27;Operation Brevity;;;;;;;;;;;;;x
DFEVTDESC27;Operation Brevity was proposed by General Wavell as a limited offensive against the Italian-German lines, the ultimate goal being to secure positions from which to lift the siege of Tobruk.;;;;;;;;;;;;;x
DFEVTNAME31;Tobruk lost;;;;;;;;;;;;;x
DFEVTDESC31;Tobruk has fallen back into Italian hands. With this important port under their controla again, their supply situation will be vastly improved as they advance into Egypt.;;;;;;;;;;;;;x
DFEVTOPTA31;We must take it back!;;;;;;;;;;;;;x
DFEVTNAME34;Reinforcements arrive;;;;;;;;;;;;;x
DFEVTDESC34;A convoy of troops has arrived in El Iskandarya;;;;;;;;;;;;;x
DFEVTOPTA34;Ok!;;;;;;;;;;;;;x
DFEVTNAME37;Tobruk surrounded!;;;;;;;;;;;;;x
DFEVTDESC37;Axis forces have pushed us back and surrounded our troops in Tobruk. Additional forces have been released to save our men.;;;;;;;;;;;;;x
DFEVTDESC44;Further landings are taking place in North Africa. ;;;;;;;;;;;;;x
DFEVTNAME70;The invasion of Crete;;;;;;;;;;;;;x
DFEVTDESC70;Intelligence indicates Germany will soon launch an invasion of Crete. The small garrison there is unlikely to be able to hold out on its own. High command requests that any troops that can be spared from the desert campaign should be sent to reinforce Crete.;;;;;;;;;;;;;x
DFEVTOPTA70;We can spare only a few troops;;;;;;;;;;;;;x
DFEVTOPTB70;We shall send whatever it takes!;;;;;;;;;;;;;x
DFEVTOPTC70;We can spare nothing right now;;;;;;;;;;;;;x
DFEVTNAME71;The invasion of Crete - German Victory;;;;;;;;;;;;;x
DFEVTDESC71;The Germans have sucessfully invaded Crete in a massive airborne invasion. With this vital island in their hands they may well go on to invade Cyprus or even Egypt itself;;;;;;;;;;;;;x
DFEVTNAME72;The invasion of Crete - Allied Victory;;;;;;;;;;;;;x
DFEVTDESC72;The Germans have unsucessfully invaded Crete in a massive airborne invasion. Their bloody defeat here means that Crete remains an excellent base for Naval and Air operations throughout the eastern Mediterranean;;;;;;;;;;;;;x
DFEVTNAME84;Syria;;;;;;;;;;;;;x
DFEVTDESC84;Our airforce has spotted German and Italian planes landing in Syrian airfields. It is clear that Vichy France has allowed Axis forces into the region, which will allow them to threaten our position in Iraq. This must be stopped.;;;;;;;;;;;;;x
DFEVTOPTA84;Then it is war;;;;;;;;;;;;;x
DFEVTOPTB84;We are busy right now;;;;;;;;;;;;;x
DFEVTNAME86;Supplies to Syria;;;;;;;;;;;;;x
DFEVTOPTA86;Send them;;;;;;;;;;;;;x
DFEVTOPTB86;They are on their own;;;;;;;;;;;;;x
DFEVTNAME87;Logistics;;;;;;;;;;;;;x
DFEVTDESC87;A shipment of fuel and supplies has been delivered.;;;;;;;;;;;;;x
FBEVTNAME1;Reinforcements arrive;;;;;;;;;;;;;x
FBEVTDESC1;Comrade, the Stavka has assigned the 1st, 4th and 5th Tank armies to your front. Use them to crush the Nazi invaders!;;;;;;;;;;;;;x
FBEVTOPTA1;Da!;;;;;;;;;;;;;x
FBEVTDESC2;Comrade, the Stavka has placed the Trans Kauk. Front under your orders. Defend the Motherland at all costs!;;;;;;;;;;;;;x
FBEVTDESC3;Comrade, with your frontline broken the Stavka has released their reserve divisions to to control. Use them well.;;;;;;;;;;;;;x
FBEVTDESC4;Comrade, the Stavka has released their reserve air wings to to control. Drive back the Fascist invaders!;;;;;;;;;;;;;x
FBEVTDESC5;Herr General, the OKH has released their reserve to your command. The Führer expects you to capture the Caucasus oil fields without delay.;;;;;;;;;;;;;x
FBEVTOPTA5;Ja!;;;;;;;;;;;;;x
OUEVTNAME1;Allied Victory in the South;;;;;;;;;;;;;x
OUEVTDESC1;Our armies in Southern Europe have decisively defeated the opposing Soviet forces there. This means they are able to send reinforcements to aid the Northern campaign.;;;;;;;;;;;;;x
OUEVTOPTA1;Excellent!;;;;;;;;;;;;;x
OUEVTNAME2;Soviet Victory in the South;;;;;;;;;;;;;x
OUEVTDESC2;Comrade! Our armies in Southern Europe have decisively defeated the forces of the capitalist traitors there. This means you will shortly recieve yet more units of the glorious Red Army with which to crush these western imperialists!;;;;;;;;;;;;;x
OUEVTOPTA2;Quantity has a quality all of its own;;;;;;;;;;;;;x
OUEVTNAME4;Japan joins the Comintern;;;;;;;;;;;;;x
OUEVTDESC4;The USSR and the Empire of Japan have signed an alliance. While they are by no means friends, they are united against their common enemies, the Allied powers.;;;;;;;;;;;;;x
OUEVTNAME5;Japan surrenders to the Allies;;;;;;;;;;;;;x
OUEVTDESC5;The Empire of Japan has surrendered to the Allies following an limited invasion of the Home isles and the Atomic destruction of several of their cities. Troops from the Pacific are being rapidly shipped to Europe to combat the red menace there.;;;;;;;;;;;;;x
OUEVTNAME11;Atomic weapons authorised;;;;;;;;;;;;;x
OUEVTDESC11;After the successful Atomic bombing of Japan, President Truman has authorised use of this new weapon against the USSR.;;;;;;;;;;;;;x
OUEVTOPTA11;I hope no one else invents these;;;;;;;;;;;;;x
ENDGAMEHEADER_Battle_of_the_Bulge_GER_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_Battle_of_the_Bulge_GER_LOSS;Disaster!;;;;;;;;;;;;;x
ENDGAMEHEADER_Battle_of_the_Bulge_USA_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_Battle_of_the_Bulge_USA_LOSS;Disaster!;;;;;;;;;;;;;x
ENDGAMEBODY_Battle_of_the_Bulge_GER_WIN;Our victory here has convinced the Allies that fighting on the continent will simply cost too many lives and that a negotiated peace is the only solution. With our forces free to conentrate on the Russians we will doubtlessly soon crush their armies and push them back beyond the Urals.;;;;;;;;;;;;;x
ENDGAMEBODY_Battle_of_the_Bulge_GER_LOSS;Our defeat here has sealed the fate of Germany. Our losses cannot be replaced and we no longer have the forces needed to defend our western borders. Without reinforcement our armies in the east cannot stop the Soviets' constant attacks. Defeat is certain, it only remains to be seen which of our enemies will reach Berlin first.;;;;;;;;;;;;;;x
ENDGAMEBODY_Battle_of_the_Bulge_USA_WIN;With the German attack stopped cold they are wide open for a counter-offensive. Their reserves are spent, their airforce destroyed, and their morale has been shattered. Already our armies are preparing to cross into Germany, while in the East the Soviets are making steady progress with their own Offensive.;;;;;;;;;;;;;x
ENDGAMEBODY_Battle_of_the_Bulge_USA_LOSS;Our defeat here has convinced the Allies that fighting on the continent will simply cost too many lives and that a negotiated peace is the only solution. We can only hope that the USSR enjoys greater success in their war.;;;;;;;;;;;;;x
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_WIN;Excellent!;;;;;;;;;;;;;x
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_LOSS;Bitter defeat;;;;;;;;;;;;;x
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_WIN;Excellent!;;;;;;;;;;;;;x
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_LOSS;Bitter defeat;;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ENG_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ENG_LOSS;Disaster!;;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ITA_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ITA_LOSS;Disaster!;;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ITA_WIN;With our great victory, the Italian Mediterranean Empire is once again taking shape. Egypt is once again in our hands, allowing us to retake our East African colonies and push the British entirely out of the Middle East.;;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ITA_LOSS;The Allies are supreme in Africa and Italy stands open to invasion. Morale is at an all time low due to our unending string of embarassing defeats. Public support for the war is ebbing and there is open talk of coups and peace.;;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ENG_WIN;With the Axis kicked out of Africa our convoys can once again pass through the Mediterranean, avoiding the long route around Africa. Our next step will be the invasion of Sicily, Italian morale is low after their defeat here, an invasion of their home soil may well force them out of the war.;;;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ENG_LOSS;With the loss of the Suez canal the fates of all our Mediterranean holdings have been sealed. The string of Axis victories is leading previously neuteral nations to lean further towards the Axis camp, and already we are hearing worrisome noises from Spain and Turkey.;;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ITA_WIN;Rome reborn!;;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ITA_LOSS;At least the trains run on time;;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ENG_WIN;To the soft underbelly of the Axis!;;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ENG_LOSS;Try to keep a stiff upper lip;;;;;;;;;;;;;x
ENDGAMEBUTTON_fall_blau_ENG_LOSS;Keep a stiff upper lip;;;;;;;;;;;;;x
ENDGAMEHEADER_fall_blau_GER_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_fall_blau_GER_LOSS;Disaster!;;;;;;;;;;;;;x
ENDGAMEHEADER_fall_blau_SOV_WIN;Victory!;;;;;;;;;;;;;x
ENDGAMEHEADER_fall_blau_SOV_LOSS;Disaster!;;;;;;;;;;;;;x
