#MODEL_TAG;ENGLISH;;;;;;;;;;;;;x
# Technology model names #;;;;;;;;;;;;;;x
### Carriers ( CV ) ###;;;;;;;;;;;;;;x
### Unique Carrier ( CV ) ###;;;;;;;;;;;;;;x
JAP_light_cruiser_1;Tenryu-class;;;;;;;;;;;;;x
JAP_light_cruiser_2;Kuma-class;;;;;;;;;;;;;x
JAP_light_cruiser_3;Nagara-class;;;;;;;;;;;;;x
JAP_light_cruiser_4;Sendai-class;;;;;;;;;;;;;x
JAP_light_cruiser_5;Agano-class;;;;;;;;;;;;;x
JAP_light_cruiser_6;Oyodo-class;;;;;;;;;;;;;x
JAP_light_cruiser_7;Kai-Agano C-44-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_destroyer_actual_0;Momi/Momo-class;;;;;;;;;;;;;x
JAP_destroyer_actual_1;Minekaze/Wakatake/Kamikaze-class;;;;;;;;;;;;;x
JAP_destroyer_actual_2;Mutsuki-class;;;;;;;;;;;;;x
JAP_destroyer_actual_3;Fubuki-class;;;;;;;;;;;;;x
JAP_destroyer_actual_4;Hatsuharu/Shiratsuyu-class;;;;;;;;;;;;;x
JAP_destroyer_actual_5;Asashio-class;;;;;;;;;;;;;x
JAP_destroyer_actual_6;Kagero-class;;;;;;;;;;;;;x
JAP_destroyer_actual_7;Yugumo-class;;;;;;;;;;;;;x
JAP_destroyer_actual_8;Akizuki-class;;;;;;;;;;;;;x
JAP_destroyer_actual_9;Matsu-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_torpedo_boat_0;Hayabusa-class;;;;;;;;;;;;;x
JAP_torpedo_boat_1;Chidori-class;;;;;;;;;;;;;x
JAP_torpedo_boat_2;Tomozuru-class;;;;;;;;;;;;;x
JAP_torpedo_boat_3;Momi-class;;;;;;;;;;;;;x
JAP_torpedo_boat_4;Otori-class;;;;;;;;;;;;;x
JAP_torpedo_boat_5;Matsu-class;;;;;;;;;;;;;x
JAP_torpedo_boat_6;Tachibana-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_frigate_0;Shimushu-class;;;;;;;;;;;;;x
JAP_frigate_1;Etorofu-class;;;;;;;;;;;;;x
JAP_frigate_2;Mikura-class;;;;;;;;;;;;;x
JAP_frigate_3;Ukuru-class;;;;;;;;;;;;;x
JAP_frigate_4;Kaibokan D-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_super_carrier_0;Shinano-class;;;;;;;;;;;;;x
JAP_super_carrier_1;Shinano-class;;;;;;;;;;;;;x
JAP_super_carrier_2;Shinano-class;;;;;;;;;;;;;x
JAP_super_carrier_3;Shinano-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_carrier_0;Amagi-class (Converted);;;;;;;;;;;;;x
JAP_carrier_1;Amagi-class (Converted);;;;;;;;;;;;;x
JAP_carrier_2;Tosa-class (Converted);;;;;;;;;;;;;x
JAP_carrier_3;Soryu-class;;;;;;;;;;;;;x
JAP_carrier_4;Hiryu-class;;;;;;;;;;;;;x
JAP_carrier_5;Shokaku-class;;;;;;;;;;;;;x
JAP_carrier_6;Taiho-class;;;;;;;;;;;;;x
JAP_carrier_7;Unryu-class;;;;;;;;;;;;;x
JAP_carrier_8;Kai-Taiho-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_command_carrier_0;Akagi-class;;;;;;;;;;;;;x
JAP_command_carrier_1;Akagi-class;;;;;;;;;;;;;x
JAP_command_carrier_2;Kaga-class;;;;;;;;;;;;;x
JAP_command_carrier_3;Soryu-class;;;;;;;;;;;;;x
JAP_command_carrier_4;Hiryu-class;;;;;;;;;;;;;x
JAP_command_carrier_5;Shokaku-class;;;;;;;;;;;;;x
JAP_command_carrier_6;Taiho-class;;;;;;;;;;;;;x
JAP_command_carrier_7;Unryu-class;;;;;;;;;;;;;x
JAP_command_carrier_8;Kai-Taiho-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_battlecarrier_1;Ise-class;;;;;;;;;;;;;x
JAP_battlecarrier_2;Nagato-class;;;;;;;;;;;;;x
JAP_battlecarrier_3;Yamato-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_light_carrier_0;Hosho-class;;;;;;;;;;;;;x
JAP_light_carrier_1;Ryujo-class;;;;;;;;;;;;;x
JAP_light_carrier_2;Zuiho-class;;;;;;;;;;;;;x
JAP_light_carrier_3;Chitose-class;;;;;;;;;;;;;x
JAP_light_carrier_4;Ibuki-class;;;;;;;;;;;;;x
JAP_light_carrier_5;Kazeyari-class;;;;;;;;;;;;;x
JAP_light_carrier_6;Arashi-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_escort_carrier_0;Taiyo-class;;;;;;;;;;;;;x
JAP_escort_carrier_1;Kaiyo-class;;;;;;;;;;;;;x
JAP_escort_carrier_2;Shinyo-class;;;;;;;;;;;;;x
JAP_escort_carrier_3;Shimane Maru-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
## i400_submarine #;;;;;;;;;;;;;;x
JAP_i400_submarine_0;i400-Class;;;;;;;;;;;;;x
JAP_i400_submarine_1;i400-Class;;;;;;;;;;;;;x
JAP_i400_submarine_2;i400-Class;;;;;;;;;;;;;x
JAP_i400_submarine_3;i400-Class;;;;;;;;;;;;;x
JAP_i400_submarine_4;i400-Class;;;;;;;;;;;;;x
JAP_i400_submarine_5;i400-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_coastal_submarine_0; Type L1/L2 class;;;;;;;;;;;;;x
JAP_coastal_submarine_1; Type L3 class;;;;;;;;;;;;;x
JAP_coastal_submarine_2; Type L4 class;;;;;;;;;;;;;x
JAP_coastal_submarine_3; Kaichu V class;;;;;;;;;;;;;x
JAP_coastal_submarine_4; Kaichu VI class;;;;;;;;;;;;;x
JAP_coastal_submarine_5; Kaichu VII class;;;;;;;;;;;;;x
JAP_coastal_submarine_6; Ro-100 class;;;;;;;;;;;;;x
JAP_coastal_submarine_7; Ha-201 class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_submarine_0; Kaidai II class;;;;;;;;;;;;;x
JAP_submarine_1; Kaidai IIIa class;;;;;;;;;;;;;x
JAP_submarine_2; Kaidai IIIb class;;;;;;;;;;;;;x
JAP_submarine_3; Kaidai VIa class;;;;;;;;;;;;;x
JAP_submarine_5; Kaidai VIb class;;;;;;;;;;;;;x
JAP_submarine_6; Kaidai VII class;;;;;;;;;;;;;x
### Long range Submarine Classes ###;;;;;;;;;;;;;;x
JAP_long_range_submarine_0; Junsen J1/Kaidai I/II class;;;;;;;;;;;;;x
JAP_long_range_submarine_1; Junsen J1/Kaidai I/II class;;;;;;;;;;;;;x
JAP_long_range_submarine_2; Junsen J1 Mod/J2/Kaidai V/VIa class;;;;;;;;;;;;;x
JAP_long_range_submarine_3; Junsen J3/Kaidai VIb class;;;;;;;;;;;;;x
JAP_long_range_submarine_4; Junsen A1/B class;;;;;;;;;;;;;x
JAP_long_range_submarine_5; Junsen A2/B Mod.1 class;;;;;;;;;;;;;x
JAP_long_range_submarine_6; Junsen AM/B Mod.2 class;;;;;;;;;;;;;x
JAP_long_range_submarine_7; Junsen C/C Mod class;;;;;;;;;;;;;x
### Electro Submarine Classes ###;;;;;;;;;;;;;;x
JAP_electro_submarine_0; Sentaka class;;;;;;;;;;;;;x
JAP_electro_submarine_1; Sentaka I class;;;;;;;;;;;;;x
JAP_electro_submarine_2; Sentaka II class;;;;;;;;;;;;;x
JAP_electro_submarine_3; Sentaka III class;;;;;;;;;;;;;x
#EOF;;;;;;;;;;;;;;x
