## Romania Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
###############################################;;;;;;;;;;;;;;x
###############################################;;;;;;;;;;;;;;x
EVTDESC15003;On June 2nd, 1940, the Mixed Border Detachment was raised to a Division size, taking the name of 2nd Guard Division, Divizia 2 Garda.\nIt was assigned to the protection of the Royal Palace of the oilfileds of Ploesti. In october a mixed brigade was created from the division, and named 2nd Guard Mixt Brigade (Brigada 2 Mixta Garda) to perform security tasks in the counties of Prahova and Dambovitsa. In March 1942, detached elements were one again merged into the division. Eventually, according to the General Staff Instructions No. 985004 of 5 April 1943, this division was merged in with the remnants of the 18th Infatry Division to form the 18th Moutain Division, Divizia 18 Munte.;;;;;;;;;;;;;;x
1BG_decision_title;1st Border Guards Division.;;;;;;;;;;;;;;x
1BG_decision_desc;This decision will give you access to an infantry division.;;;;;;;;;;;;;;x
EVTDESC15004;The 1st Border Guards Division was raised after the 1939 mobilization of Romanian forces. It was gathered and deployed in November 1939 in the Dobroujda area, on the border with Bulgaria. It was then deployed on the Bessarabian border and participated in the Romanian offensives against Soviet Union where it took heavy losses: 2056 dead, 6642 wounded, 1366 MIA. It was withdrawn on October 1940 to Bucharest where most of te division was disbanded, except the 1st Border Guards Regiment, assigned to security duties. Last elements of this division were merged with the 4th Infantry Division in May 1943.;;;;;;;;;;;;;;x
4MB_decision_title;4th Moutain Brigade.;;;;;;;;;;;;;;x
4MB_decision_desc;This decision will give you access to a mountain brigade.;;;;;;;;;;;;;;x
EVTDESC15005;The 4th Moutain Brigade, Brigada 4 Munte, was raised in March 1939 and made upon 6 newly formed battalions of lesser quality, training and equipments than the 3 first Romanian mountain brigades. The brigade was assigned to the Moutain Corps and participated in the offensives against Soviet Union. On March 15th, 1942, it was renamed 4th Moutain Division, like other mountain and cavalry brigades, but it didn't get refit with modern german equipment like 1st, 2nd and 3rd Moutain Brigades. In 1943, it was merged with the 24th Infantry Division under the denomination of 4/24th Infantry Division before getting back its name. Although this division escaped from capture when Crimea was taken back by Soviet Union, it was disbanded in November 1944.;;;;;;;;;;;;;;x
Reserve_divisions_decision_title;Reserve Divisions.;;;;;;;;;;;;;;x
Reserve_divisions_decision_desc;This decision will give you access to reserve infantry divisions.;;;;;;;;;;;;;;x
EVTDESC15006;On September 3rd, 1939, Romanian started to mobilize its reserve divisions. The reserve infantry divisions had the same organization as the normal divisions, but were formed with mobilized regiments, which had older or untrained reservists, and were equipped with older weapons. Most were disbanded in November 1940...\n\n§RNote for player: You will have the possibility to choose to mobilise 6 or 9 divisions, the second option being more costly.§B.;;;;;;;;;;;;;;x
FB1_decision_title;1st Fortification Brigade.;;;;;;;;;;;;;;x
FB1_decision_desc;This decision will give you access to a garrison unit.;;;;;;;;;;;;;;x
EVTDESC15007;1st Fortification Brigade was raised on November 1st, 1939 and formed from the 86th Infanterie Regiment, in Oradea. It was redeployed in September 1940 in the Focsani-Galati sector.\nAfter the initial romanian successes against Soviet Union, it was deployed in the Odessa area and tasked to secure the Black Sea seaside.\nEventually this unit was merged with the 2nd Fortification Brigade on February 20th 1942 to form a division-size unit.;;;;;;;;;;;;;;x
FB2_decision_title;2nd Fortification Brigade.;;;;;;;;;;;;;;x
FB2_decision_desc;This decision will give you access to a garrison unit.;;;;;;;;;;;;;;x
EVTDESC15008;The 2nd Fortification Brigade was formed on June 22nd, 1941 in Focsani area and attached to 5th Army Corps and then 11th Army Corps. It was deployed in the Tiraspol Area and tasked to secure the rear areas of Romanian 3rd Army. Eventually it was merged with the 1st Fortification Brigade on February 20th, 1942.;;;;;;;;;;;;;;x
FD_decision_title;1st Fortification Division.;;;;;;;;;;;;;;x
FD_decision_desc;Tis decision will give you access to some garrison and security units.;;;;;;;;;;;;;;x
EVTDESC15009;The 1st Fortification Division was created on February 20th 1942 in Odessa by merging 1st and 2nd Fortification Brigades. Its composition was very similar to an infantry division.\nRemaining units were used to form 3 Security Divisions mixing artillery, infantry and police units. All these units were disbanded in May 1943 and their elements merged into the 5th, 6th, 9th and 15th Infantry Division to compensate the heavy losses of winter 1942-1943 at Stalingrad.;;;;;;;;;;;;;;x
1Army_decision_title;1st Army.;;;;;;;;;;;;;;x
1Army_decision_desc;This decision will give you access to an historical Romanian Army.;;;;;;;;;;;;;;x
EVTDESC15010;The 1st Romanian Army was formed in March 1939 in Cluj. It remained in Romania on the contrary of the 3rd and 4th Armies, who invaded Soviet Union as part of Armygroup Antonescu.\nAfter the destruction of 3rd and 4th Armies, 1st Romanian Army was in charge of the defense of the Romanian soil in 1944 and took command of almost all remaining army units.\n When Romanian switched side and decided to fight against it former allies, the 1st Army was involved in the fights against german and hungarian forces, alongside Soviet Union.;;;;;;;;;;;;;;x
3Army_decision_title;3rd Army.;;;;;;;;;;;;;;x
3Army_decision_desc;This decision will give you access to an historical Romanian Army.;;;;;;;;;;;;;;x
EVTDESC15011;The 3rd Romanian Army, formed in September 1939 and assigned to eastern border of Romania. It fought the Operation München in 1941 and the Caucasus campaign in 1942 before being almost destroyed at Stalingrad.\nIt was rebuilt in Romania in 1943.;;;;;;;;;;;;;;x
4Army_decision_title;4th Army.;;;;;;;;;;;;;;x
4Army_decision_desc;This decision will give you access to an historical Romanian Army.;;;;;;;;;;;;;;x
EVTDESC15012;The 4th Romanian Army was set up in June 1940 and was assigned to the Armygroup Antonescu alongside the 3rd Army. Like the previous one, it was destroyed in Stalingrad, rebuilt in Romania in 1943 and after August 1944, fought alongside Soviet Union in central Europa unitl the end of war.;;;;;;;;;;;;;;x
Cavalry1941_decision_title;Motorization of Cavalry.;;;;;;;;;;;;;;x
Cavalry1941_decision_desc;This decision will allow you upgrade some brigades.;;;;;;;;;;;;;;x
EVTDESC15013;In early 1941, Romania started the process of motorization of its cavalry brigades. Due to the lack of motorized transports, only 1/3 of the cavalry regiments were equipped with trucks and the process was limited to 5th, 6th, and 8th Cavalry Brigades. The 7th Cavalry Brigade was partially motorized with a collection of various civilian vehicules. 1st, 7th and 9th Cavalry Brigades got instead some armor elements to form a mechanized recon battalion.\n\n§RNote for player: Cavalry Brigades will be upgrade in 1943 and 1944 into more powerfull units. Don't skip this step to get the later upgrades.§B.;;;;;;;;;;;;;;x
Cavalry1943_decision_title;Motorization of Cavalry (1943).;;;;;;;;;;;;;;x
Cavalry1943_decision_desc;This decision will allow you upgrade some brigades.;;;;;;;;;;;;;;x
EVTDESC15014;Cavalry Brigades were renamed Cavalry Divisions in March 1942, like other units like Mountain and Fortress Brigades. This happened without substancial reorganisation until 1943 when Cavalry Divisions were reformed and equipped with german gear like artillery pieces and Pz 38t tanks. At this time, 8th Cavalry Division was motorized and 7th Cavalry Division disbanded, its remaining regiments merged between 1st and 5th Cavalvy Divisions.;;;;;;;;;;;;;;x
Cavalry1944_decision_title;Motorization of Cavalry (1944).;;;;;;;;;;;;;;x
Cavalry1944_decision_desc;This decision will allow you upgrade some divisions.;;;;;;;;;;;;;;x
EVTDESC15015;In 1944, Romanian Cavalry Divisions were once again reorganized on a new standard, made of 4 infantry regiments, 1 artillery regiment and 1 75mm AT Battalion.\n8th Motorized Cavalry Division was converted into an Armored Cavalry Division, with 1 light armor regiment, 2 motorized infantry regiment and 1 armored recon regiment.\nDue to the lack of available trucks and armored vehicules, only 1st and 5th Cavalry Division were fully motorized.\n\n§RNote for player: You'll have the choice to go historical or to get fully motorized Cavalry Divisions at a higher cost.§B;;;;;;;;;;;;;;x
R2_Tanks_decision_title;Order some Czech R-2 Tanks.;;;;;;;;;;;;;;x
R2_Tanks_decision_desc;This decision will give you access to foreign armor vehicules.;;;;;;;;;;;;;;x
EVTDESC15016;As part of the Army modernisation program started in 1935, in August 1936 126 Skoda LT vz.35 tanks were ordered from Czechoslovakia. The first 15 tanks were received on 1 May 1937 but they encountered technical problems to the engine that was incompatible with the local climate and fuel. Therefor the tanks were sent back and modified according to Romanian specifications.\nAll of the 126 R-2 tanks were received by 1939 but another order for 382 tanks in mid-1939 was turned down by the Germans.\nR-2 Tanks were used to replace the old Renault FTs equipping the 1st Tank Battalion created in 1919, whereas old french tanks were assigned to garrison duties in Bucharest.;;;;;;;;;;;;;;x
R35_Tanks_decision_title;Get some R-35 Tanks.;;;;;;;;;;;;;;x
R35_Tanks_decision_desc;This decision will give you access to foreign armor vehicules.;;;;;;;;;;;;;;x
EVTDESC15017;As part of a rearmament program of the late 1930s, Romania sought to obtain a license for the local manufacture of two hundred French Renault R35 infantry tanks. By early 1938, negotiations for establishing a factory for the production of R35 tanks had reached an advanced state. By this time France's own demands for rearmament prohibited further development, however. In August and September 1939, as a stopgap measure, forty-one R35s were supplied to the Royal Romanian Army.\nThese tanks served as the principal tank of the newly formed 2nd Armoured Regiment.\n\nAt the end of September 1939, an additional thirty-four brand new R35s passed into Romanian hands when the Polish 21st Light Tank Battalion chose internment over capture following the German conquest of Poland and fled over the Romanian border. With seventy-five tanks on strength, the 2nd Armoured Regiment expanded into two battalions.;;;;;;;;;;;;;;x
Divizia_1_Blindata_decision_title;Form the 1st Armored Division.;;;;;;;;;;;;;;x
Divizia_1_Blindata_decision_desc;This decision will give you access to an armored division.;;;;;;;;;;;;;;x
EVTDESC15018;Romanian 1st Armored Division, Divizia 1 Blindata, was set up on January 27th, 1941 and placed under command of General Alecu Ioan Sion. It was build around the 1st Tank Regiment equipped with R-2 Tanks, as the 2nd Tank Regiment operated independantly, attached to the 4th Romanian Army. The 1st Armored Division was transfered to the Cavalry Corps on July 2nd, 1941 and participated in the conquest of Bessarabia and Odessa where it took heavy losses. Division was to be reinforced in 1942 with some german assets, but also took heavy losses during the battle of Stalingrad. After the 1943 campaign in Crimea, it returned to Romania in early in 1944, with only 10 tanks still operational.\n\n§RNote for player: this division will be reformed with better equipment in Early 1944.§B;;;;;;;;;;;;;;x
Motomechanized_Command_decision_title;Form the Motomechanized Command.;;;;;;;;;;;;;;x
Motomechanized_Command_decision_desc;This decision will give you access to an amored corps command.;;;;;;;;;;;;;;x
EVTDESC15019;The Motomechanised Troops Command, renamed Motomechanized Corps was raised on November 1943 from the former Motomechanized Instruction Center. It was in charge of the armored and motorized reserve elements of the Romanian Army, including the 5th and 8th Motorized Cavalry Divisions, 8th Motorized Engineer Regiment and the newly formed 1st Armored Instruction Division, a reserve unit tasked to build and train forces to reformed the former unit, reduced to 10 tanks in early 1944 after harsh combats against the Red Army./n/nMotomechanized command was dissolved as part of the additional clause of the 12.9.1944 Armistice with the USSR.;;;;;;;;;;;;;;x
Armored_Group_Cantemir_decision_title;Form the Armored Group 'Cantemir'.;;;;;;;;;;;;;;x
Armored_Group_Cantemir_decision_desc;This decision will give you access to an amored unit.;;;;;;;;;;;;;;x
EVTDESC15023;The Mixed Armor Group 'Cantemir' was set up on February 24th, 1944 in emergency because of necessity to stop the advance of the Red Army that had entered on Romanian soil and because the 1st Armored Division wasn't operational yet. It was a collection of various armored assets including german Pz IV and StuG III, renamed as T-4 and TA by the Romanian Army, and TACAM T-60 tank hunters.\n\nThe TACAM T-60 was a Romanian home made tank destroyer, marrying captured soviet equipments: T-60 light tanks, F22 76 mm guns, salvaged ex-BT-2 armor and GAZ 202 engines. Up to 34 tank destroyers were build and assigned to the 61st and 62nd Tacam companies.;;;;;;;;;;;;;;x
Detasamentul_Blindat_Rapid_decision_title;Form the Rapid Armored Detachment.;;;;;;;;;;;;;;x
Detasamentul_Blindat_Rapid_decision_desc;This decision will give you access to an amored unit.;;;;;;;;;;;;;;x
EVTDESC15021;The Rapid Armored Detachment was set up on March 28th, 1944 from armored, infnatry and artillery elements of the 1st Armored Division. It was thrown into battle to stop the advance of the Red Army that had entered on Romanian soil.\nIt was a collection of the Romanian best armored and motorized equipments at this time, including German tanks and assault guns and also Romanian TACAM T-60s and 75 mm Resita AT guns.;;;;;;;;;;;;;;x
Divizia_1_Blindata_1944_decision_title;Reform the 1st Armored Division.;;;;;;;;;;;;;;x
Divizia_1_Blindata_1944_decision_desc;This decision will give you access to an amored unit.;;;;;;;;;;;;;;x
EVTDESC15022;In early 1944, only 10 tanks of the almost destroyed Romanian Armored Division managed to come back home. It was decided to reform this unit with German tanks and assault guns, and also Romanian home made AT and tank destroyers.Division was nicknamed 'Romania Mare', meaning 'Greater Romania'.\nAs the situation became desesperate in Spring 1944, elements of the division were thrown into battle without waiting for its complete buildup...\n\n§RNote for player: you can choose to form a full armored division by removing the Rapid Armored Detachment set up in March 1944.§W;;;;;;;;;;;;;;x
PZL_Fighters_decision_title;IAR P11 Fighters.;;;;;;;;;;;;;;x
PZL_Fighters_decision_desc;This decision will give you access to Polish licence built fighters.;;;;;;;;;;;;;;x
EVTDESC15100;In the early 1930s, the PZL P.11 won a contract for a new fighter aircraft for the Royal Romanian Air Force. During October 1933, deliveries of Polish-built P.11b to Romania commenced. From 1936, Romanian aircraft manufacturer IAR license-built a further 95 aircraft under the designation IAR P.11f, powered by the Romanian-built IAR engines.;;;;;;;;;;;;;;x
S79B_Bombers_decision_title;Italian S-79B Bombers.;;;;;;;;;;;;;;x
S79B_Bombers_decision_desc;This decision will allow you to buy some Italian Bombers.;;;;;;;;;;;;;;x
EVTDESC15101;In May 1937, an order was issued to Savoia Marchetti for 24 bombers. The Italians offered the tri-motored S.M. 79, but the Romanian Royal Airforce wanted that the bombers be modified. The new airplane was designated S-79B and was powered by two Romanian-built Gnome-Rhone 14K engines.;;;;;;;;;;;;;;x
EVTDESC15102;By September 1938 all the Italian 22 S-79Bs were delivered and equipped the 1st Bomber Group (71st and 72nd Bomber Squadron). The airplane was much appreciated, so it was decided to buy the license to produce 36 new Savoias at IAR Brasov, designed as JRS-79Bs. 1st Bomber Group participated in the offensive against Soviet Union in 1941. In 1942, the Savoia flew their last campaign in Russia, supporting the Romanian forces near Stalingrad, before being withdrawn from combat operations and assigned to flying schools.;;;;;;;;;;;;;;x
He112B_Fighters_decision_title;German He-112 B Fighters.;;;;;;;;;;;;;;x
He112B_Fighters_decision_desc;This decision will allow you to buy some German Fighters.;;;;;;;;;;;;;;x
EVTDESC15103;In March 1939, in the context of increasing tensions with Hungary, the Royal Romanian Airforce made an order of 30 He-112Bs fighters to Heinkel.;;;;;;;;;;;;;;x
EVTDESC15104;By August 1939, German built He-112 had already arrived and were assigned to the 5th Fighter Group (51st and 52nd Squadron).\nIn June 1941, the group was included into the Combat Air Grouping and saw action from the first day of operation Barbarossa. The Heinkels were mainly used in a ground attack role and were quite successful, but due to the lack of serious armor protection, this lead to seroius losses. In August 1941, the 52nd Squadron trasferred its remaining He-112Bs to the 51st Squadron and received IAR-80As. In early 1943, the 51st Squadron switched to Bf-110s and the remaining Heinkels were relegated to advanced trainer role and used from in the process of training Bf-109G pilots.;;;;;;;;;;;;;;x
Hurricane_Fighters_decision_title;British Hurricane Fighters.;;;;;;;;;;;;;;x
Hurricane_Fighters_decision_desc;This decision will allow you to buy some British Fighters.;;;;;;;;;;;;;;x
EVTDESC15105;Romania ordered in 1939 50 Hurricanes MK-1 from the British Hawker Siddeley Aicraft Company.;;;;;;;;;;;;;;x
EVTDESC15106;Only twelve out of 50 originally ordered were delivered. Because the war had begun, the British government received priority from Hawker. Anyway, after Romania joined the Axis the acquisition of new Hurricanes from England was out of the question.\nThe available Hurricanes were assigned to the 53rd Fighter Squadron. Its main mission was to defend the Constanta harbor and Cernavoda railway bridge. It also carried out bomber escort missions. During the first day of war (22 June 1941) the Romanian Hurricanes shot down four I-16s, opening the kill list of one of the most successful fighter squadron of the 1941 campaign, during which they claimed 35 Soviet aircraft. The lack of spare parts was a very big problem for the Romanian Hurricanes and after more IAR-80s became available in late 1942 and early 1943 they were taken out of active duty.;;;;;;;;;;;;;;x
French_Bombers_decision_title;French Bombers.;;;;;;;;;;;;;;x
French_Bombers_decision_desc;This decision will allow you to buy some French Bombers.;;;;;;;;;;;;;;x
EVTDESC15107;In early 1939, Romania ordered some bombers to France.;;;;;;;;;;;;;;x
EVTDESC15108;Twenty Potez 633B2s were received in 1939 and were immediately impressed into service in the 2nd Bomber Group (74th and 75th Squadrons). At the beginning of the Operation Barbarossa, the group had 17 aircraft. The 74th Bomber Squadron participated in the battle of Odessa and flew more missions than any other unit of the 2nd Bomber Flotilla. At the end of the 1941 campaign, there it had 5 available and 1 unavailable Potez 633B2. The Potez bombers participated in the second campaign, over Stalingrad. The lack of spare parts meant that their serviceability was low. After the Soviet counter-offensive they had to be retreated back to Romania, and served as trainers for night fighter pilots.;;;;;;;;;;;;;;x
He111_Bombers_decision_title;German Bombers.;;;;;;;;;;;;;;x
He111_Bombers_decision_desc;This decision will allow you to buy some German Bombers.;;;;;;;;;;;;;;x
EVTDESC15109;In 1940, Romania increased its dependance to German built aircrafts, ordering He-111 bombers.;;;;;;;;;;;;;;x
EVTDESC15110;The first 32 He-111H3s were delivered to Romania in 1940 and used to equip the newly formed 5th Bomber Group,which soon became the elite "heavy" bomber unit of the Romanian Royal Aeronautics. It fought during the entire 1941 campaign in Bessarabia and at Odessa and lost seven of its Heinkels. In early 1942, another 15 airplanes were bought from Germany. These were newer models: He-111H6s, which could also launch torpedoes. All but one were assigned to the 78th Squadron, which served in the 5th Bomber Group in 1941. It was renamed 78th Marine Bomber Squadron and separated from the group. The losses were high and the remaining He-111s and Bf-109Es were united in an ad-hoc unit called the Mixed Group. But at the end of February, only He-111 was still available for action. The unit was sent back to Romania for rest and reorganization. In 1943, the 5th bomber Group was reequipped with more modern Ju-88A4s.;;;;;;;;;;;;;;x
Bf109E_Fighters_decision_title;German Bf-109E Fighters.;;;;;;;;;;;;;;x
Bf109E_Fighters_decision_desc;This decision will allow you to buy some German Fighters.;;;;;;;;;;;;;;x
EVTDESC15111;In December 1939 an order for 50 Bf-109Es was issued to Bayeriche Flugzeugwerke.;;;;;;;;;;;;;;x
EVTDESC15112;The newly formed 7th Fighter Group received the modern german fighters. In June 1941 it had 36 Bf-109Es at its disposal.\n\The Romanian Bf-109Es took part in Operation Barbarossa from the very first missions. After the 1941 campaign was over, the Romanian fighter arm had to be reorganized because of the losses it had suffered. Fifteen second-hand Bf-109E7s arrived from Germany in early 1942 and replenished the forces of the 7th Fighter Group. The 37 Bf-109Es strong group was sent on the front again in the autumn of 1942, near Stalingrad. It was surrounded in November 1942 by the Soviet counteroffensive and had to make a dramatic escape from encirclement when it lost 5 airplanes. Another 3 were left behind and were captured by the Red Army. The remnants were joined with the rests of the 5th Bomber Group and formed a mixed group which remained on the front until February 1943, when it returned home.\nThe 7th Fighter Group returned to the front in March, but this time it was going to be equipped with the new Bf-109G.;;;;;;;;;;;;;;x
Ju88A4_Bombers_decision_title;German Bombers.;;;;;;;;;;;;;;x
Ju88A4_Bombers_decision_desc;This decision will allow you to buy some German Bombers.;;;;;;;;;;;;;;x
EVTDESC15113;In early Spring 1943, Romania ordered 50 German Ju88A4 bombers to equip its bomber groups.;;;;;;;;;;;;;;x
EVTDESC15114;Romania started receiving Ju88A4 bombers in March 1943 but the 6th Bomber Group, formerly equiped with Savoia S-79B bombers, was only completly trained in August 1943. From this date, Ju88 were also used to equip the 5th Bomber Group. Losses were replaced by Germany to maintain these 2 groups operational.\nBecause of the events of 23 August 1944, only one Ju-88A4 squadron could be raised for the new anti-Axis campaign. Because of the severe losses and maintenance problems, the remaining five Ju-88A4s were joined with the Ju-88D1s of the 2nd Long Range Recon Squadron in October.;;;;;;;;;;;;;;x
Ju87_Bombers_decision_title;Romanian Stukas.;;;;;;;;;;;;;;x
Ju87_Bombers_decision_desc;This decision will allow you to buy some German close air Support bombers.;;;;;;;;;;;;;;x
EVTDESC15115;In 1943, Romania started to be equipped with German JU-87D3/D5 to support ground troops on the Eastern Front.;;;;;;;;;;;;;;x
EVTDESC15116;The Ju-87D Stuka entered service in 1943 in the 3rd Dive Bomber Group. The group was deployed in early June. An additionnal 6th Dive Bomber Group was raised in May 1944. A total of 160 planes were received by Romania until summer 1944.;;;;;;;;;;;;;;x
Hs129_Bombers_decision_title;Romanian Hs-129.;;;;;;;;;;;;;;x
Hs129_Bombers_decision_desc;This decision will allow you to buy some German close air Support bombers.;;;;;;;;;;;;;;x
EVTDESC15117;Alongside Ju87-D bombers, Romania also ordered some German He-129B planes.;;;;;;;;;;;;;;x
EVTDESC15118;The Hs-129B2 came into ARR service in 1943. It equipped the 8th Assault Group, which previously had been a fighter unit (8th Fighter Group with IAR-80Bs).In 1944, a new assault group (the 11th) started training, but it wasn't ready when Romania changed sides in August, so its elements were used to fill the ranks of the existing assault group. Because of losses and lack of spare parts, the number of available Hs-129B2s decreased. In October 1944 he group was reduced to the 41st Squadron, which was joined with the 74th Squadron (Ju-87D3) and formed the 8th Assault-Dive Bomber Group.;;;;;;;;;;;;;;x
GAL_decision_title;Combat Air Group.;;;;;;;;;;;;;;x
GAL_decision_desc;This decision will give you access to an Aircorps HQ.;;;;;;;;;;;;;;x
EVTDESC15131;The Combat Air Group (Gruparea Aeriana de Lupta) was set up on June 22nd, 1941 with a total of 253 aircraft. It was made of 4 flotillas (1st Bomber Flotilla, 2nd Bomber Flotilla 2nd Observation Flotilla, 1st Fighter Flotilla), grouping a various collection of aircrafts: Italian S-79B, Polish P.37B, French Potez 633B2 and MB-210, German He-111H3, He-112B, Bf-109E and Romanian made planes (IAR-37, IAR-38, IAR-39, IAR-80A).\nTheir mission was to gain air supremacy over Bessarabia and Northern Bukovina and then support the offensive of the Romanian 4th Army. After Besserabia was secured, the CAG assisted in the siege of Odessa.\n\nObselete foreign planes were removed from front service in 1942 and replaced by more modern German aircraft. Combat Air group was reformed into the 1st Air Corps (Corpul 1 Aerian) in 1943.;;;;;;;;;;;;;;x
1st_Aircorps_decision_title;1st Air Corps.;;;;;;;;;;;;;;x
1st_Aircorps_decision_desc;This decision will give you access to an Aircorps HQ.;;;;;;;;;;;;;;x
EVTDESC15132;WIP.;;;;;;;;;;;;;;x
Romania_controls_Beograd_decision_title;Beograd is under our control.;;;;;;;;;;;;;;x
Romania_controls_Beograd_decision_desc;Decide the future of Yougoslavia.;;;;;;;;;;;;;;x
EVTDESC15133;Yougoslavia has surrendered to us. It is time to decide the future of these occupied lands: should they be under Romanian rule?;;;;;;;;;;;;;;x
#EOF;;;;;;;;;;;;;;x
