###########################################################;;;;;;;;;;;;;x
destroyer_technology_0;WWI Blueprint;;;;;;;;;;;;;x
destroyer_technology_1;1918 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_technology_2;1930 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_technology_3;1932 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_technology_4;1934 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_0;;;;;;;;;;;;;;x
destroyer_class_1;1936 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_2;1938 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_3;1940 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_4;1942 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_5;1944 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_6;1946 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_7;1948 Destroyer Blueprint;;;;;;;;;;;;;x
destroyer_class_8;1950 Destroyer Blueprint;;;;;;;;;;;;;x
frigate_class_0;;;;;;;;;;;;;;x
frigate_class_1;1939 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_2;1940 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_3;1942 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_4;1944 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_5;1946 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_6;1948 Frigate Blueprint;;;;;;;;;;;;;x
frigate_class_7;1950 Frigate Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_0;;;;;;;;;;;;;;x
torpedo_boat_class_1;1918 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_2;1932 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_3;1934 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_4;1936 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_5;1938 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_6;1940 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_7;1942 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_8;1944 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_9;1946 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_10;1948 Torpedo Boat Blueprint;;;;;;;;;;;;;x
torpedo_boat_class_11;1950 Torpedo Boat Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_0;;;;;;;;;;;;;;x
motor_torpedo_boat_class_1;1918 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_2;1932 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_3;1934 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_4;1936 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_5;1938 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_6;1940 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_7;1942 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_8;1944 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_9;1946 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_10;1948 MTB Blueprint;;;;;;;;;;;;;x
motor_torpedo_boat_class_11;1950 MTB Blueprint;;;;;;;;;;;;;x
small_warship_surface_radar_1;;;;;;;;;;;;;;;x
small_warship_surface_radar_2;;;;;;;;;;;;;;;x
small_warship_surface_radar_3;;;;;;;;;;;;;;;x
small_warship_surface_radar_4;;;;;;;;;;;;;;;x
small_warship_surface_radar_5;;;;;;;;;;;;;;;x
small_warship_surface_radar_6;;;;;;;;;;;;;;;x
small_warship_surface_radar_7;;;;;;;;;;;;;;;x
small_warship_surface_radar_8;;;;;;;;;;;;;;;x
small_warship_surface_radar_9;;;;;;;;;;;;;;;x
small_warship_surface_radar_10;;;;;;;;;;;;;;;x
small_warship_surface_radar_11;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_0;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_1;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_2;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_3;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_4;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_5;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_6;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_7;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_8;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_9;;;;;;;;;;;;;;;x
small_warship_airsearch_radar_10;;;;;;;;;;;;;;;x
smallwarship_asw_0;;;;;;;;;;;;;;;x
smallwarship_asw_1;;;;;;;;;;;;;;;x
smallwarship_asw_2;;;;;;;;;;;;;;;x
smallwarship_asw_3;;;;;;;;;;;;;;;x
smallwarship_asw_4;;;;;;;;;;;;;;;x
smallwarship_asw_5;;;;;;;;;;;;;;;x
smallwarship_asw_6;;;;;;;;;;;;;;;x
smallwarship_asw_7;;;;;;;;;;;;;;;x
smallwarship_damage_control_0;;;;;;;;;;;;;;;x
smallwarship_damage_control_1;;;;;;;;;;;;;;;x
smallwarship_damage_control_2;;;;;;;;;;;;;;;x
smallwarship_damage_control_3;;;;;;;;;;;;;;;x
smallwarship_damage_control_4;;;;;;;;;;;;;;;x
smallwarship_damage_control_5;;;;;;;;;;;;;;;x
smallwarship_damage_control_6;;;;;;;;;;;;;;;x
smallwarship_damage_control_7;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_0;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_1;FCC Model 1918;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_2;FCC Model 1934;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_3;FCC Model 1937;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_4;FCC Model 1940;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_5;FCC Model 1943;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_6;FCC Model 1946;;;;;;;;;;;;;;;x
smallwarship_fire_control_computer_7;FCC Model 1949;;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_0;;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_1;High-angle director Mod. 1937;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_2;High-angle director Mod. 1938;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_3;High-angle director Mod. 1942;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_4;High-angle director Mod. 1944;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_5;High-angle director Mod. 1946;;;;;;;;;;;;;;x
smallwarship_AAA_control_computer_6;High-angle director Mod. 1948;;;;;;;;;;;;;;x
hdfd_radio_dev_0;;;;;;;;;;;;;;;x
hdfd_radio_dev_1;Model 1937;;;;;;;;;;;;;;x
hdfd_radio_dev_2;Model 1940;;;;;;;;;;;;;;x
hdfd_radio_dev_3;Model 1942;;;;;;;;;;;;;;x
hdfd_radio_dev_4;Model 1944;;;;;;;;;;;;;;x
hdfd_radio_dev_5;Model 1946;;;;;;;;;;;;;;x
hdfd_radio_dev_6;Model 1948;;;;;;;;;;;;;;x
hdfd_radio_dev_7;Model 1950;;;;;;;;;;;;;;x
depth_charge_0;;;;;;;;;;;;;;;x
depth_charge_1;;;;;;;;;;;;;;;x
depth_charge_2;;;;;;;;;;;;;;;x
depth_charge_3;;;;;;;;;;;;;;;x
depth_charge_4;;;;;;;;;;;;;;;x
depth_charge_5;;;;;;;;;;;;;;;x
depth_charge_6;;;;;;;;;;;;;;;x
depth_charge_7;;;;;;;;;;;;;;;x
hedgehog_dev_0;;;;;;;;;;;;;;;x
hedgehog_dev_1;;;;;;;;;;;;;;;x
hedgehog_dev_2;;;;;;;;;;;;;;;x
hedgehog_dev_3;;;;;;;;;;;;;;;x
hedgehog_dev_4;;;;;;;;;;;;;;;x
asw_counter_measures_1;;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_0;;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_1;75mm/50 Model 1927;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_2;115mm/45 Model 1930;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_3;120mm/50 Model 1938;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_4;127mm/50 Model 1941;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_5;127mm/50 Model 1945;;;;;;;;;;;;;;x
heavy_antiaircraft_light_ships_6;127mm/50 Model 1947;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_0;;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_1;12.7mm Model 1925;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_2;12.7mm Model 1929;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_3;20mm Model 1936, 40mm Model 1936;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_4;40mm Model 1940, 20mm Model 1940;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_5;40mm Model 1943;;;;;;;;;;;;;;x
light_antiaircraft_light_ships_6;40mm Model 1946;;;;;;;;;;;;;;x
#################################################;;;;;;;;;;;;;x
lightcruiser_technology_0;WWI Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_technology_1;1918 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_technology_2;1929 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_technology_3;1932 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_1;1936 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_2;1939 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_3;1942 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_4;1945 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_5;1948 Light Cruiser Blueprint;;;;;;;;;;;;;x
lightcruiser_class_6;1951 Light Cruiser Blueprint;;;;;;;;;;;;;x
anti_air_cruiser_activation_1;;;;;;;;;;;;;;x
heavycruiser_technology_0;;;;;;;;;;;;;;x
heavycruiser_technology_1;1918 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_technology_2;1930 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_technology_3;1933 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_0;;;;;;;;;;;;;;x
heavycruiser_class_1;1936 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_2;1939 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_3;1942 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_4;1945 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_5;1948 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavycruiser_class_6;1951 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_0;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_1;194mm/45 Model 1902;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_2;203mm/50 Model 1924;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_3;203mm/50 Model 1924;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_4;203mm/50 Model 1930;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_5;203mm/50 Model 1936;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_6;203mm/50 Model 1939;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_7;203mm/50 Model 1942;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_8;203mm/50 Model 1945;;;;;;;;;;;;;;x
heavy_cruiser_naval_guns_9;203mm/50 Model 1947;;;;;;;;;;;;;;x
light_cruiser_naval_guns_0;;;;;;;;;;;;;;;x
light_cruiser_naval_guns_1;152mm/50 Model 1925;;;;;;;;;;;;;;x
light_cruiser_naval_guns_2;152mm/50 Model 1938;;;;;;;;;;;;;;x
light_cruiser_naval_guns_3;152mm/50 Model 1930;;;;;;;;;;;;;;x
light_cruiser_naval_guns_4;152mm/50 Model 1933;;;;;;;;;;;;;;x
light_cruiser_naval_guns_5;152mm/50 Model 1936;;;;;;;;;;;;;;x
light_cruiser_naval_guns_6;152mm/50 Model 1939;;;;;;;;;;;;;;x
light_cruiser_naval_guns_7;152mm/50 Model 1942;;;;;;;;;;;;;;x
light_cruiser_naval_guns_8;152mm/50 Model 1945;;;;;;;;;;;;;;x
light_cruiser_naval_guns_9;152mm/50 Model 1948;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_0;;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_1;Model 1918;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_2;Model 1932;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_3;Model 1935;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_4;Model 1938;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_5;Model 1941;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_6;Model 1944;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_7;Model 1947;;;;;;;;;;;;;;x
cruiser_naval_guns_AP_ammo_8;Model 1950;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_0;;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_1;Model 1918;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_2;Model 1932;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_3;Model 1935;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_4;Model 1938;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_5;Model 1941;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_6;Model 1944;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_7;Model 1947;;;;;;;;;;;;;;x
cruiser_naval_guns_HE_ammo_8;Model 1950;;;;;;;;;;;;;;x
cruiser_naval_guns_autoloader_0;;;;;;;;;;;;;;;x
cruiser_naval_guns_autoloader_1;Auto-loader Blueprint 1945;;;;;;;;;;;;;;x
cruiser_naval_guns_autoloader_2;Auto-loader Blueprint 1948;;;;;;;;;;;;;;x
cruiser_naval_guns_autoloader_3;Auto-loader Blueprint 1951;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_0;;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_1;CL: 84.000 shp / CA: 90.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_2;CL: 92.000 shp / CA: 110.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_3;CL: 94.000 shp / CA: 112.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_4;CL: 95.000 shp / CA: 130.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_5;CL: 105.000 shp / CA: 140.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_6;CL: 110.000 shp / CA: 150.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_7;CL: 120.000 shp / CA: 160.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_8;CL: 130.000 shp / CA: 175.000 shp;;;;;;;;;;;;;;x
cruiser_engine_and_boilers_9;CL: 140.000 shp / CA: 190.000 shp;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_0;;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_1;3-Bladed Bronze 4.1m pitch / 2x Balanced 22m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_2;3-Bladed Bronze 4.2m pitch / 2x Balanced 23m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_3;3-Bladed Bronze 4.35m pitch / 2x Balanced 24m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_4;3-Bladed Bronze 4.5m pitch / 1x Balanced 26m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_5;3-Bladed Bronze 4.7m pitch / 1x Balanced 27m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_6;3-Bladed Bronze 4.85m pitch / 1x Balanced 27.5m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_7;3-Bladed Bronze 4.95m pitch / 1x Balanced 28m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_8;3-Bladed Bronze 5.1m pitch / 1x Balanced 30m2;;;;;;;;;;;;;;x
cruiser_screws_and_rudder_optimisation_9;3-Bladed Bronze 5.25m pitch / 1x Balanced 32m2;;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_0;;;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_1;Hull Blueprint 1918;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_2;Hull Blueprint 1929;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_3;Hull Blueprint 1932;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_4;Hull Blueprint 1935;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_5;Hull Blueprint 1938;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_6;Hull Blueprint 1941;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_7;Hull Blueprint 1944;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_8;Hull Blueprint 1947;;;;;;;;;;;;;x
cruiser_hull_shape_optimisation_9;Hull Blueprint 1950;;;;;;;;;;;;;x
lightcruiser_armour_thickness_0;;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_1;Turrets: 20mm, Barbettes: 20mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_2;Turrets: 35mm, Barbettes: 35mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_3;Turrets: 50mm, Barbettes: 50mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_4;Turrets: 100mm, Barbettes: 100mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_5;Turrets: 110mm, Barbettes: 110mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_6;Turrets: 125mm, Barbettes: 125mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_7;Turrets: 140mm, Barbettes: 140mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_8;Turrets: 155mm, Barbettes: 155mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_9;Turrets: 170mm, Barbettes: 170mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_10;Turrets: 185mm, Barbettes: 185mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_11;Turrets: 200mm, Barbettes: 200mm;;;;;;;;;;;;;;x
lightcruiser_armour_thickness_12;Turrets: 210mm, Barbettes: 210mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_0;;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_1;Turrets: 30mm, Barbettes: 25mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_2;Turrets: 50mm, Barbettes: 50mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_3;Turrets: 120mm, Barbettes: 120mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_4;Turrets: 135mm, Barbettes: 135mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_5;Turrets: 150mm, Barbettes: 150mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_6;Turrets: 165mm, Barbettes: 165mm;;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_7;Turrets: 175mm, Barbettes: 175mm;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_8;Turrets: 195mm, Barbettes: 195mm;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_9;Turrets: 200mm, Barbettes: 200mm;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_10;Turrets: 210mm, Barbettes: 210mm;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_11;Turrets: 220mm, Barbettes: 220mm;;;;;;;;;;;;;x
heavy_cruiser_armour_thickness_12;Turrets: 230mm, Barbettes: 230mm;;;;;;;;;;;;;x
cruiser_bulkheads_layout_0;;;;;;;;;;;;;;;x
cruiser_bulkheads_layout_1;CL: 20mm / CA: 20mm;;;;;;;;;;;;;;x
cruiser_bulkheads_layout_2;CL: 25mm / CA: 25mm;;;;;;;;;;;;;;x
cruiser_bulkheads_layout_3;CL: 30mm / CA: 60mm;;;;;;;;;;;;;;x
