###############################;;;;;;;;;;;;;x
#ITA NEW EVENTS by Herve75;;;;;;;;;;;;;x
###############################;;;;;;;;;;;;;x
EVTNAME33423;Form the 9a Armata.;;;;;;;;;;;;;x
EVTDESC33423;9a Armata – former "Fronte Macedonia" – was an army created on November 9th, 1940 in Pogradec. Its command was given to general Alessandro Pirzio Biroli and the unit was asigned to the Comando FF.AA. "Albania". It took over the operations of the XXVI Army Corps, already in the area of the High Devoli, and the III Army Corps coming from the Italy.\nThe two units take on a defensive line in the northern sector of the Greek-Albanian border, between Lake Presba and Erseke.\n\n§RNote for player: You will have to attach manualy III Corpo d'Armata and XXVI Corpo d'Armata to this army.§B;;;;;;;;;;;;;x
EVTNAME33424;Form the 11a Armata.;;;;;;;;;;;;;x
EVTDESC33424;11a Armata – former "Fronte Epiro" was constituted on November 9th, 1940 in Albania by the transformation of the pre-existing High Command of the Troops of Albania and frames the VIII Corps of the Army and the XXV Army Corps (former Corps of Army Ciamuria). Also from November 9, the Army was destined to the Greek-Albanian border, in the southern sector. Its commander was General Carlo Geloso.\n\n§RNote for player: You will have to attach manualy VIII Corpo d'Armata and XXV Corpo d'Armata to this army.§B;;;;;;;;;;;;;x
EVTNAME33425;Form the Corpo d'Armata Corazzato.;;;;;;;;;;;;;x
EVTDESC33425;The "Corpo d'Armata Corazzato" (Armored Corps) was cretaed on November, 11th 1938 in Mantova to receive motorized units of the Regio Esercito: motorized divisions "Po" and "Trento" – becoming later 101a Divisione Motorizzata "Trieste" and 102a Divisione Motorizzata "Trento" – and the I and II Brigate corazzate.\nIn november 1939, these two armored brigades served forming the bulk of two new armored divisions transfered to this corps: the "Ariete" and "Littorio" divisions. Commanded by general Fidenzio Dall'Ora, the Corpo d'Armata Corazzato was attached to the 6a Armata del Po.\nIn 1941, this command unit was rename XVII Corpo d'Armata.;;;;;;;;;;;;;x
EVTNAME33426;Form the XIV Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33426;The XIV Corpo d'Armata was created on January 1st, 1939 to assume the command of the 32a Divisione Fanteria "Marche" and the 38a Divisione Fanteria "Puglie". It was attached later to the 8a Armata. Its commander was general Giovanni Vecchi. On 10th of June 1940, the corps was located in Venezia but didn't participate in war actions. In February 1941, XIV Corpo d'Armata was transfered to Albania and located in Durazzo and Tirana.;;;;;;;;;;;;;x
EVTNAME33427;Form the XV Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33427;The XV Corpo d'Armata was created on March 25th, 1939 and attached to the 1a Armata italiana on the Western Front. This unit was under the command of general Gastone Gambara and was set to participate to offensive operations against France.\nMany units were attached to this corps:\n§R- 5a Divisione Fanteria "Cosseria"\n- 37a Divisione Fanteria "Modena"\n- 44a Divisione Fanteria "Cremona"\n- 15o Comando Guardia alla Frontiera.§B;;;;;;;;;;;;;x
EVTNAME33428;Form the Corpo d'Armata Autotrasportabile.;;;;;;;;;;;;;x
EVTDESC33428;The "Corpo d'Armata Autotrasportabile" was a mobile unit attached to the 6a Armata del Po and fit to command "autotrasportabile" infantry divisions. It was stationned in Vicenza at the outbreak of hostilities, under the leadership of general Francesco Zingales.\nIt participate to the invasion of Yougoslavia and was engaged in July 1941 in the war against Russia, renamed "Corpo Spedizione Italiano in Russia" (CSIR), and finally XXXV Corpo d'Armata – belonging to the 8a Armata – in July 1942.\n Three divisions were attached to this corps:\n§R- 9a Divisione Fanteria autotrasportabile "Pasubio"\n- 10a Divisione Fanteria autotrasportabile "Piave"\n- 52a Divisione Fanteria autotrasportabile"Torino"§B;;;;;;;;;;;;;x
EVTNAME33429;Form the XVI Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33429;Created in March 1940, the XVI Corpo d'Armata was only assigned defensive task in the area of Milano before being assigned to the defense of Napoli in late 1941. It was in command of several divisions:\n§R- 26a Divisione Fanteria da montagna "Assietta"\n- 54a Divisione Fanteria "Napoli"\n- 206a Divisione Costiera\n- 213a Divisione Costiera\n- XVIII Brigata Costiera\n- XIX Brigata Costiera§B\nIts generals were successivly Antero Canale and Carlo Rossi.;;;;;;;;;;;;;x
EVTNAME33430;Form the XVII Corpo d'Armata Corazzato.;;;;;;;;;;;;;x
EVTDESC33430;Formation of the XVII Corpo d'Armata started in 1940 alongside the existing Corpo d'Armata Corazzato which was finally merged into this corps on March 1st, 1941. XVII Corpo d'Armata was first assigned to the coastal defense of Calabria before being sent in Albania in April 1941. Divisions passed under its command were 18a Divisione "Messina", 32a Divisione Fanteria da montagna "Marche", 131a Divisone Corazzata "Centauro". Returning to the homeland, on June 16, XVII Corpo d'Armata assumes responsibility for the territorial defense of Lazio. Its units are organized in sectors of coastal coverage and in mobile groups, in order to protect the region, from the borders of Tuscany to the mouth of the Garigliano river. It was enhanced in 1942 by additionnal troops: 103a Division Fanteria autotrasportabile "Piacenza" and 220a and 222a Divisione Costiera. This Corps was dissolved in september 1943. Its successive commanders were generals Giuseppe Pafundi, Vittorio Sogno, Alberto Barbieri and Giovanni Zanghieri.;;;;;;;;;;;;;x
EVTNAME33431;Formation of the XVIII Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33431;After being constituted a first time between September 10th, 1939 and July 25th 1940 to assume defensive tasks in the Bolzano-Verona area, the XVIII Corpo d'Armata was rebuilt in July 1941 with elements of the dissolved Corpo d'Armata Alpino. Its commanders were successivly generals Marco Gamaleri, Gabriele Basci, Quirino Armellini and Umberto Spigo. It was assigned to Split in 1942 were it took control of the units deployed in Dalmatia and Croatia, doing cccupation and anti-partisan duties.\n§R- 12a Divisione Fanteria "Sassari"\n- 15a Divisione Fanteria "Bergamo"\n- 151a Divisione Fanteria de occupazione "Perugia"\n- Comando Truppe di Zara, becoming in september 1942 158a Divisione Fanteria "Zara"\n- 1a Divisione Celere "Eugenio di Savoia" for a few monthes.§B;;;;;;;;;;;;;x
EVTNAME33432;Formation of the XIX Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33432;XIX Corpo d'Armata was created on March 3rd, 1942 in Bolzano but was quikly transfered south in May to the 7a Armata in Campania to assume coastal defence. Units under its command were:\n§R- 9a Divisione Fanteria autotrasportabile "Pasubio"\n- 222a Divisione Costiera\n- XXXII Brigata Costiera§B\nIn 1943, this unit was tasked to set up two truck-based divisions: the "Piacenza" and the "Mantova", then transferred, respectively, to the XVIII Corpo d'Armata and the XXXI Corpo d'Armata.\nThe Corps was finally  dissolved on 11 September in Santa Maria Capua Vetere as a result of the events determined by the armistice.;;;;;;;;;;;;;x
EVTNAME33433;Formation of the XXII Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33433;XXII Corpo d'Armata Corpo was created on September 15th, 1939 in Tobruk and before the outbreak of hostilities with the Allies assumed the command of the 4a Divisione CC.NN. "3 Gennaio" and the newly formed 64a Divisione "Catanzaro". Encircled and unable to be resupplied, XXII Corpo d'Armata was detroyed in the battle for Tobruk (January 1941).\nIt was then reconstitued in Veneto in 1942. On November 11th, following the Anglo-American landing in French North Africa, the XXII Army Corps overtook the Italian-French armistice line, with the "Taro" Division alone, and established itself in Nice. Later he extended his jurisdiction over a large part of Provence, framing the "Piave" and "Lupi di Toscana" Divisions there. Its successive commanders were generals Umberto Somma, Enrico Pitassi-Manella, Federico Ferrari Orsi and Alfonso Ollearo.;;;;;;;;;;;;;x
EVTNAME33434;Formation of the XXIII Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33434;XXIII Corpo d'Armata was created in Homs on October 15th, 1939 to command the two first fascist militia divisions:\n§R- 1a Divisione CC.NN. "23 Marzo" \n- 2a Divisione CC.NN. "28 Ottobre" \n§BThe Corps, commanded by general Annibale Bergonzoli, was initially put in defense of the  Libyan-Tunisian frontier before being transfered to the Egyptian border, in the Bardia area. After a quick offensive in Egyptian territory, the Corps was wisdrawn to defend Sollum and then Bardia, were it was annihilated in January 1941. The corps was recretaed in 1942 in Trieste to assume defensive tasks.;;;;;;;;;;;;;x
EVTNAME33435;Formation of the XXIV Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33435;XXIV Corpo d'Armata was reconstituted on March 1st, 1943 in Udine by the transformation of the Alpine Army Corps returning from Russia. In June 1943, it was assigned to the Udine area. Under command of general Licurgo Zannini, it organized the defense of the territory and performs, especially in the upper Val Natisone and Judrio, an intense anti-guerrilla activity against the irredentist rebels and the infiltration of slavic partisans. It was dissolved on 11 September as a result of the events determined by the armistice. Units under the command of the XXIV Corpo d'Armata:\n§R- 3a Divisione Alpina "Julia"\n- 52a Divisione Fanteria Autotrasportabile "Torino"\n- Brigata Alpina di Marcia\n- Troops of the XI "Guardia alla Frontiera" sector.§B;;;;;;;;;;;;;x
EVTNAME33436;Formation of the XXV Corpo d'Armata "Ciamuria".;;;;;;;;;;;;;x
EVTDESC33436;XXV Corpo d'Armata was created on October 24th, 1940 in Albania and was attached to 11a Armata. Thought to fight in the albanian and greek mountains, various alpine and artillery brigades and battalions were assigned as support.\nThis corps, under leadership of general Carlo Rossi had command of various other units in 1940-1941 during the conquest of the Balkans. In 1942-1943, the corps was assigned to 9a Armata and tasked with occupation and anti-partisan duties. Its commanders were, after, Rossi, generals Giovanni Vecchi and Umberto Mondino.\nInitially, only three divisions were under its command:\n§R- 23a Divisione Fanteria "Ferrara" \n- 51a Divisione Fanteria "Siena" \n- 131a Divisione Corazzata "Centauro"§B;;;;;;;;;;;;;x
EVTNAME33437;Formation of the Corpo d'Armata Speciale.;;;;;;;;;;;;;x
EVTDESC33437;Formed in Padova in November 1940 by transformation of the former "Corpo d'Armata Celere", Corpo d'Armata Speciale was placed under command of general Giovanni Messe. It arrived in Albania in late december 1940 and was attached to the 11a Armata.\nCorpo d'Armata Speciale was disbanded in 1941 to form the "Corpo di Spedizione Italiano in Russia" (C.S.I.R.).\nThis corps was in charge of three units:\n§R- 6a Divisione Fanteria "Cuneo"\n- 33a Divisione Fanteria "Acqui"\n - Divisione Alpina Speciale, an ad hoc unit based on elements of the 101a Divisione Motorizzata "Trieste"§B;;;;;;;;;;;;;x
EVTNAME33438;Formation of the XXX Corpo d'Armata.;;;;;;;;;;;;;x
EVTDESC33438;Constitution of the XXX Corpo d'Armata started on November 15th, 1940 with the transformation of the "Corpo Armale Celere" into a Special Army Corps Command. It was destined in Albania assuming the command of the coastal sector on the front of the 11a Armata, on the Greek-Albanian border. Various units in transit were affected temporarily under its command:  "Siena", "Acqui", "Trieste" "Cuneo", "Ferrara", "Centauro", "Brennero" and "Lupi di Toscana".\nFrom October 1st, 1941, the XXX Corpo d'Armata is transfered to the 7a Armata; in Campania. It took over the 1a Divisione Fanteria "Superga" and oversees the defense of the port of Naples and the coastal areas of Villa Literno, Salerno, Battipaglia and Sapri.\nIn 1943 the XXX Corpo d'Armata was transfered to Sassari and assigned to the defense of Sardegna.;;;;;;;;;;;;;x
EVTNAME33439;Formation of the XXXI Corpo d'Armata.;;;;;;;;;;;;;x
