# Unit Names;;;;;;;;;;;;;;x
super_heavy_armor_brigade;SH Armor ;;;;;;;;;;;;;x
super_heavy_battleship;SH Battleship;;;;;;;;;;;;;x
tactical_bomber;Medium Bomber;;;;;;;;;;;;;x
tank_destroyer_brigade;Tank Destroyer ;;;;;;;;;;;;;x
transport_ship;Passenger Ship;;;;;;;;;;;;;;
strategic_bomber;Heavy Bomber;;;;;;;;;;;;;x
sp_artillery_brigade;SP Artillery ;;;;;;;;;;;;;x
transport_plane;Transport Plane;;;;;;;;;;;;;x
marine_brigade;Marine ;;;;;;;;;;;;;x
marine_brigade_short;Mar;;;;;;;;;;;;;x
infantry_brigade_short;Inf;;;;;;;;;;;;;x
infantry_bat_short;Inf-Btl;;;;;;;;;;;;;x
artillery_brigade_short;Art;;;;;;;;;;;;;x
battleship_short;BB;;;;;;;;;;;;;x
armored_car_brigade_short;AC;;;;;;;;;;;;;x
anti_tank_brigade_short;AT;;;;;;;;;;;;;x
flying_bomb_short;V1;;;;;;;;;;;;;x
armor_brigade_short;Arm;;;;;;;;;;;;;x
anti_air_brigade_short;AA;;;;;;;;;;;;;x
bergsjaeger_brigade_short;Mtn;;;;;;;;;;;;;x
carrier_short;CV;;;;;;;;;;;;;x
cag_short;CAG;;;;;;;;;;;;;x
cas_short;CAS;;;;;;;;;;;;;x
destroyer_short;Convoy Escort;;;;;;;;;;;;;x
destroyer_actual_short;DD;;;;;;;;;;;;;x
escort_carrier_short;CVE;;;;;;;;;;;;;x
light_carrier_short;CVL;;;;;;;;;;;;;x
cavalry_brigade_short;Cav;;;;;;;;;;;;;x
engineer_brigade_short;Eng;;;;;;;;;;;;;x
airborne_engineer_bat_short;AEn;;;;;;;;;;;;;x
battlecruiser_short;BC;;;;;;;;;;;;;x
flying_rocket_short;V2;;;;;;;;;;;;;x
hq_brigade_short;HQ;;;;;;;;;;;;;x
heavy_cruiser_short;CA;;;;;;;;;;;;;x
light_armor_brigade_short;L Arm;;;;;;;;;;;;;x
light_armor_recon_short;LArm Rec;;;;;;;;;;;;;x
ss_light_armor_recon_short;LArm Rec;;;;;;;;;;;;;x
mechanized_brigade_short;Mec;;;;;;;;;;;;;x
motorized_brigade_short;Mot;;;;;;;;;;;;;x
militia_brigade_short;Mil;;;;;;;;;;;;;x
multi_role_short;Ftr;;;;;;;;;;;;;x
light_cruiser_short;CL;;;;;;;;;;;;;x
command_cruiser;Command Cruiser;;;;;;;;;;;;;x
command_cruiser_short;CC;;;;;;;;;;;;;x
interceptor_short;Int F;;;;;;;;;;;;;x
heavy_armor_brigade_short;H Arm;;;;;;;;;;;;;x
garrison_brigade_short;Gar;;;;;;;;;;;;;x
naval_bomber_short;Nav;;;;;;;;;;;;;x
nuclear_submarine_short;NS;;;;;;;;;;;;;x
police_brigade_short;Pol;;;;;;;;;;;;;x
paratrooper_brigade_short;Par;;;;;;;;;;;;;x
GER_paratrooper_brigade_short;FJ;;;;;;;;;;;;;x
rocket_artillery_brigade_short;R Art;;;;;;;;;;;;;x
sp_rct_artillery_brigade_short;SP R Art;;;;;;;;;;;;;x
submarine_short;Sub;;;;;;;;;;;;;x
super_heavy_armor_brigade_short;SH Arm;;;;;;;;;;;;;x
super_heavy_battleship_short;SH BB;;;;;;;;;;;;;x
tactical_bomber_short;Med-Bomber;;;;;;;;;;;;;x
tank_destroyer_brigade_short;TD;;;;;;;;;;;;;x
transport_ship_short;P-Liner;;;;;;;;;;;;;x
liberty_ship_short;LIB;;;;;;;;;;;;;x
empire_ship_short;EMP;;;;;;;;;;;;;x
park_ship_short;PRK;;;;;;;;;;;;;x
strategic_bomber_short;Hv-Bomber;;;;;;;;;;;;;x
sp_artillery_brigade_short;SP Art;;;;;;;;;;;;;x
transport_plane_short;Tra;;;;;;;;;;;;;x
partisan_brigade;Partisan;;;;;;;;;;;;;x
partisan_brigade_short;Pts;;;;;;;;;;;;;x
# Naming Conventions;;;;;;;;;;;;;;x
REGIMENT_NAME;$NUM$$ORDER$ $TYPE$ Regiment;;;;;;;;;;;;;x
SUBUNIT_NAME;$NUM$$ORDER$ $TYPE$;;;;;;;;;;;;;x
ARMY_NAME;$NUM$$ORDER$ Army;;;;;;;;;;;;;x
ARMYGROUP_NAME;$NUM$$ORDER$ Army Group;;;;;;;;;;;;;x
THEATRE_NAME;$NUM$$ORDER$ Theatre;;;;;;;;;;;;;x
CORPS_NAME;$NUM$$ORDER$ Corps;;;;;;;;;;;;;x
DIVISION_NAME;$NUM$$ORDER$ $TYPE$ Division;;;;;;;;;;;;;x
NAVY_NAME;$NUM$$ORDER$ $TYPE$ Navy;;;;;;;;;;;;;x
AIR_NAME;$NUM$$ORDER$ $TYPE$ Air wing;;;;;;;;;;;;;x
ST;st;;;;;;;;;;;;;x
ND;nd;;;;;;;;;;;;;x
TH;th;;;;;;;;;;;;;x
RD;rd;;;;;;;;;;;;;x
# Combat;;;;;;;;;;;;;;x
BATTLE_ATTACKMOD;Attack Modifier;;;;;;;;;;;;;x
BATTLE_DEFENDMOD;Defend Modifier;;;;;;;;;;;;;x
BM_DISSENT;Dissent;;;;;;;;;;;;;x
BM_LEADER_BONUS;Leader Skill;;;;;;;;;;;;;x
BM_DIFFICULTY;Difficulty;;;;;;;;;;;;;x
BM_ENCIRCLEMENT_PENALTY;Encirclement Penalty;;;;;;;;;;;;;x
BM_ENVELOPMENT_PENALTY;Envelopment Penalty;;;;;;;;;;;;;x
BM_DIVISION_PENALTY;Stacking Penalty;;;;;;;;;;;;;x
BM_EXPERIENCE;Combat Experience;;;;;;;;;;;;;x
BM_MISSION_EFFICIENCY;Mission Efficiency;;;;;;;;;;;;;x
BM_DUGIN_MODIFIER;Dig-In;;;;;;;;;;;;;x
BM_AMPH_PENALTY;Amphibious Penalty;;;;;;;;;;;;;x
BM_FORT_MODIFIER;Fort Modifier;;;;;;;;;;;;;x
BM_HQ_NEARBY;Nearby HQ;;;;;;;;;;;;;x
BM_PARATROOP_PENALTY;Paradrop Penalty;;;;;;;;;;;;;x
BM_RIVER_PENALTY;River crossing Penalty;;;;;;;;;;;;;x
BM_SHORE_BOMBARD;Shore bombardment;;;;;;;;;;;;;x
BM_LACK_OF_SUPPLIES;Lack of Supplies;;;;;;;;;;;;;x
BM_MULTIPLE;Multiple Combat Penalty;;;;;;;;;;;;;x
BM_COMBINED_ARMS;Combined Arms;;;;;;;;;;;;;x
BM_BASE_PROXIMITY;Base Proximity;;;;;;;;;;;;;x
BM_RADAR_STATION;Radar Station;;;;;;;;;;;;;x
BM_INTERCEPT;Intercept;;;;;;;;;;;;;x
BM_AIRCOMBAT;Air Combat;;;;;;;;;;;;;x
BM_TERRAIN;Terrain;;;;;;;;;;;;;x
BM_WEATHER;Weather;;;;;;;;;;;;;x
BM_NIGHT_MODIFIER;Night Modifier;;;;;;;;;;;;;x
BM_SURPRISE_PENALTY;Surprise Penalty;;;;;;;;;;;;;x
BM_TERRITORIAL_PRIDE;Territorial Pride;;;;;;;;;;;;;x
BM_RADIO;Radio;;;;;;;;;;;;;x
BM_DISSENT_desc;Due to a shortage of consumer goods on the home front, the troops are worried about their families and loved ones. This is reducing their effectiveness in combat. ;;;;;;;;;;;;;x
BM_LEADER_BONUS_desc;The leader of these units is using his skills to good effect. ;;;;;;;;;;;;;x
BM_DIFFICULTY_desc;Our choice of difficulty level is affecting combat.;;;;;;;;;;;;;x
BM_ENCIRCLEMENT_PENALTY_desc;Units that are encircled fight at a reduced efficiency. ;;;;;;;;;;;;;x
BM_ENVELOPMENT_PENALTY_desc;Due to attacks coming from multiple directions, these units are fighting at reduced efficiency.;;;;;;;;;;;;;x
BM_DIVISION_PENALTY_desc;Each brigade committed into combat demands increasing staff work to coordinate properly. As more brigades are committed, the overall efficiency of the forces drops.;;;;;;;;;;;;;x
BM_EXPERIENCE_desc;The more experienced a brigade is, the better it will perform in combat.;;;;;;;;;;;;;x
BM_MISSION_EFFICIENCY_desc;Doctrine research gives bonuses to certain missions, allowing the units to perform better. ;;;;;;;;;;;;;x
BM_DUGIN_MODIFIER_desc;Units will use time not moving and fighting to dig in. Dug-in units defend better due to their better defensive positions.;;;;;;;;;;;;;x
BM_AMPH_PENALTY_desc;When attempting an amphibious assault, the attacking units fight at a reduced rate. This is due to the limited number of possible landing sites, which allow the defender to focus his efforts there.;;;;;;;;;;;;;x
BM_FORT_MODIFIER_desc;Prepared fortifications give the defenders excellent cover, meaning the attacker fights at reduced efficiency. ;;;;;;;;;;;;;x
BM_HQ_NEARBY_desc;Nearby Headquarters take some of the command burden off your generals, allowing them to focus on the battle and leading to greater combat efficiency. ;;;;;;;;;;;;;x
BM_PARATROOP_PENALTY_desc;Dropping units by parachute is a very risky business. Inevitably parts of the unit will be dispersed over a wide area, leading to reduced combat performance. ;;;;;;;;;;;;;x
BM_RIVER_PENALTY_desc;Rivers make excellent defensive positions due to the difficulty of crossing them. This terrain favours the defence. ;;;;;;;;;;;;;x
BM_SHORE_BOMBARD_desc;The supporting big guns of the adjacent battle fleet are making things a little uncomfortable for the opposition. ;;;;;;;;;;;;;x
BM_LACK_OF_SUPPLIES_desc;With insufficient supplies reaching the units they are having to be careful in their use of things like ammunition. This is reducing their effectiveness. ;;;;;;;;;;;;;x
BM_MULTIPLE_desc;Units that are simultaneously attacking and defending find it a bit difficult to do both. ;;;;;;;;;;;;;x
BM_COMBINED_ARMS_desc;A division with a blend of hard units (like armour) and soft units performs much better than other divisions. ;;;;;;;;;;;;;x
BM_BASE_PROXIMITY_desc;An air unit operating in close proximity to its base will be carrying more fuel and ammunition, allowing it greater effectiveness in combat. ;;;;;;;;;;;;;x
BM_RADAR_STATION_desc;Nearby radar stations can provide information on enemy air units, improving efficiency in air combat. ;;;;;;;;;;;;;x
BM_INTERCEPT_desc;Fighter units dedicated to air superiority or intercept missions receive bonuses in air-to-air combat. ;;;;;;;;;;;;;x
BM_AIRCOMBAT_desc;Enemy fighter units are impeding this unit’s ability to bomb, reducing its overall effectiveness. ;;;;;;;;;;;;;x
BM_TERRAIN_desc;The terrain in this province is affecting the combat;;;;;;;;;;;;;x
BM_WEATHER_desc;The weather in this province is affecting the combat.;;;;;;;;;;;;;x
BM_NIGHT_MODIFIER_desc;Fighting at night is very disorienting to troops. Problems recognising friendly troops and just finding their way around reduce combat efficiency;;;;;;;;;;;;;x
BM_SURPRISE_PENALTY_desc;Units caught by surprise do not defend as well, due to their lack of preparation. ;;;;;;;;;;;;;x
BM_TERRITORIAL_PRIDE_desc;Units fighting for land they believe is theirs fight much harder for it. ;;;;;;;;;;;;;x
BM_RADIO_desc;Superior radio communications allows greater coordination amongst the various s of the brigade, improving their overall efficiency in combat.;;;;;;;;;;;;;x
BATTLE_REINFORCE_CHANCE;Reinforcement Chance;;;;;;;;;;;;;x
CURR_COMB_STR;Current Strength at ;;;;;;;;;;;;;x
CURR_COMB_ORG;Organisation at ;;;;;;;;;;;;;x
COMMITED_LABEL;§Y$COUNT$§W units, §Y$WIDTH$§W width.;;;;;;;;;;;;;x
RESERVES_LABEL;§Y$COUNT$§W units in reserve.;;;;;;;;;;;;;x
SHIPS_LABEL;ships;;;;;;;;;;;;;x
PLANES_LABEL;air wings;;;;;;;;;;;;;x
NO_LEADER_FOR_THIS_1;This division lacks a leader.;;;;;;;;;;;;;x
NO_LEADER_FOR_THIS_2;A single brigade cannot have a general to command it in battle.;;;;;;;;;;;;;x
LEADER_COMMAND_INFO;Led by §Y$NAME$§W (Skill: §Y$SKILL$§W)\n;;;;;;;;;;;;;x
BOMB_PROD_OFF;Production of;;;;;;;;;;;;;x
BOMB_POOL_OFF;Stockpiles of;;;;;;;;;;;;;x
# Combat Events;;;;;;;;;;;;;;x
nullCombatEvent;No Event;;;;;;;;;;;;;x
assault;Assault;;;;;;;;;;;;;x
encirclement;Encirclement;;;;;;;;;;;;;x
delay;Delay;;;;;;;;;;;;;x
shock;Shock;;;;;;;;;;;;;x
counterattack;Counterattack;;;;;;;;;;;;;x
tactical_withdrawal;Tactical Withdrawal;;;;;;;;;;;;;x
breakthrough;Breakthrough;;;;;;;;;;;;;x
ambush;Ambush;;;;;;;;;;;;;x
COMEV_COMBATWIDTH;Width of Front;;;;;;;;;;;;;x
COMEV_ATTACKER;Attacker Combat Bonus;;;;;;;;;;;;;x
COMEV_DEFENDER;Defender Combat Bonus;;;;;;;;;;;;;x
COMEV_MOVEMENTSPEED;Attacker Speed;;;;;;;;;;;;;x
# Trait Abilities;;;;;;;;;;;;;;x
TRAIT_XP_GAIN;Experience Gain;;;;;;;;;;;;;x
TRAIT_SURPRISE_CHANCE;Surprise Chance;;;;;;;;;;;;;x
TRAIT_SUPPLY_CONSUMPTION;Supply Consumption;;;;;;;;;;;;;x
TRAIT_DEFENCE_MODIFIER;Defence;;;;;;;;;;;;;x
TRAIT_OFFENCE_MODIFIER;Offence;;;;;;;;;;;;;x
TRAIT_COMBAT_MOVE_SPEED;Combat Movement Speed;;;;;;;;;;;;;x
TRAIT_WINTER_ATTRITION;Winter Attrition;;;;;;;;;;;;;x
TRAIT_RIVER_ATTACK;River Attack;;;;;;;;;;;;;x
TRAIT_FORT_ATTACK;Fort Attack;;;;;;;;;;;;;x
TRAIT_COMBINED_ARMS_BONUS;Combined Arms;;;;;;;;;;;;;x
TRAIT_OUT_OF_SUPPLY_MODIFIER;Out of Supply Bonus;;;;;;;;;;;;;x
TRAIT_SUBMARINE_ATTACK;Submarine Attack;;;;;;;;;;;;;x
TRAIT_DISENGAGE_TIMER;Disengage Timer;;;;;;;;;;;;;x
TRAIT_SPREAD_OUT;Fleet Concentration;;;;;;;;;;;;;x
TRAIT_SPOTTING_CHANCE;Spotting Chance;;;;;;;;;;;;;x
TRAIT_DEFENDER_SOFTNESS;Target Softness;;;;;;;;;;;;;x
TRAIT_STRATEGIC_ATTACK;Strategic Attack;;;;;;;;;;;;;x
TRAIT_NAVAL_ATTACK;Naval Attack;;;;;;;;;;;;;x
TRAIT_NIGHT_ATTACK;Night Attack;;;;;;;;;;;;;x
TRAIT_TACTICAL_ATTACK;Tactical Attack;;;;;;;;;;;;;x
TRAIT_DISSENT_IMPACT;Dissent Impact Reduction;;;;;;;;;;;;;x
TRAIT_ENCIRCLEMENT_BONUS;Encirclement Bonus;;;;;;;;;;;;;x
TRAIT_ENVELOPMENT_BONUS;Envelopment Bonus;;;;;;;;;;;;;x
TRAIT_EXPERIENCE_BONUS;Experience Bonus;;;;;;;;;;;;;x
TRAIT_FORT_DEFENCE;Fort Defence;;;;;;;;;;;;;x
TRAIT_AMPH_ATTACK;Amphibious Attack;;;;;;;;;;;;;x
TRAIT_DIGIN_BONUS;Dig-In Bonus;;;;;;;;;;;;;x
EXPED_OWNER;Expeditionary force from §Y$COUNTRY$§W;;;;;;;;;;;;;x
EXPED_EXPIRE;Expeditionary force returned to owner on §R$DATE$§W;;;;;;;;;;;;;x
# Templates;;;;;;;;;;;;;;x
ENG_infantry;Infantry;;;;;;;;;;;;;x
ENG_motorized;Motor;;;;;;;;;;;;;x
ENG_armoured_1936;Armoured 1936;;;;;;;;;;;;;x
ENG_armoured_1940;Armoured 1940;;;;;;;;;;;;;x
ENG_armoured_me;Armoured ME;;;;;;;;;;;;;x
ENG_airborne;Airborne;;;;;;;;;;;;;x
FRA_infantry;Infanterie;;;;;;;;;;;;;x
FRA_cavalry;Cavalerie;;;;;;;;;;;;;x
FRA_motorized;Inf. Motorisée;;;;;;;;;;;;;x
FRA_light_mechanised;DLM;;;;;;;;;;;;;x
FRA_reserve_tank;DCR;;;;;;;;;;;;;x
FRA_alpine;Inf. Alpine;;;;;;;;;;;;;x
FRA_heavy_garrison;Forteresse;;;;;;;;;;;;;;x
ITA_infantry;Infantry;;;;;;;;;;;;;x
ITA_allpina;Alpina;;;;;;;;;;;;;x
ITA_celere;Celere;;;;;;;;;;;;;x
ITA_motorised;Motorised;;;;;;;;;;;;;x
ITA_armour;Armoured;;;;;;;;;;;;;x
ITA_trukmovable;Truck Movable;;;;;;;;;;;;;x
ITA_ccnn;CCNN;;;;;;;;;;;;;x
ITA_allpina_russian;Alpina East Front;;;;;;;;;;;;;x
ITA_motorised_1942;Motorised 1942;;;;;;;;;;;;;x
ITA_armour_1942;Armoured 1942;;;;;;;;;;;;;x
JAP_mixed_brigade;Mixed Brigade;;;;;;;;;;;;;x
JAP_square;Infantry Division;;;;;;;;;;;;;x
JAP_security_division;Security Division;;;;;;;;;;;;;x
JAP_cavalry;Cavalry Brigade;;;;;;;;;;;;;x
JAP_armor;Armored Division;;;;;;;;;;;;;x
JAP_motorised;Motorised Division;;;;;;;;;;;;;x
JAP_border_guards;Border Guards;;;;;;;;;;;;;x
JAP_snlf;SNLF;;;;;;;;;;;;;x
JAP_airborne;Parachute;;;;;;;;;;;;;x
JAP_kempeitai;Military Police;;;;;;;;;;;;x
SOV_rifle;Rifle;;;;;;;;;;;;;x
SOV_motorized;Motor Rifle;;;;;;;;;;;;;x
SOV_armoured;Tank;;;;;;;;;;;;;x
SOV_guards_armoured;Guards Tank;;;;;;;;;;;;;x
SOV_cavalry;Cavalry;;;;;;;;;;;;;x
SOV_mountain;Mountain;;;;;;;;;;;;;x
SOV_mechanised;Mechanised;;;;;;;;;;;;;x
SOV_NKVD;NKVD;;;;;;;;;;;;x
binary_infantry;Infantry;;;;;;;;;;;;;x
binary_milita;Militia;;;;;;;;;;;;;x
binary_armoured;Armoured;;;;;;;;;;;;;x
binary_cavalry;Cavalry;;;;;;;;;;;;;x
generic_infantry;Infantry;;;;;;;;;;;;;x
generic_milita;Militia;;;;;;;;;;;;;x
generic_armoured;Armoured;;;;;;;;;;;;;x
generic_cavalry;Cavalry;;;;;;;;;;;;;x
generic_bergsjaeger;Mountain Division;;;;;;;;;;;;;x
generic_garrison;Garrison;;;;;;;;;;;;;x
training_target;Training Target;;;;;;;;;;;;;x
training_target_short;Training Target;;;;;;;;;;;;;x
#EOF#;;;;;;;;;;;x
