January;January;Janvier;Januar;Styczeñ;Enero;Gennaio;Január;Leden;;;;;;x
July;July;Juillet;Juli;Lipiec;Julio;Luglio;Július;Èervenec;;;;;;x
June;June;Juin;Juni;Czerwiec;Junio;Giugno;Június;Èerven;;;;;;x
March;March;Mars;März;Marzec;Marzo;Marzo;Március;Bøezen;;;;;;x
May;May;Mai;Mai;Maj;Mayo;Maggio;Május;Kvìten;;;;;;x
Monday;Monday;Lundi;Montag;Pn;Lunes;Lunedì;Hétfõ;Pondìlí;;;;;;x
November;November;Novembre;November;Listopad;Noviembre;Novembre;November;Listopad;;;;;;x
October;October;Octobre;Oktober;PaŸdziernik;Octubre;Ottobre;Október;Øíjen;;;;;;x
Saturday;Saturday;Samedi;Samstag;So;Sábado;Sabato;Szombat;Sobota;;;;;;x
September;September;Septembre;September;Wrzesieñ;Septiembre;Settembre;September;Záøí;;;;;;x
Sunday;Sunday;Dimanche;Sonntag;Nd;Domingo;Domenica;Vasárnap;Nedìle;;;;;;x
Thursday;Thursday;Jeudi;Donnerstag;Cz;Jueves;Giovedì;Csütörtök;Ètvrtek;;;;;;x
Tuesday;Tuesday;Mardi;Dienstag;Wt;Martes;Martedì;Kedd;Úterý;;;;;;x
Wednesday;Wednesday;Mercredi;Mittwoch;Œr;Miércoles;Mercoledì;Szerda;Støeda;;;;;;x
GAIN;Gain;Gain;Erhalten;Zyskujesz;Ganancia;+;Nyereség;Zisk;;;;;;x
LOSE;Lose;Perte;Verlieren;Tracisz;Pérdida;-;Veszteség;Ztráta;;;;;;x
SM_COUNTERS;Use Counters;Utiliser les pions;NATO Symbole verwenden;;Usar fichas;;;;;;;;;x
NO_COMMANDER;(No Commander);(Aucun commandant);(Kein Befehlshaber);(Brak dowódcy);(Sin comandante);(senza comandante);(Nincs parancsnok);(Bez velitele);;;;;;x
MORALE;Morale;Moral;Moral;Morale;Moral;Morale;Morál;Morálka;;;;;;x
Owned by $owner$, but currently occupied by $control$;Owned by $owner$, but currently occupied by $control$;Propiété de $owner$, mais actuellement sous occupation de $control$;Eigentum von $owner$, aber momentan von $control$ besetzt;Nale¿y do $owner$, ale aktualnie jest okupowana przez $control$.;Owned by $owner$, but currently occupied by $control$;Posseduto da: $owner$, ma attualmente occupato da: $control$;$owner$ tulajdona, de jelenleg $control$ birtokolja;Náleží $owner$, v souèasnosti okupováno $control$;;;;;;x
Owned by $owner$.;Owned by $owner$.;Propiété de $owner$.;Eigentum von $owner$;Nale¿y do $owner$.;Owned by $owner$.;Posseduto da: $owner$.;$owner$ a tulajdonosa.;Náleží $owner$.;;;;;;x
CATEGORY;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;($TYPE$)\n;;;;;;x
ATTRITION_WEIGHT;Unit weight is §Y$VALUE$§W;Le poids de l'unité est de §Y$VALUE$§W;Das Einheitengewicht beträgt §Y$VALUE$§W;Ciê¿ar jednostki wynosi: §Y$VALUE$§W;El peso de la unidad es §Y$VALUE$§W;Il peso delle unità è §Y$VALUE$§W;Az egység súlya: §Y$VALUE$§W;Hmotnost jednotky je §Y$VALUE$§W;;;;;;x
ATTRITION_MAX;Maximum of §Y$VALUE$§W percent in this location.;Un maximum de §Y$VALUE$§W pour cent à cet endroit.;Maximal §Y$VALUE$§W Prozent an diesem Ort.;Maksymalnie §Y$VALUE$§W procent w tym miejscu.;Máximo de §Y$VALUE$§W por ciento en esta ubicación.;Un massimo del §Y$VALUE$§W percento in questa posizione.;Maximum §Y$VALUE$§W százalék lehet ezen a helyen.;Maximum z §Y$VALUE$§W procent na této lokaci.;;;;;;x
NO_LEADER;§W(no leader)§W;(aucun leader);(kein Anführer);(brak dowódcy);(Sin líder);(nessun condottiero);(nincs vezetõ);(bez velitele);;;;;;x
CV_RULEDBY;Ruled by $NAME$;gouverné par $NAME$;Regiert von $NAME$;rz¹dzona przez $NAME$;gobernado por $NAME$;governato da $NAME$;Az uralkodója: $NAME$;pod vládou $NAME$;;;;;;x
AND;and ;et ;und ;i ;y ;e ; és ;a;;;;;;x
OR;or;ou;oder;lub;o;o; vagy ;nebo;;;;;;x
BUILD_COST;Build Cost;Coût de construction;Baukosten;Koszt budowy;Coste de construcción;Costi di costruzione;Építési költség;Náklady na výstavbu;;;;;;x
LOCAL_REVOLT_RISK;Local Revolt Risk;Risque de révolte locale;Risiko lokaler Revolten;Ryzyko lokalnego buntu;Riesgo de revuelta local;Rischio di rivolta locale;Helyi zendülés kockázata;Riziko lokální revolty;;;;;;x
GLOBAL_REVOLT_RISK;National Revolt Risk;Risque de révolte nationale;Risiko nationaler Revolten;Ryzyko buntu narodowego;Riesgo de revuelta nacional;Rischio di rivolta nazionale;Nemzeti zendülés kockázata;Riziko národní revolty;;;;;;x
MANPOWER;Manpower Increase;Augmentation de la main-d'œuvre;Mannstärke-Anstieg;Wzrost si³y ludzkiej;Aumento de rec. hum.;Incremento del potenziale di reclutamento;Munkaerõ;Vzrùst lidských zdrojù;;;;;;x
LOCAL_MANPOWER;Local Manpower Modifier;Modificateur de la main-d'œuvre locale;Lokaler Mannstärke-Modifikator;Modyfikator lokalnej si³y ludzkiej;Modificador local a los rec. hum.;Modificatore del potenziale di reclutamento locale;Helyi munkaerõ módosító;Modifikátor místních lidských zdrojù;;;;;;x
GLOBAL_MANPOWER;National Manpower Modifier;Modificateur de la main-d'œuvre nationale;Nationaler Mannstärke-Modifikator;Modyfikator ogólnej si³y ludzkiej;Modificador nacional a los rec. hum.;Modificatore del potenziale di reclutamento nazionale;Nemzeti munkaerõ módosító;Modifikátor národních lidských zdrojù;;;;;;x
ATTRITION;Attrition;Attrition;Verlustquote;Zu¿ycie;El desgaste;Logoramento;Elhasználódás;Vyhlazování;;;;;;x
MAX_ATTRITION;Maximum Attrition;Attrition maximale;Maximale Verlustquote;Maksymalne zu¿ycie;Desgaste máximo;Logoramento massimo;Maximális elhasználódás;Maximální vyhlazování;;;;;;x
SUPPLY_LIMIT;Supply Limit;Limite en ravitaillement;Nachschublimit;Limit zapasów;Límite suministros;Limite di fornitura;Készlethatár;Limit dodávek;;;;;;x
WAR_EXHAUSTION;Monthly War Exhaustion;Épuisement de guerre mensuel;Monatliche Kriegsmüdigkeit;Miesiêczne wyczerpanie wojn¹;Agotamiento bélico mensual;Esaurimento di guerra mensile;Háborús kimerültség;Mìsíèní vyèerpání válkou;;;;;;x
MAX_WAR_EXHAUSTION;Maximum War Exhaustion;Épuisement de guerre maximum;Max. Kriegsmüdigkeit;Maksymalne wyczerpanie wojn¹;Agotamiento bélico máximo;Esaurimento di guerra massimo;Maximális háborús kimerültség;Maximální vyèerpání válkou;;;;;;x
FORT_LEVEL;Fort Level;Niveau du fort;Fort-Stufe;Poziom fortyfikacji;Nivel de fortificación;Livello fortezza;Erõd szint;Úroveò opevnìní;;;;;;x
BACK_TO_MAIN;Return to main interface.;Revenir à l'interface principale;Zum Hauptbildschirm zurückkehren..;Powrót do g³ównego interfejsu.;Volver a la interfaz principal.;Tornare all'interfaccia principale.;Vissza a fõ felülethez.;Návrat do hlavní nabídky.;;;;;;x
ALLREADYTHERE;This building is already built.;Ce bâtiment a déjà été construit.;Dieses Gebäude ist schon im Bau.;Ten budynek ju¿ zosta³ zbudowany.;Este edificio ya está construido.;Questo edificio già è stato costruito.;Ez az épület már készen van.;Tato budova už je ve výstabì.;;;;;;x
NOTECH;We must reach level §Y$LVL$§W in §Y$TABLE$§W before building this.;Nous devons atteindre le niveau §Y$LVL$§W de §Y$TABLE$§W avant de pouvoir construire ce bâtiment.;Wir müssen Stufe §Y$LVL$§W in §Y$TABLE$§W erreichen, bevor wir dies bauen können.;Zanim zbudujesz ten obiekt, musisz osi¹gn¹æ poziom technologiczny §Y$LVL$§W w §Y$TABLE$§W.;Tenemos que alcanzar el nivel §Y$LVL$§W en §Y$TABLE$§W antes de construir esto.;Dobbiamo raggiungere il livello §Y$LVL$§W in §Y$TABLE$§W prima di costruire questo edificio.;Csak akkor tudod ezt megépíteni, ha már elérted a §Y$LVL$§W szintet a következõnél: §Y$TABLE$§W .;Než budeme moci zahájit tuto stavbu, musíme dosáhnout úrovnì §Y$LVL$§W v §Y$TABLE$§W;;;;;;x
REQ;You cannot build this without first building;Vous ne pouvez pas construire ceci sans avoir construit le premier bâtiment;Sie können dies nicht bauen ohne vorher;Najpierw trzeba zbudowaæ inny budynek;No puedes construir esto sin construir primero;Non puoi costruire questo senza prima costruire:;Az elsõ épület nélkül ezt nem tudod megépíteni.;Tuto stavbu nelze postavit, aniž byste napøed nevybudovali;;;;;;x
NOTBUILD;This building cannot be built here.;Ce bâtiment ne peut être construit ici.;Dieses Gebäude kann hier nicht gebaut werden.;Tego budynku nie mo¿na tu zbudowaæ.;No puedes construir este edificio aquí.;Non è possibile costruire questo edificio qui.;Ezt az épületet ide nem építheted meg.;Tuto stavbu zde nelze postavit.;;;;;;x
ISBLOCKED;You may not build this if you have already built;Vous ne pouvez pas construire ce bâtiment si vous l'avez déjà construit;Sie können dies nicht bauen, denn Sie bauten schon;Nie mo¿esz zbudowaæ tego budynku, jeœli zbudowa³eœ ju¿;No puedes construir esto si ya has construido;Non puoi costruire questo edificio se hai già costruito;Nem tudod ezt megépíteni, ha már rendelkezel ilyennel.;Tuto stavbu nelze postavit, pokud už jste postavili;;;;;;x
CONFIRMBUILDTITLE;Confirm build.;Confirmer la construction.;Bau bestätigen;PotwierdŸ budowê.;Confirmar construcción.;Confermare la costruzione.;Építés elfogadása.;Potvrdit stavbu.;;;;;;x
CONFIRMBUILDTEXT;Are you sure you wish to build;Êtes-vous certain de vouloir construire ?;Sind Sie sicher mit dem Bau von;Na pewno chcesz zbudowaæ;¿Seguro que quieres construir?;Sei certo di voler costruire:;Biztos vagy benne, hogy építeni szeretnél?;Skuteènì chcete postavit;;;;;;x
ONGOINGBUILD;A construction is currently in progress.;Une construction est actuellement en cours.;Ein Bau ist derzeit im Gange.;Budowa w toku.;Una construcción se encuentra actualmente en progreso.;Una costruzione è attualmente in corso.;Az építmény jelenleg építés alatt áll.;Výstavba probíhá.;;;;;;x
NOT_IN_CAPITAL;$BUILDING$ can only be built in a capital.;$BUILDING$ peut uniquement être construit dans une capitale.;$BUILDING$ kann nur in einer Hauptstadt gebaut werden.;Ten obiekt mo¿na zbudowaæ wy³¹cznie w stolicy.;$BUILDING$ solo puede construirse en una capital.;Può essere costruito solo in una capitale.;Ezt csak egy fõvárosban tudod megépíteni.;$BUILDING$ lze postavit pouze v hlavním mìstì.;;;;;;x
NOT_IN_PORT;$BUILDING$ can only be built in a port.;$BUILDING$ peut uniquement être construit dans un port.;$BUILDING$ kann nur in einem Hafen gebaut werden;Ten obiekt mo¿na zbudowaæ wy³¹cznie w porcie.;$BUILDING$ solo puede construirse en un puerto.;Può essere costruito solo in un porto.;Ezt csak egy kikötõben tudod megépíteni.;$BUILDING$ lze postavit pouze v pøístavu.;;;;;;x
COST;Cost: §Y$AMOUNT$§W Ducats \nBuildtime: §Y$TIME$§W Days;Coût : §Y$AMOUNT$§W Ducats \nDurée de construction : §Y$TIME$§W jours;Kosten: §Y$AMOUNT$§W Dukaten \nBauzeit: §Y$TIME$§W Tage;Koszt: §Y$AMOUNT$§W dukatów \nCzas budowy: §Y$TIME$§W dni;Coste: §Y$AMOUNT$§W Ducados \nTiempo de construcción: §Y$TIME$§W días;Costo: §Y$AMOUNT$§W ducati \nTempo di costruzione: §Y$TIME$§W giorni;Költség: §Y$AMOUNT$§W dukát \n Építési idõ: §Y$TIME$§W nap;Cena: §Y$AMOUNT$§W dukátù \nDélka výstavby: §Y$TIME$§W dnù;;;;;;x
PROVINCE_OCCUPIED;This province is occupied.;Cette province est occupée.;Diese Provinz ist besetzt.;Ta prowincja jest okupowana.;Esta provincia está ocupada.;Questa provincia è occupata.;Ez a tartomány el van foglalva.;Tato provincie je okupována.;;;;;;x
ATWARWITHUS;They are at war with us.;Ils sont en guerre avec nous.;Sie befinden sich im Krieg mit uns.;S¹ z nami w stanie wojny.;Están en guerra con nosotros.;Sono in guerra con noi.;Õk háborúban állnak velünk.;Jsou s námi ve váleèném stavu.;;;;;;x
ALLIEDWITHTHEM;We are allied with them.;Nous sommes alliés à eux.;Wir sind mit ihnen verbündet.;Mamy z nimi sojusz.;Estamos aliados con ellos.;Siamo loro alleati.;Õk a szövetségeseink.;Jsme jejich spojenci.;;;;;;x
WEGUARANTEED;We are guaranteeing their independence.;Nous garantissons leur indépendance.;Wir garantieren ihre Unabhängigkeit.;Gwarantujemy ich niepodleg³oœæ.;Garantizamos su independencia.;Stiamo garantendo la loro indipendenza.;Garantáljuk a függetlenségüket.;Garantujeme jejich nezávislost.;;;;;;x
THEYGUARANTING;They are guaranteeing our independence.;Ils garantissent notre indépendance.;Sie garantieren unsere Unabhängigkeit.;Gwarantuj¹ nasz¹ niepodleg³oœæ.;Garantizan nuestra independencia.;Stanno garantendo la nostra indipendenza.;Garantálják a a függetlenségünket.;Garantují naši nezávislost.;;;;;;x
NEUTRAL;We are neutral towards them.;Nous sommes neutres vis-à-vis d'eux.;Wir sind ihnen gegenüber neutral.;Jesteœmy w stosunku do nich neutralni.;Somos neutrales con ellos.;Siamo neutrali nei loro confronti.;Semlegesek vagyunk az irányukban.;Jsme vùèi nim neutrální.;;;;;;x
RELATION;Current relation: $RELATION$;Relation actuelle : $RELATION$;Momentane Beziehung: $RELATION$;Aktualne stosunki: $RELATION$;Relación actual: $RELATION$;Relazione attuale: $RELATION$;Jelenlegi viszony: $RELATION$;Aktuální vztah: $RELATION$;;;;;;x
SUBJECT;We are a subject country. It is not up to us.;Nous sommes une nation inféodée. Cela n'est pas de notre ressort.;Wir sind ein Vasallenstaat. Das liegt nicht in unserer Hand.;Jesteœmy krajem podleg³ym.;Somos un país vasallo. No nos corresponde.;Siamo un paese suddito. Non dipende da noi.;Mi egy alárendelt ország vagyunk. Ez nem tõlünk függ.;My jsme cílovou zemí. Na nás to není.;;;;;;x
NODIPLOMATS;You have no diplomats to send.;Vous ne disposez pas de diplomates à envoyer.;Sie haben keine Diplomaten, die Sie entsenden können.;Nie dysponujesz ¿adnym dyplomat¹.;No tienes diplomáticos que enviar.;Non hai diplomatici da inviare.;Nincs kiküldve diplomatád.;Nemáte žádné diplomaty, které byste vyslali.;;;;;;x
NO_REBELS;You are always at war with rebels.;Vous êtes toujours en guerre avec les rebelles.;Mit Rebellen befinden Sie sich immer im Krieg.;Zawsze jesteœ w stanie wojny z buntownikami.;Siempre estás en guerra con los rebeldes.;Sei sempre in guerra contro ribelli.;Mindig háborúban állsz a lázadókkal.;S rebely vždy válèíte automaticky.;;;;;;x
CV_NORELATION;We currently have no diplomatic relations with this country.;Nous n'avons pas de relations diplomatiques avec ce pays pour le moment.;Wir haben momentan keine diplomatischen Beziehungen mit diesem Land.;Aktualnie nie mamy kontaktów dyplomatycznych z tym pañstwem.;Actualmente no tenemos relaciones diplomáticas con este país.;Attualmente non abbiamo rapporti diplomatici con questo paese.;Jelenleg nincsen diplomáciai kapcsolatunk ezzel az országgal.;S touto zemí nemáte žádné diplomatické vztahy.;;;;;;x
CV_GOVTTYPE;$COUNTRY$ is a $GOVT$;Le gouvernement de $COUNTRY$ est : $GOVT$;$COUNTRY$ ist $GOVT$;$COUNTRY$ to $GOVT$;$COUNTRY$ es un(a) $GOVT$;$COUNTRY$: $GOVT$;$COUNTRY$ nemzete $GOVT$;$COUNTRY$ je $GOVT$;;;;;;x
BASE;Base:;Base :;Basis:;Baza;Base:;Base:;Alap:;Základna:;;;;;;x
NORMAL_WAR_NAME;$ORDER$$FIRST$-$SECOND$ War;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ háború;$ORDER$$FIRST$-$SECOND$ válka;;;;;;x
AGRESSION_WAR_NAME;$ORDER$War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$ $FIRST$ ;$ORDER$Guerra de $FIRST$ agresión;$ORDER$ Guerra di aggressione $FIRST$;$ORDER$War of $FIRST$ agresszió;$ORDER$ válka - $FIRST$ agrese;;;;;;x
COUNTRY_MORALE_TECH;From technology:;À partir de la technologie :;Von Technologie:;Z technologii:;De ltecnología:;Da tecnologia:;Technológiából:;Z technologie:;;;;;;x
DAYS;Days;Jours;Tage;Dni;Días;Giorni;Nap;Dny;;;;;;x
NOMONEY;You don't have enough money.;Vous ne disposez pas de suffisamment d'argent.;Sie haben nicht genug Geld.;Nie masz wystarczaj¹cej iloœci pieniêdzy.;No tienes dinero suficiente;Non hai denaro a sufficienza.;Nincs elég pénzed.;Nemáte dost penìz.;;;;;;x
VASSALPROV;They will receive the following provinces:;Les provinces suivantes leur seront octroyées :;Sie erhalten die folgenden Provinzen:;Otrzymaj¹ nastêpuj¹ce prowincje:;Recibirán las siguientes provincias:;Riceveranno le seguenti province:;Meg fogják szerezni a következõ tartományokat:;Obdrží následující provincie:;;;;;;x
COREINFO;$COUNTRY$ considers this to be one of her core provinces. ;$COUNTRY$ considère cette province comme étant l'une de ses provinces principales. ;$COUNTRY$ betrachtet diese Provinz als Kernprovinzen ihrer Nation.;Pañstwo $COUNTRY$ uwa¿a, ¿e jest to jedna z jego prowincji narodowych.;$COUNTRY$ considera que esta es una de sus principales provincias. ;$COUNTRY$ considera la presente una sua provincia nazionale.;$COUNTRY$ ezt az egyik központi tartományának tartja.;$COUNTRY$ tuto provincii pokládá za jednu ze svých hlavních.;;;;;;x
overseas;No land connection to capital;Aucune liaison terrestre vers la capitale;Übersee;Zamorska;Sin conexión terrestre con la capital;Oltremare;Tengerentúl;Bez pozemního spojení s hlavním mìstem;;;;;;x
coastal;Coastal;Côtière;Küste;Z dostêpem do morza;Costero;Costiero;Tengerparti;Pobøeží;;;;;;x
non_coastal;Non Coastal;Non côtière;Binnenland;Brak dostêpu do morza;No costero;Non costiero;Nem tengerparti;Vnitrozemí;;;;;;x
coastal_sea;Coastal Sea;Mer littorale;Küstensee;Morze przybrze¿ne;Zona costera;Mare costiero;Tengerparti;Moøe u pobøeží;;;;;;x
tropical;Tropical;Tropical;Tropisch;Tropikalna;Tropical;Tropicale;Trópusi;Tropy;;;;;;x
sea_zone;Sea Zone;Zone maritime;Seezone;Obszar morski;Zona marítima;Zona marittima;Tengeri;Pøímoøská zóna;;;;;;x
land_province;Land Province;Province terrestre;Landprovinz;Prowincja l¹dowa;Provincia;Provincia terrestre;Szárazföldi;Suchozemská provincie;;;;;;x
out_of_supply;Out of Supply;Pénurie de ravitaillement;Kein Nachschub mehr;Brak zapasów;Sin sums.;Scorte esaurite;Elfogyott a felszerelés;Zásoby došly;;;;;;x
blockaded;Blockaded;Sous blocus;Blockade;Poddana blokadzie;Bloqueado;Bloccato;Blokád alatt;Pod blokádou;;;;;;x
no_adjacent_controlled;No Adjacent Controlled;Aucune zone adjacente contrôlée;Keine Kontrolle über Nachbarprovinzen;Brak kontroli nad s¹siednimi prowincjami;Sin control adyacente;Nessuna zona adiacente controllata;Nincs birtokolt szomszéd;Sousední oblast není kontrolována;;;;;;x
provincial_tax_income;Provincial Tax Income;Revenu d'impôt provincial;Steuereinnahmen der Provinz;Przychód z podatków w prowincji;Ingresos por impuestos provinciales;Entrate per tasse provinciali;Tartományi adóbevétel;Provinèní výnos z daní;;;;;;x
city_population;City Population;Population de la ville;Stadtbevölkerung;Ludnoœæ miasta;Población de la ciudad;Popolazione cittadina;Város lakossága;Mìstská populace;;;;;;x
core;Core;Province centrale;Heimatprovinz;Prowincja narodowa;Núcleo;Provincia nazionale;Mag;Støed;;;;;;x
occupied;Occupied;Occupée;Besetzt;Okupowana;Ocupado;Occupato;Elfoglalt;Okupováno;;;;;;x
revolt_risk;Revolt Risk;Risque de révolte;Revoltenrisiko;Ryzyko buntu;Riesgo levant.;Rischio di rivolta;Lázadás esélye;Riziko revolty;;;;;;x
nationalism;Nationalism;Nationalisme;Nationalismus;Nacjonalizm;Nacionalismo;Nazionalismo;Nacionalizmus;Nacionalismus;;;;;;x
manpower;Manpower;Main-d'œuvre;Soldatenzahl;Si³a ludzka;Rec. hum.;Manodopera;Munkaerõ;Poèetní stav obyvatelstva;;;;;;x
war;War;Guerre;Krieg;Wojna;Guerra;Guerra;Háború;Válka;;;;;;x
peace;Peace;Paix;Friede;Pokój;Paz;Pace;Béke;Mír;;;;;;x
war_exhaustion;War Exhaustion;Épuisement de guerre;Kriegsmüdigkeit;Wyczerpanie wojn¹;War Exhaustion;Sfinimento da guerra;Háborús kimerültség;Váleèné vyèerpání;;;;;;x
ENABLES;Enables $WHICH$.\n;Permet $WHICH$.\n;Ermöglicht $WHICH$.\n;Umo¿liwia: $WHICH$.\n;Permite $WHICH$.\n;Abilita $WHICH$.\n;$WHICH$ engedélyezve.\n;Umožòuje $WHICH$.\n;;;;;;x
NOT_FROM_THIS_GOV;It is not possible to convert to this government type from our current form of government.;Notre forme actuelle de gouvernement ne nous permet pas de passer à ce type de gouvernement.;Von unserer aktuellen Regierungsform können wir nicht zu dieser Regierungsform wechseln.;Ta forma ustroju jest niemo¿liwa do wprowadzenia przy naszym aktualnym systemie rz¹dów.;Es imposible la conversión a este tipo de Gobierno desde nuestro actual tipo de Gobierno.;Non è possibile passare a questa forma di governo dalla nostra forma di governo attuale;A jelenlegi kormányzási módunkat nem tudjuk erre a típusúra lecserélni.;Na tento typ vlády ze souèasného typu vlády pøejít nemùžeme.;;;;;;x
NO_SHIPS;No ships;Aucun navire;Keine Schiffe;¯adne okrêty nie;Ningún barco;Nessuna nave;Nincsenek hajók;Žádné lodi;;;;;;x
NOT_EXIST;$TAG$ does not exist at this time.;$TAG$ n'existe pas actuellement.;$TAG$ existiert zu dieser Zeit nicht;$TAG$ nie istnieje w tym momencie.;$TAG$ no existe en este momento.;$TAG$ non esiste in questo periodo.;$TAG$ ebben az idõben nem létezett.;$TAG$ v tuto chvíli neexistuje.;;;;;;x
NOT_SELECT;All players must select a country.;Tous les joueurs doivent sélectionner un pays.;Alle Spieler müssen ein Land wählen;Wszyscy gracze musz¹ wybraæ pañstwo.;Todos los jugadores tienen que elegir un país.;Tutti i giocatori devono scegliere un paese.;Minden játékosnak választania kell egy államot.;Všichni hráèi si musí vybrat národ.;;;;;;x
NOALLIES;No Allies;Aucun allié;Keine Verbündeten;Brak sojuszy;Ningún aliado;Nessun alleato;Nincsennek szövetségek;Bez spojencù;;;;;;x
ALLIES;Allies:;Alliés :;Verbündete:;Sojusze;Aliados:;Alleati:;Szövettségesek:;Spojenci:;;;;;;x
SHORTCUT_SHIELD;$TAG$ is an interesting choice during this period. Click to select it.;$TAG$ est un choix intéressant pour cette période. Cliquez ici pour le sélectionner.;$TAG$ ist während dieser Periode eine interessante Option. Zum Auswählen anklicken.;$TAG$ to interesuj¹cy wybór w tym okresie. Kliknij, aby wybraæ.;$TAG$ es una interesante opción en este período. Haz clic para seleccionarla.;$TAG$ è una scelta interessante in questo periodo. Fai clic per selezionare.;$TAG$ egy érdekes választás lehet ebben az idõszakban. Kattints rá a kijelöléshez.;$TAG$ je v tomto období zajímavou volbou. Volbu potvrdíte klepnutím.;;;;;;x
I Do.;Let's Do it;Allons-y;Lasst uns in den Krieg ziehen;Zróbmy to!;Hagámoslo;Facciamolo;Gyerünk, csináljuk meg!;Udìláme to;;;;;;x
Run away!;I'm not sure, maybe later;Je ne suis pas sûr. Plus tard, peut-être.;Wir sind uns nicht sicher;Nie mam pewnoœci, mo¿e póŸniej;No estoy seguro, puede que más tarde;Non ne sono certo, magari più tardi;Nem vagyok benne biztos, talán késõbb…;Nejsem si jist, možná pozdìji;;;;;;x
