##################################################;;;;;;;;;;;;;;x,
# Orders;;;;;;;;;;;;;;x,
##################################################;;;;;;;;;;;;;;x,
ORDER_CONVOY_ESCORT;Escort Convoy;Escorter le convoi;Konvoi eskortieren;;Escoltar convoy;;;;;;;;;x,
ORDER_CONVOY_ESCORT_S;Escort $START$ - $END$ Convoy;Escorter le convoi $START$ - $END$;$START$ - $END$ Konvoi eskortieren;;Escoltar convoy $START$ - $END$;;;;;;;;;x,
ORDER_CONVOY_RAID;Convoy Raiding;Attaque de convoi;Konvoiüberfall;;Ataque a convoyes;;;;;;;;;x,
ORDER_TRANSPORT;Transport;Transporter;Transport;;Transporte;;;;;;;;;x,
ORDER_INVADE;Invasion;Invasion;Invasion;;Invasión;;;;;;;;;x,
STRAT_BOMB;Strategic Bombing;Bomb. strat.;Strat. Bombardier.;;Bombardeo estrat.;;;;;;;;;x,
STRAT_BOMB_SHORT_DESC;Strategic Bombing($TYPE$);Bombardement stratégique($TYPE$);Strategische Bombardierung($TYPE$);;Bombardeo estratégico($TYPE$);;;;;;;;;x,
STRAT_BOMB_WAITING;Resting;En attente;Ausruhen;;Descansando;;;;;;;;;x,
STRAT_BOMB_RETURNING;Returning;Retour;Rückkehr;;Regresando;;;;;;;;;x,
STRAT_BOMB_ATTACKING;Attacking $PROV$;Attaque de la province $PROV$;Angriff auf $PROV$;;Atacando $PROV$;;;;;;;;;x,
STRAT_BOMB_DESC;Bombard any factories or resources within the given area. Priority will be given to high value targets with low AA protection.;Bombarder toutes les usines ou ressources situées dans la zone spécifiée. Les cibles très importantes et disposant d'une faible protection AA seront prioritaires.;Bombardiert alle Fabriken oder Ressourcen in dem vorgegebenen Bereich. Wichtige Ziele mit geringem Flakschutz haben Priorität.;;Bombardea las fábricas y los recursos dentro del área establecida. Se dará prioridad a los objetivos de mayor valor con escasa protección antiaérea.;;;;;;;;;x,
ORDER_SECOND_TARGET;Second target is $PROV$;La deuxième cible est la province $PROV$;Zweites Ziel ist $PROV$;;El segundo objetivo es $PROV$;;;;;;;;;x,
ORDER_NO_SECOND_TARGET;Right-click on the map to select a second target province.;Cliquez à l'aide du bouton droit sur la carte pour sélectionner la deuxième province ciblée.;Rechtsklicken Sie die Karte, um die Zielprovinz auszuwählen;;Haz clic derecho en el mapa para seleccionar una segunda provincia objetivo;;;;;;;;;x,
AIRTARG_POINT;Point;Point;Punkt;;Punto;;;;;;;;;x,
AIRTARG_LINE;Line;Ligne;Linie;;Línea;;;;;;;;;x,
AIRTARG_CIRCLE;Circle;Cercle;Kreis;;Círculo;;;;;;;;;x,
REGION;Region;Région;Region;;Región;;;;;;;;;x,
ORDER_RANGE_VAL;$VAL$ kms;$VAL$ km;$VAL$ km;;$VAL$ km;;;;;;;;;x,
ORDER_ANGLE_VAL;$VAL$ Deg;$VAL$ degrés;$VAL$ Grad;;$VAL$ º;;;;;;;;;x,
ORDER_ANGLE;Angle:;Angle :;Winkel:;;Ángulo:;;;;;;;;;x,
ORDER_RADIUS;Range:;Rayon d'action :;Bereich:;;Autonomía:;;;;;;;;;x,
ORDER_WIDTH;Cone Width:;Larg. du cône d'attaque:;Kegelbreite:;;Anch. ataque:;;;;;;;;;x,
ORDER_WIDTH_VAL;$VAL$ Deg;$VAL$ degrés;$VAL$ Grad;;$VAL$ º;;;;;;;;;x,
LOG_BOMB;Logistical Bombing;Bomb. logistique;Logist. Bombardier.;;Bombardeo logístico;;;;;;;;;x,
LOG_BOMB_SHORT_DESC;Logistical Bombing($TYPE$);Frappe log.($TYPE$);Bombardierung logistischer Ziele ($TYPE$);;Bombardeo logístico($TYPE$);;;;;;;;;x,
LOG_BOMB_DESC;Bombards any infrastructure and supply dumps. Priority will be given to high value targets with low AA protection.;Bombarder toutes les infrastructures et tous les dépôts de ravitaillement. Les cibles très importantes et disposant d'une faible protection AA seront prioritaires.;Bombardiert Infrastruktur und Nachschubzentren. Wichtige Ziele mit geringem Flakschutz haben Priorität.;;Bombardea cualquier infraestructura y centro de suministro. Se dará prioridad a los objetivos de mayor valor con escasa protección antiaérea.;;;;;;;;;x,
AIRFIELD_BOMB;Runway Cratering;Frappe pistes;Rollfeldbomb..;;Bomb. aeródromos;;;;;;;;;x,
AIRFIELD_BOMB_SHORT_DESC;Runway Cratering($TYPE$);Largage de sous-munitions anti-pistes($TYPE$);Rollfeldbombardierung($TYPE$);;Arrasamiento de pistas($TYPE$);;;;;;;;;x,
AIRFIELD_BOMB_DESC;Bombard airfields in an attempt to catch aircraft on the ground. Priority will be given to high value targets with low AA protection.;Bombarder les aérodromes en essayant d'atteindre les avions au sol. Les cibles très importantes et disposant d'une faible protection AA seront prioritaires.;Bombardiert Rollfelder, um Flugzeuge schon auf dem Boden auszuschalten. Wichtige Ziele mit geringem Flakschutz haben Priorität.;;Bombardea aeródromos en un intento de pillar a los aviones en tierra. Se dará prioridad a los objetivos de mayor valor con escasa protección antiaérea.;;;;;;;;;x,
INSTALLATION_BOMB;Installation Strike;Frappe install.;Einrichtungsbomb.;;Ataque instalaciones;;;;;;;;;x,
INSTALLATION_BOMB_SHORT_DESC;Installation Strike($TYPE$);Frappe sur les installations ($TYPE$);Einrichtungsbombardierung($TYPE$);;Ataque a instalaciones($TYPE$);;;;;;;;;x,
INSTALLATION_BOMB_DESC;Attacks radar stations, rocket testing facilities and nuclear facilities. Priority will be given to high value targets with low AA protection.;Attaquer les stations radar, les bases d'essai de fusées et les installations nucléaires. Les cibles très importantes et disposant d'une faible protection AA seront prioritaires.;Bombardiert Radarstationen, Raketentesteinrichtungen und atomare Einrichtungen. Wichtige Ziele mit geringem Flakschutz haben Priorität.;;Ataca estaciones de radar, instalaciones de pruebas de cohetes e instalaciones nucleares. Se dará prioridad a los objetivos de mayor valor con escasa protección antiaérea.;;;;;;;;;x
INTERDICT_BOMB;Interdiction;Interdiction;Abfangen;;Interceptación;;;;;;;;;x,
INTERDICT_BOMB_SHORT_DESC;Interdiction($TYPE$);Interdiction($TYPE$);Störangriffe($TYPE$);;Interceptación($TYPE$);;;;;;;;;x,
INTERDICT_BOMB_DESC;Patroling an area while looking for moving ground units. If none are found, static targets may be considered.;Patrouiller dans une zone en recherchant les unités se déplaçant au sol. Si aucune unité en mouvement n'est localisée, les cibles statiques pourront être envisagées.;Sucht ein Gebiet nach marschierenden Bodeneinheiten ab. Wenn keine gefunden werden, können stationäre Ziele in Betracht gezogen werden.;;Patrullar una zona mientras se buscan unidades terrestres en movimiento. Si no se encuentra ninguna, se puede considerar el ataque de unidades estáticas.;;;;;;;;;x
GROUNDATTACK_BOMB;Ground Attack;Attaque au sol;Bodenzielangriff;;Ataque terrestre;;;;;;;;;x,
GROUNDATTACK_BOMB_SHORT_DESC;Ground Attack($TYPE$);Attaque au sol($TYPE$);Bodenzielangriff($TYPE$);;Ataque terrestre($TYPE$);;;;;;;;;x,
GROUNDATTACK_BOMB_DESC;Patroling an area looking for ground units, with priority given to units in combat.;Patrouiller dans une zone en recherchant les unités au sol. Les unités en combat seront prioritaires.;Sucht ein Gebiet nach marschierenden Bodeneinheiten ab. Im Kampf befindliche Einheiten haben Priorität.;;Patrullar una zona en busca de unidades terrestres, dando prioridad a las unidades en combate.;;;;;;;;;x
AIRSUP;Air superiority;Domination aérienne;Luftüberlegenheit;;Superioridad aérea;;;;;;;;;x,
AIRSUP_SHORT_DESC;Air superiority($TYPE$);Domination aérienne($TYPE$);Luftüberlegenheit($TYPE$);;Superioridad aérea($TYPE$);;;;;;;;;x,
AIRSUP_DESC;Patroling in search of enemy aircraft.;Patrouillera à la recherche d'avions ennemis.;Sucht nach feindlichen Flugzeugen.;;Patrulla en busca de aviones enemigos.;;;;;;;;;x,
AIRSUP_ATTACKING;Attacking $PROV$;Attaque de la province $PROV$;Angriff auf $PROV$;;Atacando $PROV$;;;;;;;;;x,
ORDER_DAY;Day;Jour;Tag;;Día;;;;;;;;;x,
ORDER_NIGHT;Night;Nuit;Nacht;;Noche;;;;;;;;;x,
ORDER_BOTH;Both;Les deux;Beides;;Ambos;;;;;;;;;x,
ORDER_CONTINOUS;Continuous;Continu;Kontinuierlich;;Continuo;;;;;;;;;x,
ORDER_STOP_IF_BELOW;Stop if organisation falls below $ORG$%;Arrêter si l'organisation devient inférieure à $ORG$%;Stopp, wenn Organisationswert unter $ORG$% gerät;;Detener si la organización se reduce por debajo de $ORG$%;;;;;;;;;x,
AREA_SELECTION;Area Selection;Sélection de zone;Bereichswahl;;Selección de área;;;;;;;;;x,
CAG_DUTY_DESC;Protect the carrier on which it is based from air attack, and bomb any fleets the carrier is fighting.;Protèger le porte-avions utilisé comme base des attaques aériennes et bombarder toute flotte contre laquelle le porte-avions combat.;Schützt den eigenen Träger vor Luftangriffen und bombardiert alle Schiffe, mit denen der Träger kämpft.;;Protege el portaaviones desde el que parte el ataque aéreo y bombardea las flotas con las que este lucha.;;;;;;;;;x
CAG_DUTY_SHORT_DESC;CAG Duty ($TYPE$);Mission du GAE du porte-avions($TYPE$);CAG-Dienst ($TYPE$);;Servicio GAE ($TYPE$);;;;;;;;;x,
CAG_DUTY;CAG Duty;Mission du GAE du porte-avions;CAG-Dienst;;Servicio GAE;;;;;;;;;x,
CAG_FIGHTING;Fighting;Mission de chasseur;Im Kampf;;Combate;;;;;;;;;x,
PARADROP_MISSION;Airborne Assault;Assaut aéroporté;Luftlandung;;Asalto aerotransportado;;;;;;;;;x,
PARADROP_MISSION_SHORT_DESC;Airborne Assault ($TYPE$};Assaut aéroporté;Luftlandung ($TYPE$};;Asalto aerotransportado ($TYPE$};;;;;;;;;x,
PARA_FLYING;Flying;En vol;Fliegen;;Volando;;;;;;;;;x,
PARA_MISSION_DESC;Perform an airborne assault on a province, dropping paratroopers on the target.;Effectue un assaut aéroporté sur une province en larguant des parachutistes sur la cible.;Führt eine Luftlandung mit Fallschirmjägern in einer Provinz durch.;;Realiza un asalto aerotransportado en una provincia, lanzando paracaidistas sobre el objetivo.;;;;;;;;;x
ORDER_REBASE;Rebase;Redéploiement;Umstationieren;;Cambio de base;;;;;;;;;x,
ORDER_RESERVE;Reserve;Réserve;Reserve;;Reservista;;;;;;;;;x,
FROM_LABEL;Active From:;Actif depuis :;Aktiv aus:;;Activo desde:;;;;;;;;;x,
TO_LABEL;Active To:;Actif jusque :;Aktiv nach:;;Activo hasta:;;;;;;;;;x,
NAVALSTRIKE_BOMB;Naval Strike;Frappe navale;Marineeinsatz;;Ataque naval;;;;;;;;;x,
NAVALSTRIKE_BOMB_SHORT_DESC;Naval Strike($TYPE$);Frappe navale($TYPE$);Marineeinsatz($TYPE$);;Ataque naval($TYPE$);;;;;;;;;x,
NAVALSTRIKE_BOMB_DESC;Attempt to locate and destroy naval targets.;Tenter de localiser et de détruire des cibles navales.;Versucht, Schiffsziele zu finden und zu zerstören;;Intento de localizar y destruir objetivos navales.;;;;;;;;;x,
PORTSTRIKE_BOMB;Port Strike;Frappe port.;Hafenangriff;;Ataque contra puerto;;;;;;;;;x,
PORTSTRIKE_BOMB_SHORT_DESC;Port Strike($TYPE$);Frappe sur le port($TYPE$);Hafenangriff($TYPE$);;Incursión contra puerto($TYPE$);;;;;;;;;x,
PORTSTRIKE_BOMB_DESC;Attack an enemy naval base and the ships based there.;Attaquer une base navale ennemie et les navires qui s'y trouvent.;Greift einen feindlichen Flottenstützpunkt an und zerstört die dortigen Schiffe.;;Incursión en una base naval enemiga y los buques allí atracados.;;;;;;;;;x,
REBASE_TO_CAG_MISSION;Rebase to Carrier;Utiliser le porte-avions comme base;Rückkehr zum Träger;;Traslado a portaaviones;;;;;;;;;x,
REBASE_TO_CAG_MISSION_SHORT_DESC;Rebase to Carrier ($TYPE$);Utiliser le porte-avions comme base ($TYPE$);Rückkehr zum Träger ($TYPE$);;Traslado a portaaviones ($TYPE$);;;;;;;;;x,
REBASE_TO_CAG_MISSION_DESC;Rebasing aircraft to a carrier, which then becomes that air unit's base.;Utiliser un porte-avions comme base pour l'avion et ce porte-avions deviendra la base de cette unité aérienne.;Bringt die Flugzeuge zurück zum Träger, der dann zum Stützpunkt der Lufteinheit wird.;;Traslado de aeronaves a un portaaviones, que se convertirá en la base de la unidad aérea.;;;;;;;;;x
NUKE_MISSION;Nuke;Attaque nucl.;Atomrakete;;Ataque nuclear;;;;;;;;;x,
NUKE_MISSION_SHORT_DESC;Nuke ($TYPE$);Atomiser ($TYPE$);Atomrakete ($TYPE$);;Ataque nuclear ($TYPE$);;;;;;;;;x,
NUKE_MISSION_DESC;Dropping a nuclear bomb on a target, reducing the enemy's will to fight.;Larguer une bombe nucléaire sur une cible réduira la volonté de combattre de l'ennemi.;Wirft eine Atombombe über dem Ziel ab und schwächt den feindlichen Kampfeswillen.;;Lanzar una bomba nuclear sobre un objetivo, reduciendo la voluntad de lucha del enemigo.;;;;;;;;;x
TRANS_SUP_MISSION;Air Supply;Ravitaillement aérien;Luftunterstützung;;Abastecimiento aéreo;;;;;;;;;x,
TRANS_SUP_MISSION_SHORT_DESC;Air Supply ($TYPE$);Ravitaillement aérien ($TYPE$);Luftunterstützung ($TYPE$);;Abastecimiento aéreo ($TYPE$);;;;;;;;;x,
TS_RETURNING;Returning;Retour;Rückkehr;;Regresando;;;;;;;;;x,
TS_WAITING;Waiting;En attente;Warten;;Esperando;;;;;;;;;x,
TS_SUPPLYING;Flying;En vol;Fliegen ;;Volando;;;;;;;;;x,
TRANS_SUP_MISSION_DESC;Deliver supplies through the air to any troops needing them.;Livrer du ravitaillement par voie aérienne à toute troupe en ayant besoin.;Bringt per Lufttransport Nachschub zu den jeweiligen Truppen.;;Llevar suministros por aire a las tropas que los necesiten.;;;;;;;;;x,
ORDER_AIR_REBASE;Rebase;Changement de base;Umstationieren;;Cambio de base;;;;;;;;;x,
ORDER_AIR_REBASE_SHORT_DESC;Rebase($PROV$);Changement de base pour ($PROV$);Umstationieren($PROV$);;Cambio de base($PROV$);;;;;;;;;x,
ORDER_AIR_REBASE_DESC;Transfer the unit to a new home base.;Transférer l'unité vers une nouvelle base.;Stationiert die Einheit auf dem neuen Heimstützpunkt.;;Traslada una unidad a una nueva base.;;;;;;;;;x,
ORDER_AIR_RESERVE;Reserve;Réserve;Reserve;;Reservista;;;;;;;;;x,
ORDER_AIR_RESERVE_SHORT_DESC;Reserve;Réserve;Reserve;;Reservista;;;;;;;;;x,
ORDER_AIR_RESERVE_DESC; This unit's assets will be used to replace the losses of air units running missions out of this airbase.;Les talents de cette unité seront utilisés pour pallier l'absence d'unités aériennes en mission hors de cette base.;Die Ausrüstung dieser Einheit wird zum Ersatz der Verluste von Lufteinheiten verwendet, die Missionen von diesem Luftstützpunkt aus fliegen.;; Los recursos de la unidad se emplearán para sustituir las pérdidas de unidades aéreas en misión fuera de la base.;;;;;;;;;x,
ORDER_JOIN_AIR;Join Unit;Rejoindre l'unité;Mit Einheit zusammenschließen;;Unirse a unidad;;;;;;;;;x,
ORDER_JOIN_AIR_SHORT_DESC;Join Unit($UNIT$);Rejoindre l'unité ($UNIT$);Mit Einheit zusammenschließen($UNIT$);;Unirse a unidad($UNIT$);;;;;;;;;x,
ORDER_JOIN_AIR_DESC;Will send the unit to reinforce another unit.;Enverra l'unité en renfort d'une autre unité.;Sendet die Einheit zur Verstärkung einer anderen Einheit aus.;;Enviará a la unidad para reforzar a otra unidad.;;;;;;;;;x,
INTERCEPT;Air Intercept;Interception;Abfangeinsatz;;Interceptación aérea;;;;;;;;;x,
INTERCEPT_SHORT_DESC;Air Intercept($TYPE$);Interception aérienne ($TYPE$);Abfangeinsatz($TYPE$);;Interceptación aérea($TYPE$);;;;;;;;;x,
INTERCEPT_DESC;Will scramble to intercept incoming enemy aircraft.;Décolleront immédiatement pour intercepter les avions ennemis intrus.;Versucht, ankommende Feindflugzeuge abzufangen;;Se despliega para interceptar aviación enemiga en aproximación.;;;;;;;;;x,
ORDER_AIR_CONVOY_RAID;Convoy Raiding;Attaque de convoi;Konvoiüberfall;;Ataque a convoyes;;;;;;;;;x,
AIR_CONVOY_SHORT_DESC;Convoy Raiding($UNIT$);Attaque de convoi ($UNIT$);Konvoiüberfall($UNIT$);;Ataque a convoyes($UNIT$);;;;;;;;;x,
AIR_CONVOY_DESC;Hunt down hostile convoys at sea and sink them.;Traquer les convois ennemis en mer pour les couler.;Jagt und versenkt feindliche Seekonvois.;;Caza convoyes enemigos en el mar y los hunde.;;;;;;;;;x,
ORDER_STRATEGIC_REDEPLOYMENT;Strategic Redeployment;Redéploiement stratégique;Strategische Verlegung;;Traslado estratégico;;;;;;;;;x,
ORDER_STRATEGIC_REDEPLOYMENT_DESC;Redeploying a unit will make it move faster to its destination, but it costs more supplies and the unit suffers organisation losses while traveling.;Redéployer une unité lui permet de se déplacer plus rapidement vers sa destination. Toutefois, cela nécessite davantage de ravitaillement et cette unité se désorganisera au cours du déplacement.;Die strategische Verlegung einer Einheit bringt sie schneller an ihr Ziel, kostet aber mehr Nachschub, und die Einheit büßt auf dem Marsch Organisationspunkte ein.;;El traslado de una unidad hará que se desplace más rápidamente a su destino, pero al precio de más suministros, y sufriendo pérdida de organización durante el traslado.;;;;;;;;;x
STRAT_REDEP_D;Strategic Redeployment($UNIT$);Redéploiement str. ($UNIT$);Strategische Verlegung($UNIT$);;Traslado estratégico($UNIT$);;;;;;;;;x,
REB_CAG_MISSION_DESC;Rebasing aircraft to a carrier, which then becomes that air unit's base.;Utiliser un porte-avions comme base pour l'avion et ce porte-avions deviendra la base de cette unité aérienne.;Bringt die Flugzeuge zurück zum Träger, der dann zum Stützpunkt der Lufteinheit wird.;;Traslado de aeronaves a un portaaviones, que se convertirá en la base de la unidad aérea.;;;;;;;;;x
