national_socialist_BRA;Partido Nacional Socialista Brasileiro;;;;;;;;;;;;;;;
fascistic_BRA;AÁ„o Integralista Brasileira;;;;;;;;;;;;;;;
paternal_autocrat_BRA;Estado NÙvo;;;;;;;;;;;;;;;
social_conservative_BRA;Partido de RepresentaÁ„o Popular;;;;;;;;;;;;;;;
market_liberal_BRA;Uni„o Democr·tica Nacional;;;;;;;;;;;;;;;
social_liberal_BRA;Partido Social Democr·tico;;;;;;;;;;;;;;;
social_democrat_BRA;Partido Trabalhista Brasileiro;;;;;;;;;;;;;;;
left_wing_radical_BRA;Partido Socialismo e Liberdade;;;;;;;;;;;;;;;
leninist_BRA;Partido Comunista do Brasil;;;;;;;;;;;;;;;
stalinist_BRA;Partido Comunista Brasileiro;;;;;;;;;;;;;;;
national_socialist_BUL;Ratnitsi Napreduka na Bulgarshtinata;;;;;;;;;;;;;;;
fascistic_BUL;IMRO;;;;;;;;;;;;;;;
paternal_autocrat_BUL;Zveno;;;;;;;;;;;;;;;
social_conservative_BUL;Balgarski Zemedelski Naroden Sajuz;;;;;;;;;;;;;;;
market_liberal_BUL;Demokraticheska partija;;;;;;;;;;;;;;;
social_liberal_BUL;Obedinena Narodnoprogresivna Partija;;;;;;;;;;;;;;;
social_democrat_BUL;Partiya Balgarski Sotsialdemokrati;;;;;;;;;;;;;;;
left_wing_radical_BUL;Radikalna Partija;;;;;;;;;;;;;;;
leninist_BUL;Tesnyatsi;;;;;;;;;;;;;;;
stalinist_BUL;Balgarska Komunisticheska Partija;;;;;;;;;;;;;;;
national_socialist_CGX;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CGX;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CGX;Kuomintang;;;;;;;;;;;;;;;
social_conservative_CGX;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CGX;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CGX;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CGX;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CGX;Guangxi Clique;;;;;;;;;;;;;;;
leninist_CGX;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CGX;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_CHC;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CHC;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CHC;Kuomintang;;;;;;;;;;;;;;;
social_conservative_CHC;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CHC;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CHC;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CHC;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CHC;May Fourth Movement;;;;;;;;;;;;;;;
leninist_CHC;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CHC;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_CHI;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CHI;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CHI;Kuomintang;;;;;;;;;;;;;;;
social_conservative_CHI;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CHI;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CHI;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CHI;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CHI;May Fourth Movement;;;;;;;;;;;;;;;
leninist_CHI;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CHI;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_CSX;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CSX;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CSX;Kuomintang;;;;;;;;;;;;;;;
social_conservative_CSX;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CSX;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CSX;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CSX;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CSX;May Fourth Movement;;;;;;;;;;;;;;;
leninist_CSX;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CSX;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_CHL;Movimiento Nacional Socialista de Chile;;;;;;;;;;;;;;;
fascistic_CHL;Falange de Chile;;;;;;;;;;;;;;;
paternal_autocrat_CHL;Partido Conservador;;;;;;;;;;;;;;;
social_conservative_CHL;Partido DemÛcrata Cristiano de Chile;;;;;;;;;;;;;;;
market_liberal_CHL;Partido Nacional;;;;;;;;;;;;;;;
social_liberal_CHL;Partido Liberal;;;;;;;;;;;;;;;
social_democrat_CHL;Partido Socialista de Chile;;;;;;;;;;;;;;;
left_wing_radical_CHL;Partido Radical;;;;;;;;;;;;;;;
leninist_CHL;Partido Socialista Obrero;;;;;;;;;;;;;;;
stalinist_CHL;Partido Comunista de Chile;;;;;;;;;;;;;;;
national_socialist_COL;Movimiento Nacional Socialista;;;;;;;;;;;;;;;
fascistic_COL;Falange del Colombia;;;;;;;;;;;;;;;
paternal_autocrat_COL;AcciÛn Nacional;;;;;;;;;;;;;;;
social_conservative_COL;Partido Conservador Colombiano;;;;;;;;;;;;;;;
market_liberal_COL;Partido Liberal Radical Colombiano;;;;;;;;;;;;;;;
social_liberal_COL;Partido Liberal Colombiano;;;;;;;;;;;;;;;
social_democrat_COL;Partido SocialdemÛcrata Colombiano;;;;;;;;;;;;;;;
left_wing_radical_COL;Partido de los Trabajadores del Colombia;;;;;;;;;;;;;;;
leninist_COL;Partido Comunista Marxista-Leninista del Colombia;;;;;;;;;;;;;;;
stalinist_COL;Partido Comunista del Colombia;;;;;;;;;;;;;;;
national_socialist_COS;Moviemento Nacional Socialista;;;;;;;;;;;;;;;
fascistic_COS;Falange de Costa Rica;;;;;;;;;;;;;;;
paternal_autocrat_COS;Partido Republicano Nacional;;;;;;;;;;;;;;;
social_conservative_COS;Partido de Unidad Socialcristiana;;;;;;;;;;;;;;;
market_liberal_COS;Partido Movimiento Libertario;;;;;;;;;;;;;;;
social_liberal_COS;Partido LiberaciÛn Nacional;;;;;;;;;;;;;;;
social_democrat_COS;Partido Socialista;;;;;;;;;;;;;;;
left_wing_radical_COS;Partido Vanguardia Popular;;;;;;;;;;;;;;;
leninist_COS;Partido AcciÛn Socialist Obrera;;;;;;;;;;;;;;;
stalinist_COS;Partido Comunista de Costa Rica;;;;;;;;;;;;;;;
national_socialist_CRO;Hrvatski oslobodilacki pokret;;;;;;;;;;;;;;;
fascistic_CRO;Ustasha;;;;;;;;;;;;;;;
paternal_autocrat_CRO;Hrvatska stranka prava;;;;;;;;;;;;;;;
social_conservative_CRO;Hrvatska seljacka stranka;;;;;;;;;;;;;;;
market_liberal_CRO;Liberalna stranka;;;;;;;;;;;;;;;
social_liberal_CRO;Hrvatska socijalno liberalna stranka;;;;;;;;;;;;;;;
social_democrat_CRO;Socijaldemokratska partija Hrvatske;;;;;;;;;;;;;;;
left_wing_radical_CRO;Hrvatska napredna stranka;;;;;;;;;;;;;;;
leninist_CRO;Savez komunista Hrvatske;;;;;;;;;;;;;;;
stalinist_CRO;Komunisticka partija Hrvatske;;;;;;;;;;;;;;;
national_socialist_CUB;Movimiento National Socialista;;;;;;;;;;;;;;;
fascistic_CUB;Falange de Cuba;;;;;;;;;;;;;;;
paternal_autocrat_CUB;Partido AutÈntico;;;;;;;;;;;;;;;
social_conservative_CUB;Partido DemÛcrata Cristiano de Cuba;;;;;;;;;;;;;;;
market_liberal_CUB;UniÛn Liberal Cubana;;;;;;;;;;;;;;;
social_liberal_CUB;Movimiento Liberal Cubano;;;;;;;;;;;;;;;
social_democrat_CUB;PSRDC;;;;;;;;;;;;;;;
left_wing_radical_CUB;Partido Ortodoxo;;;;;;;;;;;;;;;
leninist_CUB;Partido Socialista Popular;;;;;;;;;;;;;;;
stalinist_CUB;Partido Comunista de Cuba;;;;;;;;;;;;;;;
national_socialist_CYN;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CYN;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CYN;Yunnan Clique;;;;;;;;;;;;;;;
social_conservative_CYN;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CYN;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CYN;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CYN;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CYN;May Fourth Movement;;;;;;;;;;;;;;;
leninist_CYN;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CYN;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_CXB;National Socialist Party;;;;;;;;;;;;;;;
fascistic_CXB;Chinese Youth Party;;;;;;;;;;;;;;;
paternal_autocrat_CXB;Ma Clique;;;;;;;;;;;;;;;
social_conservative_CXB;Protect the Emperor Society;;;;;;;;;;;;;;;
market_liberal_CXB;Constitutionalist Party;;;;;;;;;;;;;;;
social_liberal_CXB;Hundred Days' Reformists;;;;;;;;;;;;;;;
social_democrat_CXB;Progressive Party;;;;;;;;;;;;;;;
left_wing_radical_CXB;May Fourth Movement;;;;;;;;;;;;;;;
leninist_CXB;Chinese Workers and Peasants Party;;;;;;;;;;;;;;;
stalinist_CXB;Chinese Communist Party;;;;;;;;;;;;;;;
national_socialist_DDR;NDPD;;;;;;;;;;;;;;;
fascistic_DDR;DRP;;;;;;;;;;;;;;;
paternal_autocrat_DDR;DReP;;;;;;;;;;;;;;;
social_conservative_DDR;DBD;;;;;;;;;;;;;;;
market_liberal_DDR;LDPD;;;;;;;;;;;;;;;
social_liberal_DDR;CDU;;;;;;;;;;;;;;;
social_democrat_DDR;SPD;;;;;;;;;;;;;;;
left_wing_radical_DDR;DKP;;;;;;;;;;;;;;;
leninist_DDR;MLPD;;;;;;;;;;;;;;;
stalinist_DDR;SED;;;;;;;;;;;;;;;
national_socialist_DEN;Nationalsocialistiske Arbejderparti;;;;;;;;;;;;;;;
fascistic_DEN;Bondepartiet;;;;;;;;;;;;;;;
paternal_autocrat_DEN;Danish Unity;;;;;;;;;;;;;;;
social_conservative_DEN;Det Konservative Folkeparti;;;;;;;;;;;;;;;
market_liberal_DEN;Venstre;;;;;;;;;;;;;;;
social_liberal_DEN;Radikale Venstre;;;;;;;;;;;;;;;
social_democrat_DEN;Socialdemokraterne;;;;;;;;;;;;;;;
left_wing_radical_DEN;Danmarks Retsforbund;;;;;;;;;;;;;;;
leninist_DEN;Venstresocialistiske Parti;;;;;;;;;;;;;;;
stalinist_DEN;Danmarks Kommunistiske Parti;;;;;;;;;;;;;;;
national_socialist_DFR;SRD;;;;;;;;;;;;;;;
fascistic_DFR;DRP;;;;;;;;;;;;;;;
paternal_autocrat_DFR;DReP;;;;;;;;;;;;;;;
social_conservative_DFR;DP;;;;;;;;;;;;;;;
market_liberal_DFR;FDP;;;;;;;;;;;;;;;
social_liberal_DFR;CDU;;;;;;;;;;;;;;;
social_democrat_DFR;SPD;;;;;;;;;;;;;;;
left_wing_radical_DFR;DKP;;;;;;;;;;;;;;;
leninist_DFR;MLPD;;;;;;;;;;;;;;;
stalinist_DFR;KPD;;;;;;;;;;;;;;;
national_socialist_DOM;Movimiento National Socialista;;;;;;;;;;;;;;;
fascistic_DOM;Falange de Dominicano;;;;;;;;;;;;;;;
paternal_autocrat_DOM;Partido Dominicano;;;;;;;;;;;;;;;
social_conservative_DOM;Partido Reformista Social Cristiano;;;;;;;;;;;;;;;
market_liberal_DOM;Fuerza Nacional Progresista;;;;;;;;;;;;;;;
social_liberal_DOM;Partido de la LiberaciÛn Dominicana;;;;;;;;;;;;;;;
social_democrat_DOM;Partido Revolucionario Dominicano;;;;;;;;;;;;;;;
left_wing_radical_DOM;Partido de los Trabajadores Dominicanos;;;;;;;;;;;;;;;
leninist_DOM;Movimiento Popular Dominicano;;;;;;;;;;;;;;;
stalinist_DOM;Partido Comunista de Dominicano;;;;;;;;;;;;;;;
national_socialist_ECU;Movimiento Nacional Socialista;;;;;;;;;;;;;;;
fascistic_ECU;Falange del Ecuador;;;;;;;;;;;;;;;
paternal_autocrat_ECU;AcciÛn Nacional;;;;;;;;;;;;;;;
social_conservative_ECU;Frente Radical Alfarista;;;;;;;;;;;;;;;
market_liberal_ECU;Partido Liberal Radical Ecuatoriano;;;;;;;;;;;;;;;
social_liberal_ECU;ConcentraciÛn de Fuerzas Populares;;;;;;;;;;;;;;;
social_democrat_ECU;Partido Socialista;;;;;;;;;;;;;;;
left_wing_radical_ECU;Partido de los Trabajadores del Ecuador;;;;;;;;;;;;;;;
leninist_ECU;Partido Comunista Marxista-Leninista del Ecuador;;;;;;;;;;;;;;;
stalinist_ECU;Partido Comunista del Ecuador;;;;;;;;;;;;;;;
national_socialist_EGY;Arab National Socialist Party;;;;;;;;;;;;;;;
fascistic_EGY;Arab Fascistic Front;;;;;;;;;;;;;;;
paternal_autocrat_EGY;The Abaza Clan;;;;;;;;;;;;;;;
social_conservative_EGY;Muslim Brotherhood;;;;;;;;;;;;;;;
market_liberal_EGY;Wafd Party;;;;;;;;;;;;;;;
social_liberal_EGY;Ummah Party;;;;;;;;;;;;;;;
social_democrat_EGY;Arab Socialist Union;;;;;;;;;;;;;;;
left_wing_radical_EGY;National Progressive Unionist Party;;;;;;;;;;;;;;;
leninist_EGY;Egyptian Arab Socialist Party;;;;;;;;;;;;;;;
stalinist_EGY;Communist Party of Egypt;;;;;;;;;;;;;;;
national_socialist_ENG;National Socialist League;;;;;;;;;;;;;;;
fascistic_ENG;British Union of Fascists;;;;;;;;;;;;;;;
paternal_autocrat_ENG;Nordic League;;;;;;;;;;;;;;;
social_conservative_ENG;Conservative Party;;;;;;;;;;;;;;;
market_liberal_ENG;National Liberal Party;;;;;;;;;;;;;;;
social_liberal_ENG;Liberal Party;;;;;;;;;;;;;;;
social_democrat_ENG;Labour Party;;;;;;;;;;;;;;;
left_wing_radical_ENG;Independent Labour Party;;;;;;;;;;;;;;;
leninist_ENG;Revolutionary Socialist League;;;;;;;;;;;;;;;
stalinist_ENG;Communist Party;;;;;;;;;;;;;;;
national_socialist_EST;Heimwehr;;;;;;;;;;;;;;;
fascistic_EST;VAPSID;;;;;;;;;;;;;;;
paternal_autocrat_EST;Talurahvaerakond;;;;;;;;;;;;;;;
social_conservative_EST;EKR;;;;;;;;;;;;;;;
market_liberal_EST;VKR;;;;;;;;;;;;;;;
social_liberal_EST;ER;;;;;;;;;;;;;;;
social_democrat_EST;ES‹;;;;;;;;;;;;;;;
left_wing_radical_EST;ESP;;;;;;;;;;;;;;;
leninist_EST;EST‹;;;;;;;;;;;;;;;
stalinist_EST;EKP;;;;;;;;;;;;;;;
national_socialist_ETH;Ethiopian National Socialist Party;;;;;;;;;;;;;;;
fascistic_ETH;Ethiopian Fascistic Front;;;;;;;;;;;;;;;
paternal_autocrat_ETH;Mekwanint;;;;;;;;;;;;;;;
social_conservative_ETH;Mesafint;;;;;;;;;;;;;;;
market_liberal_ETH;All-Ethiopian Unity Party;;;;;;;;;;;;;;;
social_liberal_ETH;Ethiopian Democratic Unity Party;;;;;;;;;;;;;;;
social_democrat_ETH;Ethiopian Social Democratic Federal Party;;;;;;;;;;;;;;;
left_wing_radical_ETH;Ethiopian People's Revolutionary Party;;;;;;;;;;;;;;;
leninist_ETH;All-Ethiopia Socialist Movement;;;;;;;;;;;;;;;
stalinist_ETH;Workers' Party of Ethiopia;;;;;;;;;;;;;;;
national_socialist_FIN;Sinimustat;;;;;;;;;;;;;;;
fascistic_FIN;Lapuan liike;;;;;;;;;;;;;;;
paternal_autocrat_FIN;IKL;;;;;;;;;;;;;;;
social_conservative_FIN;Kok;;;;;;;;;;;;;;;
market_liberal_FIN;Maalaisliitto;;;;;;;;;;;;;;;
social_liberal_FIN;Edistyspuolue;;;;;;;;;;;;;;;
social_democrat_FIN;SDP;;;;;;;;;;;;;;;
left_wing_radical_FIN;SKDL;;;;;;;;;;;;;;;
leninist_FIN;SYP;;;;;;;;;;;;;;;
stalinist_FIN;SKP;;;;;;;;;;;;;;;
national_socialist_FRA;PPF;;;;;;;;;;;;;;;
fascistic_FRA;Mouvement Franciste;;;;;;;;;;;;;;;
paternal_autocrat_FRA;Action FranÁaise;;;;;;;;;;;;;;;
social_conservative_FRA;FR;;;;;;;;;;;;;;;
market_liberal_FRA;MRP;;;;;;;;;;;;;;;
social_liberal_FRA;ARV;;;;;;;;;;;;;;;
social_democrat_FRA;SFIO;;;;;;;;;;;;;;;
left_wing_radical_FRA;RAD;;;;;;;;;;;;;;;
leninist_FRA;GBL;;;;;;;;;;;;;;;
stalinist_FRA;PCF;;;;;;;;;;;;;;;
national_socialist_GER;NSDAP;;;;;;;;;;;;;;;
fascistic_GER;DVFP;;;;;;;;;;;;;;;
paternal_autocrat_GER;DNVP;;;;;;;;;;;;;;;
social_conservative_GER;DVP;;;;;;;;;;;;;;;
market_liberal_GER;DDP;;;;;;;;;;;;;;;
social_liberal_GER;Z;;;;;;;;;;;;;;;
social_democrat_GER;SPD;;;;;;;;;;;;;;;
left_wing_radical_GER;KPD;;;;;;;;;;;;;;;
leninist_GER;KPO;;;;;;;;;;;;;;;
stalinist_GER;KAPD;;;;;;;;;;;;;;;
national_socialist_GRE;EESK;;;;;;;;;;;;;;;
fascistic_GRE;EEE;;;;;;;;;;;;;;;
paternal_autocrat_GRE;LK;;;;;;;;;;;;;;;
social_conservative_GRE;SDK;;;;;;;;;;;;;;;
market_liberal_GRE;KF;;;;;;;;;;;;;;;
social_liberal_GRE;DE;;;;;;;;;;;;;;;
social_democrat_GRE;DSK;;;;;;;;;;;;;;;
left_wing_radical_GRE;SEKE;;;;;;;;;;;;;;;
leninist_GRE;AEK;;;;;;;;;;;;;;;
stalinist_GRE;KKE;;;;;;;;;;;;;;;
national_socialist_GUA;Movimiento Nacional Socialista;;;;;;;;;;;;;;;
fascistic_GUA;Falange de Guatemala;;;;;;;;;;;;;;;
paternal_autocrat_GUA;Frente Republicano Guatemalteco;;;;;;;;;;;;;;;
social_conservative_GUA;Unidad Nacional de la Esperanza;;;;;;;;;;;;;;;
market_liberal_GUA;Partido Unionista;;;;;;;;;;;;;;;
social_liberal_GUA;UniÛn Democr·tica;;;;;;;;;;;;;;;
social_democrat_GUA;Partido Guatemalteco del Trabajo;;;;;;;;;;;;;;;
left_wing_radical_GUA;Partido Accion Revolucion;;;;;;;;;;;;;;;
leninist_GUA;Vanguardia Democr·tica Guatemalteca;;;;;;;;;;;;;;;
stalinist_GUA;Partido Comunista de Guatemala;;;;;;;;;;;;;;;
national_socialist_GUY;Guyana National Socialist Movement;;;;;;;;;;;;;;;
fascistic_GUY;Guyana Fascist League;;;;;;;;;;;;;;;
paternal_autocrat_GUY;Guyana National Party;;;;;;;;;;;;;;;
social_conservative_GUY;National Republican Party;;;;;;;;;;;;;;;
market_liberal_GUY;National Democratic Movement;;;;;;;;;;;;;;;
social_liberal_GUY;Peoples Democratic Party;;;;;;;;;;;;;;;
social_democrat_GUY;People's National Congress;;;;;;;;;;;;;;;
left_wing_radical_GUY;People's Progressive Party;;;;;;;;;;;;;;;
leninist_GUY;Working People's Vanguard Party;;;;;;;;;;;;;;;
stalinist_GUY;Communist Party of Guyana;;;;;;;;;;;;;;;
national_socialist_HAI;Rasta Nazi;;;;;;;;;;;;;;;
fascistic_HAI;VSN;;;;;;;;;;;;;;;
paternal_autocrat_HAI;Conseil Militaire;;;;;;;;;;;;;;;
social_conservative_HAI;MCBNH;;;;;;;;;;;;;;;
market_liberal_HAI;MIRN;;;;;;;;;;;;;;;
social_liberal_HAI;RDNP;;;;;;;;;;;;;;;
social_democrat_HAI;SDH;;;;;;;;;;;;;;;
left_wing_radical_HAI;POIH;;;;;;;;;;;;;;;
leninist_HAI;PCOH;;;;;;;;;;;;;;;
stalinist_HAI;PCH;;;;;;;;;;;;;;;
national_socialist_HOL;NSB;;;;;;;;;;;;;;;
fascistic_HOL;ANFB;;;;;;;;;;;;;;;
paternal_autocrat_HOL;NVP;;;;;;;;;;;;;;;
social_conservative_HOL;ARP;;;;;;;;;;;;;;;
market_liberal_HOL;LSP;;;;;;;;;;;;;;;
social_liberal_HOL;KVP;;;;;;;;;;;;;;;
social_democrat_HOL;SDAP;;;;;;;;;;;;;;;
left_wing_radical_HOL;OSP;;;;;;;;;;;;;;;
leninist_HOL;RSAP;;;;;;;;;;;;;;;
stalinist_HOL;CPN;;;;;;;;;;;;;;;
national_socialist_HON;Movimiento Nacional Socialista;;;;;;;;;;;;;;;
fascistic_HON;Falange de Honduras;;;;;;;;;;;;;;;
paternal_autocrat_HON;Partido Nacional;;;;;;;;;;;;;;;
social_conservative_HON;Partido DemÛcrata Cristiano de Honduras;;;;;;;;;;;;;;;
market_liberal_HON;Partido Liberal de Honduras;;;;;;;;;;;;;;;
social_liberal_HON;Partido UnificaciÛn Democr·tica;;;;;;;;;;;;;;;
social_democrat_HON;Partido InnovaciÛn y Unidad;;;;;;;;;;;;;;;
left_wing_radical_HON;Partido Revolucionario HondureÒo;;;;;;;;;;;;;;;
leninist_HON;Fuerzas Populares Revolucionarias;;;;;;;;;;;;;;;
stalinist_HON;Partido Comunista de Honduras;;;;;;;;;;;;;;;
national_socialist_HUN;Nyilaskeresztes Part;;;;;;;;;;;;;;;
fascistic_HUN;Magyar Fajvedo Part;;;;;;;;;;;;;;x
paternal_autocrat_HUN;Magyar Elet Partja;;;;;;;;;;;;;;x
social_conservative_HUN;Fegetlen Kisgazda Part;;;;;;;;;;;;;;x
market_liberal_HUN;Nemzeti Demokrata Part;;;;;;;;;;;;;;x
social_liberal_HUN;Polgari Szabadsagpart;;;;;;;;;;;;;;x
social_democrat_HUN;Szocialdemokrata Part;;;;;;;;;;;;;;x
left_wing_radical_HUN;Magyar Radikalis Part;;;;;;;;;;;;;;x
leninist_HUN;Magyar Beke Part;;;;;;;;;;;;;;x
stalinist_HUN;Magyar Kommunista Part;;;;;;;;;;;;;;x
national_socialist_ICL;Flokkur ThjùEEedernissinna SùEEsùEEalista;;;;;;;;;;;;;;;
fascistic_ICL;Flokkur ThjùEEedernissinna;;;;;;;;;;;;;;;
paternal_autocrat_ICL;ThjùEEdevarnarflokkurinn;;;;;;;;;;;;;;;
social_conservative_ICL;SjùEElfstaedeisflokkurinn;;;;;;;;;;;;;;;
market_liberal_ICL;FrjùEElslyndi flokkurinn;;;;;;;;;;;;;;;
social_liberal_ICL;FramsùEEknarflokkurinn;;;;;;;;;;;;;;;
social_democrat_ICL;Alth˝eduflokkur;;;;;;;;;;;;;;;
left_wing_radical_ICL;SùEEsùEEalistaflokkurinn;;;;;;;;;;;;;;;
