##################################################;########;;;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
# Abilities;English;;;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
NAVAL_BASE_EFF_TECH;Naval Base Efficiency;;;;;;;;;;;;;x
CASUALTY_TRICKLEBACK_TECH;Casualty Trickleback;;;;;;;;;;;;;x
MAX_ATTRITION_TECH;Attrition;;;;;;;;;;;;;x
MANPOWER_GAIN_TECH;Manpower;;;;;;;;;;;;;x
IC_MOD_TECH;IC;;;;;;;;;;;;;x
IC_EFFICIENCY_TECH;IC Efficiency;;;;;;;;;;;;;x
ENERGY_TO_OIL_TECH;Energy to Oil;;;;;;;;;;;;;x
IC_TO_SUPPLIES_TECH;Supplies Production;;;;;;;;;;;;;x
PROV_AA_TECH;Provincial AA Efficiency;;;;;;;;;;;;;x
COMBAT_EFF_TECH;Combat Efficiency;;;;;;;;;;;;;x
RESEARC_EFF_TECH;Research Efficiency;;;;;;;;;;;;;x
METAL_PROD_TECH;Metal Production;;;;;;;;;;;;;x
RARES_PROD_TECH;Rare Materials Production;;;;;;;;;;;;;x
ENERGY_PROD_TECH;Energy Production;;;;;;;;;;;;;x
LEADERSHIP_GAIN_TECH;Leadership;;;;;;;;;;;;;x
NIGHT_ADJUSTER;Night;;;;;;;;;;;;;x
FORT_ADJUSTER;Fort;;;;;;;;;;;;;x
RIVER_ADJUSTER;River;;;;;;;;;;;;;x
AMPH_ADJUSTER;Amphibious;;;;;;;;;;;;;x
UA_ATTACK;Attack;;;;;;;;;;;;;x
UA_DEFENCE;Defence;;;;;;;;;;;;;x
UA_MOVEMENT;Movement;;;;;;;;;;;;;x
UA_ATTRITION;Attrition;;;;;;;;;;;;;x
NUKE_PROD_GAIN_TECH;Nuclear Production;;;;;;;;;;;;;x
ORD_RED; Organisation Penalty;;;;;;;;;;;;;x
ORD_EFF; Efficiency;;;;;;;;;;;;;x
RADAR_IMPACT_TECH;Radar Combat Impact;;;;;;;;;;;;;x
REPAIR_RATE_TECH;Repair Rate;;;;;;;;;;;;;x
BOMBER_TARGET_TECH;Bomber Target Selection;;;;;;;;;;;;;x
FIGHTER_TARGET_TECH;Fighter Target Selection;;;;;;;;;;;;;x
FRONTLINE_FOCUS_TECH;Frontline Target Focus;;;;;;;;;;;;;x
RESERVE_FOCUS_TECH;Reserves Target Focus;;;;;;;;;;;;;x
NAVAL_AIR_TARGET_CHANCE_TECH;Naval Bombing Target Chance;;;;;;;;;;;;;x
CARRIER_CAPACITY;Carrier CAG size;;;;;;;;;;;;;x
LISTENING_STATION_TECH;Allow radar installations to work as listening stations;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Theories and Practicals;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
infantry_theory;Infantry Theory;;;;;;;;;;;;;x
infantry_practical;Infantry Practical;;;;;;;;;;;;;x
militia_theory;Militia Theory;;;;;;;;;;;;;x
militia_practical;Militia Practical;;;;;;;;;;;;;x
mobile_theory;Mobile Unit Theory;;;;;;;;;;;;;x
mobile_practical;Mobile Unit Practical;;;;;;;;;;;;;x
artillery_theory;Artillery Theory;;;;;;;;;;;;;x
artillery_practical;Artillery Practical;;;;;;;;;;;;;x
rocket_science;Rocket Science;;;;;;;;;;;;;x
rocket_practical;Rocket Practical;;;;;;;;;;;;;x
naval_engineering;Naval Engineering;;;;;;;;;;;;;x
destroyer_practical;Destroyer Practical;;;;;;;;;;;;;x
cruiser_practical;Cruiser Practical;;;;;;;;;;;;;x
capitalship_practical;Capital Ship Practical;;;;;;;;;;;;;x
carrier_practical;Aircraft Carrier Practical;;;;;;;;;;;;;x
submarine_engineering;Submarine Engineering;;;;;;;;;;;;;x
submarine_practical;Submarine Practical;;;;;;;;;;;;;x
electronic_engineering_theory;Electronic Engineering Theory;;;;;;;;;;;;;x
electronic_engineering_practical;Electronic Engineering Practical;;;;;;;;;;;;;x
automotive_theory;Automotive Theory;;;;;;;;;;;;;x
armour_practical;Armour Practical;;;;;;;;;;;;;x
aeronautic_engineering;Aeronautical Engineering;;;;;;;;;;;;;x
single_engine_aircraft_practical;Light Aircraft Practical;;;;;;;;;;;;;x
twin_engine_aircraft_practical;Medium Bomber Practical;;;;;;;;;;;;;x
four_engine_aircraft_practical;Heavy Aircraft Practical;;;;;;;;;;;;;x
spearhead_theory;Spearhead Doctrine;;;;;;;;;;;;;x
superior_firepower_theory;Superior Firepower Doctrine;;;;;;;;;;;;;x
grand_battleplan_theory;Grand Battleplan Doctrine;;;;;;;;;;;;;x
human_wave_theory;Human Wave Doctrine;;;;;;;;;;;;;x
land_doctrine_theory;Land Doctrine Theory;;;;;;;;;;;;;x
land_doctrine_practical;Land Combat Experience;;;;;;;;;;;;;x
naval_doctrine_practical;Naval Combat Experience;;;;;;;;;;;;;x
base_strike_doctrine;Base Strike Doctrine;;;;;;;;;;;;;x
fleet_in_being_doctrine;Fleet in Being Doctrine;;;;;;;;;;;;;x
sealane_interdiction_doctrine;Sealane Interdiction Doctrine;;;;;;;;;;;;;x
air_doctrine_practical;Air Combat Experience;;;;;;;;;;;;;x
fighter_focus;Fighter Focus;;;;;;;;;;;;;x
cas_focus;Close Air Support Focus;;;;;;;;;;;;;x
tac_focus;Tactical Airpower Focus;;;;;;;;;;;;;x
nav_focus;Naval Aviation Focus;;;;;;;;;;;;;x
strategic_air_focus;Strategic Airpower Focus;;;;;;;;;;;;;x
mechanicalengineering_theory;Mechanical Engineering;;;;;;;;;;;;;x
chemical_engineering;Chemical Engineering;;;;;;;;;;;;;x
jetengine_theory;Jet Engine Research;;;;;;;;;;;;;x
jetengine_practical;Jet Engine Practical;;;;;;;;;;;;;x
nuclear_physics;Nuclear Physics;;;;;;;;;;;;;x
nuclear_bomb;Nuclear Bomb Making;;;;;;;;;;;;;x
transport_practical;Transport Practical;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Folders;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
artillery_folder;Artillery;;;;;;;;;;;;;x
infantry_folder;Infantry;;;;;;;;;;;;;x
armour_folder;Armour;;;;;;;;;;;;;x
armourII_folder;Armour II;;;;;;;;;;;;;x
antitank_folder;Anti Tank;;;;;;;;;;;;;x
division_increase_folder;Div Str +;;;;;;;;;;;;;x
division_decrease_folder;Div Str -;;;;;;;;;;;;;x
smallship_folder;Small Ships;;;;;;;;;;;;;x
cruiser_folder;Cruisers;;;;;;;;;;;;;x
capitalship_folder;Capital Ships;;;;;;;;;;;;;x
capitalship_II_folder;Capital Ships II;;;;;;;;;;;;;x
carrier_folder;Carriers;;;;;;;;;;;;;x
aircraft_folder;Prototypes;;;;;;;;;;;;;x
armament_folder;Armament;;;;;;;;;;;;;x
payload_folder;Bombload;;;;;;;;;;;;;x
aircraftsystems_folder;Aircraft systems;;;;;;;;;;;;;x
avionics_folder;Avionics;;;;;;;;;;;;;x
jet_folder;Jet;;;;;;;;;;;;;x
nation_folder;National;;;;;;;;;;;;;x
construction_folder;Construction;;;;;;;;;;;;;x
industry_folder;Industry;;;;;;;;;;;;;x
secretweapon_folder;Secret Weapons;;;;;;;;;;;;;x
theory_folder;Electronics;;;;;;;;;;;;;x
land_doctrine_folder;Operational Doctr;;;;;;;;;;;;;x
special_forces_doctrine_folder;SF Doctr;;;;;;;;;;;;;x
strategic_doctrine_folder;Strategic Doctr;;;;;;;;;;;;;x
naval_doctrine_folder;Naval Doctr;;;;;;;;;;;;;x
air_doctrine_folder;Air Doctr;;;;;;;;;;;;;x
submarine_folder;Submarines;;;;;;;;;;;;;x
transports_folder;Transport;;;;;;;;;;;;;x
special_forces_folder;SF;;;;;;;;;;;;;x
command_structure_folder;CoC;;;;;;;;;;;;;x
blitzkrieg_folder;Blitzkrieg;;;;;;;;;;;;;x
superior_firepower_folder;Superior Firepower;;;;;;;;;;;;;x
grand_battle_plan_folder;Grand Battle Plan;;;;;;;;;;;;;x
deep_battle_folder;Deep Battle Doctrine;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Top Buttons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
TECH_INFANTRY;Infantry;;;;;;;;;;;;;x
TECH_ARMOUR;Armour;;;;;;;;;;;;;x
TECH_ARMOURII;Armour II;;;;;;;;;;;;;x
TECH_ANTITANK;Anti Tank;;;;;;;;;;;;;x
TECH_ARTILLERY;Artillery;;;;;;;;;;;;;x
TECH_DIV_INC;Div Str +;;;;;;;;;;;;;x
TECH_DIV_DECR;Div Str -;;;;;;;;;;;;;x
TECH_ESCORTS;Escorts;;;;;;;;;;;;;x
TECH_CRUISER;Cruisers;;;;;;;;;;;;;x
TECH_CAPITAL;Capital;;;;;;;;;;;;;x
TECH_CARRIER;Carrier;;;;;;;;;;;;;x
TECH_TRANSPORTS;Transport;;;;;;;;;;;;;x
TECH_ARMAMENT;Amament;;;;;;;;;;;;;x
TECH_AIRCRAFT;Prototypes;;;;;;;;;;;;;x
TECH_AIRCRAFTSYSTEMS;Air Sys;;;;;;;;;;;;;x
TECH_PAYLOAD;Bomb Load;;;;;;;;;;;;;x
TECH_AVIONICS;Avionics;;;;;;;;;;;;;x
TECH_JET;Jet;;;;;;;;;;;;;x
TECH_SPECAIR;Supp. Air;;;;;;;;;;;;;x
TECH_NATION;Nation;;;;;;;;;;;;;x
TECH_CONSTR;Constr;;;;;;;;;;;;;x
TECH_INDUSTRY;Industry;;;;;;;;;;;;;x
TECH_SECRET;Secret;;;;;;;;;;;;;x
TECH_THEORY;Electronics;;;;;;;;;;;;;x
TECH_LAND;Oper Doctr;;;;;;;;;;;;;x
TECH_SFDOCTR;SF Doctr;;;;;;;;;;;;;x
TECH_STRATEGIC;Strat Doctr;;;;;;;;;;;;;x
TECH_NAVAL;Naval Doctr;;;;;;;;;;;;;x
TECH_AIR;Air Doctr;;;;;;;;;;;;;x
TECH_SF;SF;;;;;;;;;;;;;x
TECH_CMD;CoC;;;;;;;;;;;;;x
TECH_SUB;Submarine;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Infantry Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
smallarms_technology;Small Arms;;;;;;;;;;;;;x
infantry_support;Infantry Support Weapons;;;;;;;;;;;;;x
infantry_guns;Infantry Guns;;;;;;;;;;;;;x
infantry_at;Infantry Anti-Tank Weapons;;;;;;;;;;;;;x
mountain_infantry;Mountain-Infantry Activation;;;;;;;;;;;;;x
marine_infantry;Marine Activation;;;;;;;;;;;;;x
paratrooper_infantry;Paratrooper Activation;;;;;;;;;;;;;x
night_goggles;Night Fighting Equipment;;;;;;;;;;;;;x
light_infantry_brigade_activation;Light Infantry Branch Upgrade;;;;;;;;;;;;;x
commando_brigade_activation;Elite Commando Units;;;;;;;;;;;;;x
#alpine_artillery_brigade_activation;Airborne and Alpine Artillery Units;;;;;;;;;;;;;x
#Ski_troops_brigade_activation;Ski Troop Units;;;;;;;;;;;;;x
special_forces_upgrade;Special Forces Branch Upgrade;;;;;;;;;;;;;x
infantry_activation;Standard Infantry Branch Upgrade ;;;;;;;;;;;;;x
garrison_activation;Garrison/Militia Training;;;;;;;;;;;;;x
semi_motorization;Semi-Motorization of Infantry;;;;;;;;;;;;;x
motorized_infantry;Motorization of Infantry;;;;;;;;;;;;;x
mechanised_infantry;Mechanization of Infantry;;;;;;;;;;;;;x
engineer_brigade_activation;Engineer Unit Training;;;;;;;;;;;;;x
engineer_bridging_equipment;Bridging Equipment;;;;;;;;;;;;;x
engineer_assault_equipment;Assault Weapons;;;;;;;;;;;;;x
improved_police_brigade;Improved Security Units;;;;;;;;;;;;;x
desert_warfare_equipment;Desert Warfare Equipment;;;;;;;;;;;;;x
jungle_warfare_equipment;Jungle Warfare Equipment;;;;;;;;;;;;;x
mountain_warfare_equipment;Mountain Warfare Equipment;;;;;;;;;;;;;x
artic_warfare_equipment;Arctic Warfare Equipment;;;;;;;;;;;;;x
amphibious_warfare_equipment;Amphibious Warfare Equipment;;;;;;;;;;;;;x
airborne_warfare_equipment;Airlanding Infantry and Equipment;;;;;;;;;;;;;x
smallarms_technology_desc;Training and drill of infantry can only improve our units so far.  Our infantry brigades could benefit from improvements to their small arms.  By developing new weapons for our troops, we will enable them to bring more firepower to bear against infantry and other soft targets.\n\nResearching this will not only provide boosts to certain support unit types, but will also help to unlock additional levels of other infantry unit types.;;;;;;;;;;;;;x
infantry_support_desc;At some point our troops are going to have to hold key defensive positions.  If we develop new support weapons, our infantry brigades should be able to better defend themselves when being attacked.\n\nResearching this will not only provide boosts to certain support unit types, but will also help to unlock additional levels of other infantry unit types.;;;;;;;;;;;;;x
infantry_guns_desc;Against a prepared and dug-in enemy, our infantry brigades will often suffer high casualties when attacking.  Our recent experiments with integrating small artillery pieces into infantry brigades shows great promise.  They should allow us to suppress the enemy and suffer fewer losses when we attack.\n\nResearching this will not only provide boosts to certain support unit types, but will also help to unlock additional levels of other infantry unit types.;;;;;;;;;;;;;x
infantry_at_desc;Our infantry may be facing increasing numbers of mechanised troops.  Our infantry's smallarms struggles to damage hard units, such as enemy divisions containing tanks and other vehicles.  If we research AT weapons to integrate with our infantry brigades, then they will be able to do more damage to that type of enemy.\n\nResearching this will not only provide boosts to certain support unit types, but will also help to unlock additional levels of other infantry unit types.;;;;;;;;;;;;;x
mountain_infantry_desc;Fighting in mountains and hills places aunique strain on our ground troops and makes it more difficult to move and attack.  By skimming the best troops from our infantry, we should be able to train elite brigades to operate in the mountains.\nAlthough lacking some standard heavy equipment, these brigades will have specialized equipment and training that will allow them to excel in rugged terrain.;;;;;;;;;;;;;x
marine_infantry_desc;Naval landings against defended locations are risky and expensive in terms of casualties.  Training and equipping infantry units especially for this task allows us to perform amphibious operations more effectively.;;;;;;;;;;;;;x
paratrooper_infantry_desc;The ability to build large transport aircraft opens up the opportunity to insert lightly-armed infantry behind enemy lines.  First we need to investigate the logistics of equipping and training such units.;;;;;;;;;;;;;x
night_goggles_desc;Fighting at night is always a problem due to simply not being able to see things well.  However, our scientists believe that we can develop equipment to allow our troops to fight more effectively using specialised night-vision scopes.;;;;;;;;;;;;;x
light_infantry_brigade_activation_desc;The Light Infantry Branch will upgrade Light Infantry, Naval Infantry, Cavalry, Militia, Luftwaffe Infantry, and HQ defence units. ;;;;;;;;;;;;;x
commando_brigade_desc;Small units containing highly trained and highly motivated elite soldiers who do damage to the enemy out of all proportion to their numbers.;;;;;;;;;;;;;x
alpine_artillery_brigade_desc;By researching light, portable artillery we can provide some much needed artillery support for our mountain and airborne units.;;;;;;;;;;;;;x
infantry_activation_desc;The Infantry Branch will upgrade Garrisons, Infantry, Semi-motorised, Motorised and Mechanized Infantry.This also includes the attachment/battalion sized units and the various nation specific unique versions.;;;;;;;;;;;;;x
special_forces_upgrade_desc;The Special Forces Branch will upgrade Marines, Mountain troops, Paratroops, Airborne Infantry, and Ski Troops and Elite Light Infantry. ;;;;;;;;;;;;;x
garrison_activation_desc;Garrison (from the French garnison, itself from the verb garnir, "to equip") is the collective term for a body of troops stationed in a particular location, originally to guard it, but now often simply using it as a home base. This kind of unit is ideal to defend a port or a tactical/strategical important area.\nThe garrison is usually in a city, town, fort, castle or similar. "Garrison town" is a common expression for any town that has a military base nearby.;;;;;;;;;;;;;x
semi_motorization_desc;By providing enough vehicles to transport heavy equipment and infantry components, we can provide some much needed mobility to our infantry units. This tech also enables motorized anti-aircraft brigades to be built.;;;;;;;;;;;;;x
mechanised_infantry_desc;Motorised infantry units may be quick on open roads, but the troops need to get out when combat starts.  If we build specialised half-tracks and troop carriers, then new mechanised brigades will be protected by their armour.  We can also put heavy weapons on many of their vehicles.;;;;;;;;;;;;;x
engineer_brigade_activation_desc;Bitter experience has shown that a fortified enemy position or a river can cause an attack to falter.  Troops supported by engineers trained in the use of specialized equipment can overcome such obstacles more effectively than those without such units.;;;;;;;;;;;;;x
engineer_bridging_equipment_desc;Obstacles such as rivers and fortifications may impede the advance of our forces.  Special equipment will allow them to breach such obstructions more effectively and contribute to the momentum of our attacks.;;;;;;;;;;;;;x
engineer_assault_equipment_desc;The enemy can create strongpoints to delay our troops.  Such fortified positions need to be assaulted by troops with special equipment designed to counter the defenders' advantages.;;;;;;;;;;;;;x
improved_police_brigade_desc;Maintaining civil order is an important function of the state.  Policing the civilian population properly reduces the opportunities offered to those who would cause the state harm by way of sabotage and revolt.;;;;;;;;;;;;;x
motorized_infantry_desc;By equipping our troops with motorised vehicles they will be able to take full advantage of the road networks and thus move much faster.  They will also be able to carry heavier support weapons into combat.;;;;;;;;;;;;;x
desert_warfare_equipment_desc;The desert is a particularly hostile environment to fight in.  By developing new equipment for our troops the effects of dehydration and sunstroke will be lessened and our casualties due to attrition reduced.;;;;;;;;;;;;;x
jungle_warfare_equipment_desc;The jungle is a particularly hostile environment to fight in.  By developing new equipment for our troops the effects of dehydration and heatstroke will be lessened and our casualties due to attrition reduced.;;;;;;;;;;;;;x
mountain_warfare_equipment_desc;Mountainous terrain is a particularly hostile environment to fight in.  By developing new equipment for our troops the effects of the cold will be lessened and our casualties due to attrition reduced.;;;;;;;;;;;;;x
artic_warfare_equipment_desc;Arctic weather is a particularly hostile environment to fight in.  By developing new equipment for our troops the effects of cold will be lessened and our casualties due to attrition reduced.;;;;;;;;;;;;;x
amphibious_warfare_equipment_desc;Amphibious warfare requires unique temporary modifications to our equipment to enable it to function properly.  During a landing on a beach, sand and water can foul any weapon.  By developing such technologies our troops will be confident that their equipment will not fail.;;;;;;;;;;;;;x
airborne_warfare_equipment_desc;Airlanding troops face particularly dangerous challenges.  Gliders provide them with lighter weapons and special equipment that allow them to deploy quickly.  By developing such a technology, airborne troops will remain effective for longer when surrounded by the enemy.;;;;;;;;;;;;;x
indian_infantry_activation;Indian Army Recruitment ;;;;;;;;;;;;;x
indian_infantry_activation_desc;Each level of the Tech will trigger an event OOB containing between 1 to 3 Indian Army Units. These may include Garrisons, Infantry, Cavalry and various supporting units. ;;;;;;;;;;;;;x
african_militia_activation;African Army Recruitment ;;;;;;;;;;;;;x
african_militia_activation_desc;Each level of the Tech will trigger an event OOB containing between 1 to 3 African Army Units. These may include Militia, Light Infantry, Cavalry, and Mountain Troops alongwith the various supporting units. ;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Armour Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
lighttank_brigade;Light Tank Brigade;;;;;;;;;;;;;x
lighttank_gun;Light Tank Gun;;;;;;;;;;;;;x
lighttank_engine;Light Tank Engine;;;;;;;;;;;;;x
lighttank_armour;Light Tank Armour;;;;;;;;;;;;;x
lighttank_reliability;Light Tank Reliability;;;;;;;;;;;;;x
tank_brigade;Medium Tank Brigade;;;;;;;;;;;;;x
tank_gun;Medium Tank Gun;;;;;;;;;;;;;x
tank_engine;Medium Tank Engine;;;;;;;;;;;;;x
tank_armour;Medium Tank Armour;;;;;;;;;;;;;x
tank_reliability;Medium Tank Reliability;;;;;;;;;;;;;x
heavy_tank_brigade;Heavy Tank Brigade;;;;;;;;;;;;;x
heavy_tank_gun;Heavy Tank Gun;;;;;;;;;;;;;x
heavy_tank_engine;Heavy Tank Engine;;;;;;;;;;;;;x
heavy_tank_armour;Heavy Tank Armour;;;;;;;;;;;;;x
heavy_tank_reliability;Heavy Tank Reliability;;;;;;;;;;;;;x
armored_car_armour;Armoured Car Armour;;;;;;;;;;;;;x
armored_car_gun;Armoured Car Gun;;;;;;;;;;;;;x
sp_artillery_brigade_design;Self-Propelled Artillery Brigade;;;;;;;;;;;;;x
super_heavy_tank_brigade;Super Heavy Tank Brigade;;;;;;;;;;;;;x
##super_heavy_tank_engine;Super Heavy Tank Engine;;;;;;;;;;;;;x
#super_heavy_tank_armour;Super Heavy Tank Armour;;;;;;;;;;;;;x
#super_heavy_tank_reliability;Super Heavy Tank Reliability;;;;;;;;;;;;;x
lighttank_brigade_desc;We can take our knowledge from developing armoured cars and research combat brigades of tanks.  Light armour brigades have better protection than armoured cars, making them less vulnerable to small arms and other soft attacks.  They are also highly mobile and offer the ability to build divisions that utilise combined arms tactics.;;;;;;;;;;;;;x
lighttank_gun_desc;To make the most of our light armoured brigades, they should have enough firepower to punch through enemy divisions quickly.  By developing new guns to mount on our tanks, they will be able to damage and destroy enemy units more quickly.  However this comes at the price of a little reliability, meaning we may lose more tanks to mechanical faults when we attack.;;;;;;;;;;;;;x
lighttank_engine_desc;Mobility is a key criterion for any land unit, but especially so for our light armour brigades.  Recent advances in engine technology show we can improve the speed of these tanks.  However, the new engines may not be as reliable, especially when we are on the offensive.;;;;;;;;;;;;;x
lighttank_armour_desc;As enemy weapons advance, they pose an increased threat to our armoured units.  If we research new armour for our light armoured brigades, this should help defend against these weapons.  New armour will mean divisions with these tanks will take fewer losses.  However, the increased weight of the armour does slow our tanks down.;;;;;;;;;;;;;x
lighttank_reliability_desc;All the firepower, armour and mobility of a tank is wasted if it is unreliable and breaks down.  If we develop new, more rugged designs and systems for quickly repairing minor problems, then our tanks will be more reliable.  This means that divisions with light armour brigades will take fewer losses, especially when attacking.;;;;;;;;;;;;;x
tank_brigade_desc;Our light tank designs combine firepower, mobility and defensiveness.  However, combat analysis suggests that they are too heavily geared towards mobility.  By trying to balance all three elements we should be able to produce a superior front-line tank.  However this will come at additional time and cost on the production line.;;;;;;;;;;;;;x
tank_gun_desc;To make the most of our armoured brigades, they should have enough firepower to punch through enemy divisions quickly.  By developing new guns to place on our tanks, they will be able to damage and destroy enemy units more quickly.  However, this comes at the price of a little reliability, which means that we may lose more tanks to mechanical faults when we attack.;;;;;;;;;;;;;x
tank_engine_desc;Mobility is a key criteron for any land unit and we must make sure our armoured brigades are not slowed down too much by their improved armour and weapons.  Recent advances in engine technology show we can improve the speed of these tanks.  However, the new engines may not be as reliable, especially when we are on the offensive.;;;;;;;;;;;;;x
tank_armour_desc;As enemy weapons advance, they pose an increased threat to our armoured units.  If we research new armour for our units, then this should help defend against these weapons.  New armour means that divisions with these tanks will take fewer losses.  However, the increased weight of the armour does slow our tanks down.;;;;;;;;;;;;;x
tank_reliability_desc;All the firepower, armour and mobility of a tank is wasted if it is unreliable and breaks down.  If we develop new and more rugged designs and systems for quickly repairing minor problems, then our tanks will be more reliable.  This means that divisions with armoured brigades will take fewer losses, especially when attacking.;;;;;;;;;;;;;x
heavy_tank_brigade_desc;As enemy weapons advance, our tank brigades will inevitably start to become more vulnerable and suffer losses.  No nation can suffer the loss of too many such units.  Therefore we may want to consider developing heavy armour that will take fewer losses in combat.  However, these new units will be more costly to produce and run, and are not as fast as other tank brigades.;;;;;;;;;;;;;x
heavy_tank_gun_desc;To make the most of our heavy armoured brigades, they should have enough firepower to knock back anything that opposes them.  By developing new guns to mount on our tanks, they will be able to wear down enemy units more quickly.  However, this comes at the price of a little reliability, which means that we may lose more tanks to mechanical faults when we attack.;;;;;;;;;;;;;x
heavy_tank_engine_desc;Although our heavy armour brigades are slowed down by their improved armour and weapons, we should make sure they still have good mobility on the battlefield.  Recent advances in engine technology show we can improve the speed of these tanks.  However, the new engines may not be as reliable, especially when we are on the offensive.;;;;;;;;;;;;;x
