ss_police_brigade;Sicherheitspolizei;;;;;;;;;;;;;x
ss_police_brigade_short;SiPo;;;;;;;;;;;;;x
ss_armored_car_brigade;SS-Aufklaerungs-Abt;;;;;;;;;;;;;x
ss_armored_car_brigade_short;SS-Auf;;;;;;;;;;;;;x
ss_motorcycle_recon_brigade;SS-Kradschutzen-Abt;;;;;;;;;;;;;x
ss_motorcycle_recon_brigade_short;SS-Krad;;;;;;;;;;;;;x
ss_Recon_cavalry_brigade;SS-Reiter-Abt;;;;;;;;;;;;;x
ss_Recon_cavalry_brigade_short;SS-RKabt;;;;;;;;;;;;;x
ss_artillery_brigade;SS-Artillerie-Regt;;;;;;;;;;;;;x
ss_artillery_brigade_short;SS-Art;;;;;;;;;;;;;x
ss_heavy_artillery_brigade;SS-Schwere Art.-Regt;;;;;;;;;;;;;x
ss_heavy_artillery_brigade_short;SS-Schw.Art;;;;;;;;;;;;;x
ss_pack_artillery_brigade;SS-Sonderverbande-Art-Regt;;;;;;;;;;;;;x
ss_pack_artillery_brigade_short;SS-SBArt;;;;;;;;;;;;;x
ss_rocket_artillery_brigade;SS-Werfer-Regiment;;;;;;;;;;;;;x
ss_rocket_artillery_brigade_short;SS-WArt;;;;;;;;;;;;;x
ss_armored_engineers_brigade;SS Panzer-Pionier-Abt;;;;;;;;;;;;;x
ss_armored_engineers_brigade_short;SSPzP;;;;;;;;;;;;;x
ss_commando_brigade;SS-Sonderverbaende;;;;;;;;;;;;;x
ss_commando_brigade_short;SS-SB;;;;;;;;;;;;;x
ss_paratrooper_brigade;SS-Fallschirm-Jaeger-Regt;;;;;;;;;;;;;x
ss_paratrooper_brigade_short;SS-Fj;;;;;;;;;;;;;x
ss_ski_brigade;SS-Skijaeger-Regt;;;;;;;;;;;;;x
ss_ski_brigade_short;SS-Sj;;;;;;;;;;;;;x
ss_sp_artillery_brigade;SS-Panzer-Art-Regt;;;;;;;;;;;;;x
ss_sp_artillery_brigade_short;SS-PzArt;;;;;;;;;;;;;x
ss_sp_rct_artillery_brigade;SS-Pz-Werfer-Regt;;;;;;;;;;;;;x
ss_sp_rct_artillery_brigade_short;SS-Werf;;;;;;;;;;;;;x
ss_sp_anti_air_brigade;SS-Panzer-Flak-Abt;;;;;;;;;;;;;x
ss_sp_anti_air_brigade_short;SS-PzFk;;;;;;;;;;;;;x
ss_mechanized_infantry_bat;SS PzG-Btl;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_short;SS PzGBtl;;;;;;;;;;;;;x
ss_motorized_infantry_bat;SS Mot-Btl;;;;;;;;;;;;;x
ss_motorized_infantry_bat_short;SS MotBtl;;;;;;;;;;;;;x
ss_armor_bat;SS-Pz-Abt;;;;;;;;;;;;;x
ss_armor_bat_short;SS-PzAbt;;;;;;;;;;;;;x
ss_anti_tank_brigade;SS-Pzjaeger-Abt;;;;;;;;;;;;;x
ss_anti_tank_brigade_short;SS-PzJ;;;;;;;;;;;;;x
ss_light_tank_destroyer_brigade;SS Pz-Jäger(Leicht) ;;;;;;;;;;;;;x
ss_light_tank_destroyer_brigade_short;SS-Pj(L);;;;;;;;;;;;;x
ss_anti_air_brigade;SS-Flak-Abt;;;;;;;;;;;;;x
ss_anti_air_brigade_short;SS-Fk;;;;;;;;;;;;;x
ss_engineer_brigade;SS-Pionier-Abt;;;;;;;;;;;;;x
ss_engineer_brigade_short;SS-P;;;;;;;;;;;;;x
ss_motorized_engineer_brigade;SS-Motor-Pionier-Abt ;;Motor-Pioniere;In¿ynierowie Opancerzeni;;;;;;;;;;x;
ss_motorized_engineer_brigade_short;SS-Mot.-P;;SS-Mot.-Pio;In¿.Opanc.;;;;;;;;;;x;
ss_heavy_anti_tank_brigade;SS-Schwere.Pzjaeger-Abt;;;;;;;;;;;;;x
ss_heavy_anti_tank_brigade_short;SS-Sch.PzJ;;;;;;;;;;;;;x
ss_medium_artillery_brigade;SS-Mittel Art-Regt;;;;;;;;;;;;;x
ss_medium_artillery_brigade_short;SS-Mit.Art;;;;;;;;;;;;;x
ss_heavy_anti_air_brigade;SS-Schwere.Flak-Abt;;;;;;;;;;;;;x
ss_heavy_anti_air_brigade_short;SS-Sch.Fk;;;;;;;;;;;;;x
ss_light_tank_destroyer_brigade;SS Pz-Jäger(Leicht) ;;;;;;;;;;;;;x
ss_light_tank_destroyer_brigade_short;SS-Pj(L);;;;;;;;;;;;;x
ss_tank_destroyer_brigade;SS Pz-Jäger ;;;;;;;;;;;;;x
ss_tank_destroyer_brigade_short;SS-Pj;;;;;;;;;;;;;x
ss_wiking;Wiking;;;;;;;;;;;;;x
ss_wiking_short;Wk;;;;;;;;;;;;;x
ss_lssah;LSSAH;;;;;;;;;;;;;x
ss_lssah_short;LSSAH;;;;;;;;;;;;;x
ss_dasreich;Das Reich;;;;;;;;;;;;;x
ss_dasreich_short;DR;;;;;;;;;;;;;x
ss_totenkopf;Totenkopf;;;;;;;;;;;;;x
ss_totenkopf_short;Tot;;;;;;;;;;;;;x
ss_hitlerjugend;Hitler Jugend;;;;;;;;;;;;;x
ss_hitlerjugend_short;HJ;;;;;;;;;;;;;x
ss_polizei;SS Polizei;;;;;;;;;;;;;x
ss_polizei_short;SS Pol;;;;;;;;;;;;;x
lehr_brigade;Lehr;;;;;;;;;;;;;x
lehr_brigade_short;Lehr;;;;;;;;;;;;;x
ss_prinz_eugen;Prinz Eugen;;;;;;;;;;;;;x
ss_prinz_eugen_short;P-E;;;;;;;;;;;;;x
ss_florian_geyer;Florian Geyer;;;;;;;;;;;;;x
ss_florian_geyer_short;F-G;;;;;;;;;;;;;x
ss_frundsberg;Frundsberg;;;;;;;;;;;;;x
ss_frundsberg_short;FdB;;;;;;;;;;;;;x
ss_hohenstaufen;Hohenstaufen;;;;;;;;;;;;;x
ss_hohenstaufen_short;HsF;;;;;;;;;;;;;x
ss_hq_brigade;SS HQ;;;;;;;;;;;;;x
ss_hq_brigade_short;SSHQ;;;;;;;;;;;;;x
ss_mot_hq_brigade;SS HQ(M);;;;;;;;;;;;;x
ss_mot_hq_brigade_short;SSHQ(M);;;;;;;;;;;;;x
ss_mech_hq_brigade;SS PzGren HQ;;;;;;;;;;;;;x
ss_mech_hq_brigade_short;SSHQ(PzGr);;;;;;;;;;;;;x
ss_pz_hq_brigade;SS Pz HQ Brigade;;;;;;;;;;;;;x
ss_pz_hq_brigade_short;SSHQ(Pz);;;;;;;;;;;;;x
ger_ss_i_panzer_korps;I. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_i_panzer_korps_short;1.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_ii_panzer_korps;II. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_ii_panzer_korps_short;2.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_iii_panzer_korps;III. (germanische)SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_iii_panzer_korps_short;3.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_iv_panzer_korps;IV. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_iv_panzer_korps_short;4.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_vii_panzer_korps;VII. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_vii_panzer_korps_short;7.SS.Pz.-AK ;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Unit Model Names #;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
##################### SS HQ #################;;;;;;;;;;;;;;x
division_hq_ss_standard;SS-Stab;;;;;;;;;;;;;x
division_hq_ss_standard_short;SS-Stab;;;;;;;;;;;;;x
division_hq_ss_veteran;Veteran SS-Stab;;;;;;;;;;;;;x
division_hq_ss_veteran_short;vSS-Stab;;;;;;;;;;;;;x
division_hq_ss_elite;Elite SS-Stab;;;;;;;;;;;;;x
division_hq_ss_elite_short;eSS-Stab;;;;;;;;;;;;;x
### Special SS HQs #;;;;;;;;;;;;;;x
ss_wiking_0;Wiking(I) ;;;;;;;;;;;;;x
ss_wiking_1;Wiking(II) ;;;;;;;;;;;;;x
ss_wiking_2;Wiking(III) ;;;;;;;;;;;;;x
ss_wiking_3;Wiking(IV) ;;;;;;;;;;;;;x
ss_wiking_4;Wiking(V) ;;;;;;;;;;;;;x
ss_wiking_5;Wiking(VI) ;;;;;;;;;;;;;x
ss_wiking_6;Wiking(VII) ;;;;;;;;;;;;;x
ss_wiking_7;Wiking(VIII) ;;;;;;;;;;;;;x
ss_wiking_8;Wiking(IX) ;;;;;;;;;;;;;x
ss_wiking_9;Wiking(X) ;;;;;;;;;;;;;x
ss_dasreich_0;Das Reich(I) ;;;;;;;;;;;;;x
ss_dasreich_1;Das Reich(II) ;;;;;;;;;;;;;x
ss_dasreich_2;Das Reich(III) ;;;;;;;;;;;;;x
ss_dasreich_3;Das Reich(IV) ;;;;;;;;;;;;;x
ss_dasreich_4;Das Reich(V) ;;;;;;;;;;;;;x
ss_dasreich_5;Das Reich(VI) ;;;;;;;;;;;;;x
ss_dasreich_6;Das Reich(VII) ;;;;;;;;;;;;;x
ss_dasreich_7;Das Reich(VIII) ;;;;;;;;;;;;;x
ss_dasreich_8;Das Reich(IX) ;;;;;;;;;;;;;x
ss_dasreich_9;Das Reich(X) ;;;;;;;;;;;;;x
ss_lssah_0;LSSAH(I) ;;;;;;;;;;;;;x
ss_lssah_1;LSSAH(II) ;;;;;;;;;;;;;x
ss_lssah_2;LSSAH(III) ;;;;;;;;;;;;;x
ss_lssah_3;LSSAH(IV) ;;;;;;;;;;;;;x
ss_lssah_4;LSSAH(V) ;;;;;;;;;;;;;x
ss_lssah_5;LSSAH(VI) ;;;;;;;;;;;;;x
ss_lssah_6;LSSAH(VII) ;;;;;;;;;;;;;x
ss_lssah_7;LSSAH(VIII) ;;;;;;;;;;;;;x
ss_lssah_8;LSSAH(IX) ;;;;;;;;;;;;;x
ss_lssah_9;LSSAH(X) ;;;;;;;;;;;;;x
ss_totenkopf_0;Totenkopf(I) ;;;;;;;;;;;;;x
ss_totenkopf_1;Totenkopf(II) ;;;;;;;;;;;;;x
ss_totenkopf_2;Totenkopf(III) ;;;;;;;;;;;;;x
ss_totenkopf_3;Totenkopf(IV) ;;;;;;;;;;;;;x
ss_totenkopf_4;Totenkopf(V) ;;;;;;;;;;;;;x
ss_totenkopf_5;Totenkopf(VI) ;;;;;;;;;;;;;x
ss_totenkopf_6;Totenkopf(VII) ;;;;;;;;;;;;;x
ss_totenkopf_7;Totenkopf(VIII) ;;;;;;;;;;;;;x
ss_totenkopf_8;Totenkopf(IX) ;;;;;;;;;;;;;x
ss_totenkopf_9;Totenkopf(X) ;;;;;;;;;;;;;x
ss_polizei_0;SS Polizei(I) ;;;;;;;;;;;;;x
ss_polizei_1;SS Polizei(II) ;;;;;;;;;;;;;x
ss_polizei_2;SS Polizei(III) ;;;;;;;;;;;;;x
ss_polizei_3;SS Polizei(IV) ;;;;;;;;;;;;;x
ss_polizei_4;SS Polizei(V) ;;;;;;;;;;;;;x
ss_polizei_5;SS Polizei(VI) ;;;;;;;;;;;;;x
ss_polizei_6;SS Polizei(VII) ;;;;;;;;;;;;;x
ss_polizei_7;SS Polizei(VIII) ;;;;;;;;;;;;;x
ss_polizei_8;SS Polizei(IX) ;;;;;;;;;;;;;x
ss_polizei_9;SS Polizei(X) ;;;;;;;;;;;;;x
ss_hitlerjugend_0;Hitler Jugend(I) ;;;;;;;;;;;;;x
ss_hitlerjugend_1;Hitler Jugend(II) ;;;;;;;;;;;;;x
ss_hitlerjugend_2;Hitler Jugend(III) ;;;;;;;;;;;;;x
ss_hitlerjugend_3;Hitler Jugend(IV) ;;;;;;;;;;;;;x
ss_hitlerjugend_4;Hitler Jugend(V) ;;;;;;;;;;;;;x
ss_hitlerjugend_5;Hitler Jugend(VI) ;;;;;;;;;;;;;x
ss_hitlerjugend_6;Hitler Jugend(VII) ;;;;;;;;;;;;;x
ss_hitlerjugend_7;Hitler Jugend(VIII) ;;;;;;;;;;;;;x
ss_hitlerjugend_8;Hitler Jugend(IX) ;;;;;;;;;;;;;x
ss_hitlerjugend_9;Hitler Jugend(X) ;;;;;;;;;;;;;x
ss_frundsberg_0;Frundsberg(I) ;;;;;;;;;;;;;x
ss_frundsberg_1;Frundsberg(II) ;;;;;;;;;;;;;x
ss_frundsberg_2;Frundsberg(III) ;;;;;;;;;;;;;x
ss_frundsberg_3;Frundsberg(IV) ;;;;;;;;;;;;;x
ss_frundsberg_4;Frundsberg(V) ;;;;;;;;;;;;;x
ss_frundsberg_5;Frundsberg(VI) ;;;;;;;;;;;;;x
ss_frundsberg_6;Frundsberg(VII) ;;;;;;;;;;;;;x
ss_frundsberg_7;Frundsberg(VIII) ;;;;;;;;;;;;;x
ss_frundsberg_8;Frundsberg(IX) ;;;;;;;;;;;;;x
ss_frundsberg_9;Frundsberg(X) ;;;;;;;;;;;;;x
ss_hohenstaufen_0;Hohenstaufen(I) ;;;;;;;;;;;;;x
ss_hohenstaufen_1;Hohenstaufen(II) ;;;;;;;;;;;;;x
ss_hohenstaufen_2;Hohenstaufen(III) ;;;;;;;;;;;;;x
ss_hohenstaufen_3;Hohenstaufen(IV) ;;;;;;;;;;;;;x
ss_hohenstaufen_4;Hohenstaufen(V) ;;;;;;;;;;;;;x
ss_hohenstaufen_5;Hohenstaufen(VI) ;;;;;;;;;;;;;x
ss_hohenstaufen_6;Hohenstaufen(VII) ;;;;;;;;;;;;;x
ss_hohenstaufen_7;Hohenstaufen(VIII) ;;;;;;;;;;;;;x
ss_hohenstaufen_8;Hohenstaufen(IX) ;;;;;;;;;;;;;x
ss_hohenstaufen_9;Hohenstaufen(X) ;;;;;;;;;;;;;x
ss_prinz_eugen_0;Prinz Eugen(I) ;;;;;;;;;;;;;x
ss_prinz_eugen_1;Prinz Eugen(II) ;;;;;;;;;;;;;x
ss_prinz_eugen_2;Prinz Eugen(III) ;;;;;;;;;;;;;x
ss_prinz_eugen_3;Prinz Eugen(IV) ;;;;;;;;;;;;;x
ss_prinz_eugen_4;Prinz Eugen(V) ;;;;;;;;;;;;;x
ss_prinz_eugen_5;Prinz Eugen(VI) ;;;;;;;;;;;;;x
ss_prinz_eugen_6;Prinz Eugen(VII) ;;;;;;;;;;;;;x
ss_prinz_eugen_7;Prinz Eugen(VIII) ;;;;;;;;;;;;;x
ss_prinz_eugen_8;Prinz Eugen(IX) ;;;;;;;;;;;;;x
ss_prinz_eugen_9;Prinz Eugen(X) ;;;;;;;;;;;;;x
ss_florian_geyer_0;Florian Geyer(I) ;;;;;;;;;;;;;x
ss_florian_geyer_1;Florian Geyer(II) ;;;;;;;;;;;;;x
ss_florian_geyer_2;Florian Geyer(III) ;;;;;;;;;;;;;x
ss_florian_geyer_3;Florian Geyer(IV) ;;;;;;;;;;;;;x
ss_florian_geyer_4;Florian Geyer(V) ;;;;;;;;;;;;;x
ss_florian_geyer_5;Florian Geyer(VI) ;;;;;;;;;;;;;x
ss_florian_geyer_6;Florian Geyer(VII) ;;;;;;;;;;;;;x
ss_florian_geyer_7;Florian Geyer(VIII) ;;;;;;;;;;;;;x
ss_florian_geyer_8;Florian Geyer(IX) ;;;;;;;;;;;;;x
ss_florian_geyer_9;Florian Geyer(X) ;;;;;;;;;;;;;x
##################### SS Militia regiment #################;;;;;;;;;;;;;;x
ss_militia_brigade_0;Waffen-Grenadier '18;;;;;;;;;;;;;;x
ss_militia_brigade_1;Waffen-Grenadier '34;;;;;;;;;;;;;;x
ss_militia_brigade_2;Waffen-Grenadier '36;;;;;;;;;;;;;;x
ss_militia_brigade_3;Waffen-Grenadier '38;;;;;;;;;;;;;;x
ss_militia_brigade_4;Waffen-Grenadier '40;;;;;;;;;;;;;;x
ss_militia_brigade_5;Waffen-Grenadier '42;;;;;;;;;;;;;;x
ss_militia_brigade_6;Waffen-Grenadier '44;;;;;;;;;;;;;;x
ss_militia_brigade_7;Waffen-Grenadier '46;;;;;;;;;;;;;;x
ss_militia_brigade_8;Waffen-Grenadier '48;;;;;;;;;;;;;;x
ss_militia_brigade_9;Waffen-Grenadier '50;;;;;;;;;;;;;;x
##################### SS Infantry regiment #################;;;;;;;;;;;;;;x
ss_infantry_brigade_0;SS-Grenadier '18;;;;;;;;;;;;;x
ss_infantry_brigade_1;SS-Grenadier '34;;;;;;;;;;;;;x
ss_infantry_brigade_2;SS-Grenadier '36;;;;;;;;;;;;;x
ss_infantry_brigade_3;SS-Grenadier '38;;;;;;;;;;;;;x
ss_infantry_brigade_4;SS-Grenadier '40;;;;;;;;;;;;;x
ss_infantry_brigade_5;SS-Grenadier '42;;;;;;;;;;;;;x
ss_infantry_brigade_6;SS-Grenadier '44;;;;;;;;;;;;;x
ss_infantry_brigade_7;SS-Grenadier '46;;;;;;;;;;;;;x
ss_infantry_brigade_8;SS-Grenadier '48;;;;;;;;;;;;;x
ss_infantry_brigade_9;SS-Grenadier '50;;;;;;;;;;;;;x
##################### SS Infantry battalion #################;;;;;;;;;;;;;;x
ss_infantry_bat_0;SS-Grenadier Btl '18;;;;;;;;;;;;;x
ss_infantry_bat_1;SS-Grenadier Btl '34;;;;;;;;;;;;;x
ss_infantry_bat_2;SS-Grenadier Btl '36;;;;;;;;;;;;;x
ss_infantry_bat_3;SS-Grenadier Btl '38;;;;;;;;;;;;;x
ss_infantry_bat_4;SS-Grenadier Btl '40;;;;;;;;;;;;;x
ss_infantry_bat_5;SS-Grenadier Btl '42;;;;;;;;;;;;;x
ss_infantry_bat_6;SS-Grenadier Btl '44;;;;;;;;;;;;;x
ss_infantry_bat_7;SS-Grenadier Btl '46;;;;;;;;;;;;;x
ss_infantry_bat_8;SS-Grenadier Btl '48;;;;;;;;;;;;;x
ss_infantry_bat_9;SS-Grenadier Btl '50;;;;;;;;;;;;;x
##################### SS motorized Infantry regiment #################;;;;;;;;;;;;;;x
ss_motorized_brigade_0;SS-VT '18;;;;;;;;;;;;;x
ss_motorized_brigade_1;SS-VT '34;;;;;;;;;;;;;x
ss_motorized_brigade_2;SS-VT '36;;;;;;;;;;;;;x
ss_motorized_brigade_3;SS-VT '38;;;;;;;;;;;;;x
ss_motorized_brigade_4;SS-Grenadier(mot) '40;;;;;;;;;;;;;x
ss_motorized_brigade_5;SS-Grenadier(mot) '42;;;;;;;;;;;;;x
ss_motorized_brigade_6;SS-Grenadier(mot) '44;;;;;;;;;;;;;x
ss_motorized_brigade_7;SS-Grenadier(mot) '46;;;;;;;;;;;;;x
ss_motorized_brigade_8;SS-Grenadier(mot) '48;;;;;;;;;;;;;x
ss_motorized_brigade_9;SS-Grenadier(mot) '50;;;;;;;;;;;;;x
################ SS motorized Infantry battalion #################;;;;;;;;;;;;;;x
ss_motorized_infantry_bat_0;SS-VT Btl(mot)'18 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_1;SS-VT Btl(mot)'34 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_2;SS-VT Btl(mot)'36 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_3;SS-VT Btl(mot)'38 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_4;SS-Grenadier Btl(mot)'40 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_5;SS-Grenadier Btl(mot)'42 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_6;SS-Grenadier Btl(mot)'44 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_7;SS-Grenadier Btl(mot)'46 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_8;SS-Grenadier Btl(mot)'48 ;;;;;;;;;;;;;x
ss_motorized_infantry_bat_9;SS-Grenadier Btl(mot)'50 ;;;;;;;;;;;;;x
##################### SS mechanized Infantry regiment #################;;;;;;;;;;;;;;x
ss_mechanized_brigade_0;SS-Schützen '18;;;;;;;;;;;;;x
ss_mechanized_brigade_1;SS-Schützen '34;;;;;;;;;;;;;x
ss_mechanized_brigade_2;SS-Schützen '36;;;;;;;;;;;;;x
ss_mechanized_brigade_3;SS-Schützen '38;;;;;;;;;;;;;x
ss_mechanized_brigade_4;SS-Schützen '40;;;;;;;;;;;;;x
ss_mechanized_brigade_5;SS-Panzergrenadier '42;;;;;;;;;;;;;x
ss_mechanized_brigade_6;SS-Panzergrenadier '44;;;;;;;;;;;;;x
ss_mechanized_brigade_7;SS-Panzergrenadier '46;;;;;;;;;;;;;x
ss_mechanized_brigade_8;SS-Pz.Gren. '48;;;;;;;;;;;;;x
ss_mechanized_brigade_9;SS-Pz.Gren. '50;;;;;;;;;;;;;x
##################### SS mechanized Infantry battalion #################;;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_0;SS-Schützen Btl'18 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_1;SS-Schützen Btl'34 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_2;SS-Schützen Btl'36 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_3;SS-Schützen Btl'38 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_4;SS-Schützen Btl'40 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_5;SS-Panzergrenadier Btl'42 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_6;SS-Panzergrenadier Btl'44 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_7;SS-Panzergrenadier Btl'46 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_8;SS-Pz.Gren. TPz Fuchs Btl'48 ;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_9;SS-Pz.Gren. TPz Fuchs Btl'50 ;;;;;;;;;;;;;x
##################### SS Paratrooper INFANTRY #################;;;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_0;SS-Fallschirmjäger (I);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_1;SS-Fallschirmjäger (II);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_2;SS-Fallschirmjäger (III);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_3;SS-Fallschirmjäger (IV);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_4;SS-Fallschirmjäger (V);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_5;SS-Fallschirmjäger (VI);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_6;SS-Fallschirmjäger (VII);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_7;SS-Fallschirmjäger (VIII);;;;;;;;;;;;;x
GER_ss_fallschirm_brigade_8;SS-Fallschirmjäger (IX);;;;;;;;;;;;;x
##################### SS Light INFANTRY #################;;;;;;;;;;;;;;x
GER_ss_jager_brigade_0;SS-Jäger (I);;;;;;;;;;;;;x
GER_ss_jager_brigade_1;SS-Jäger (II);;;;;;;;;;;;;x
GER_ss_jager_brigade_2;SS-Jäger (III);;;;;;;;;;;;;x
GER_ss_jager_brigade_3;SS-Jäger (IV);;;;;;;;;;;;;x
GER_ss_jager_brigade_4;SS-Jäger (V);;;;;;;;;;;;;x
GER_ss_jager_brigade_5;SS-Jäger (VI);;;;;;;;;;;;;x
GER_ss_jager_brigade_6;SS-Jäger (VII);;;;;;;;;;;;;x
GER_ss_jager_brigade_7;SS-Jäger (VIII);;;;;;;;;;;;;x
GER_ss_jager_brigade_8;SS-Jäger (IX);;;;;;;;;;;;;x
##################### SS Elite Light INFANTRY #################;;;;;;;;;;;;;;x
ss_commando_brigade_0;SS-Sonderverbände(I) ;;;;;;;;;;;;;x
