####################################;;;;;;;;;;;;;x
#FRA OOB EVENTS;;;;;;;;;;;;;x
####################################;;;;;;;;;;;;;x
EVTDESC33313;DLM were the first french armored units to be constituted, coming from the army cavalry branch. Motorisation of cavalry units started in the mid-thirthies under the impulse of Jean Flavigny, director of Cavalry and Logistics between 1932 and 1936. 1ère Division Légère Mécanique was set up in July 1935 in Reims from the former 4ème Division de Cavalerie and placed under the command of general Francois Picard.\nThis new type of division was composed of two armored brigades - one made of two tank regiments, the second made of motorized elements (infantry, recon, artillery) - and various support units. It totalizes 96 Somua S-35 medium tanks, 94 Hotchkiss H-35/H39 light tanks, 48 Panhard AMD 178 and 69 Renault 35-ZT armored cars. Each division was composed of 10.400 men and the adjective 'light' was only meaning the ability of fast movement. For all these reasons, the DLM divisions were very close in strength and missions to their German counterpart, the early Panzerdivisionen.\n\n2ème Division Légère Mécanique was set up before war in Lyon upon the basis of the former 5ème Division de Cavalerie.\n3ème Division Légère Mécanique was set up in February 1940.\n4ème Division Légère Mécanique was set up in early June 1940 from the remnants of 1ère DLC.\n7ème Division Légère Mécanique was set up in early June 1940 from the remnants of 4ème DLC.\nPlans to convert all DLC into DLM equipped with Somua-S35 medium tanks were interupted by the fate of war in the West.;;;;;;;;;;;;;x
EVTNAME33314;Formation of 2ème Division Légère Mécanique (2ème DLM);;;;;;;;;;;;;x
EVTDESC33314;2ème Division Légère Mécanique was set up in Lyon in 1937 upon the basis of the former 5ème Division de Cavalerie. Its first commander until 1939 was Félix René Altmayer until he was replaced by general Gabriel Bougrain in September.\n2ème DLM was assigned to Cavalry Corps alongside the 3ème DLM. Between May 12th and 14th, René Prioux's cavalry corps faced Erich Hoepner's XVI. Armee-Korps (mot.) made of 3. Panzerdivision and 4. Panzerdivision in Hannut, Belgium. It was the largest tank battle of the campaign and, at this time, the largest clash of tanks in armored warfare history. Despite heavy losses (half inflicted by the Luftwaffe), 2ème DLM succed in delaying the german advance, destroying many tanks. It was then assigned to cover the retreat of French 1ère Armée before being encircled in the Dunkerque Pocket.\nRemnants of the 2ème DLM who were embarqued in Dunkerque were used to reform the division, south to Paris, and assigned to the newly formed 10ème Armée. 2ème DLM fought in defensive stance until the Armistice.;;;;;;;;;;;;;x
EVTNAME33315;Formation of 3ème Division Légère Mécanique (3ème DLM);;;;;;;;;;;;;x
EVTDESC33315;3ème Division Légère Mécanique was set up in Saint-Quentin in February 1940 under the command of general Jean Léon Albert Langlois, former chief of staff of 2ème Armée. In early March, the division was assigned to René Prioux's Cavalry Corps, replacing the 1ère DLM sent to the 7ème Armée.\nThe division also took heavy losses in the tank battle of Hannut and ended like its sister division, 2ème DLM.;;;;;;;;;;;;;x
EVTNAME33316;Formation of 4ème Division Légère Mécanique(4ème DLM);;;;;;;;;;;;;x
EVTDESC33316;4ème Division Légère Mécanique was to be set up in July 1940 by transformation of the former 1ère DLC. Due to the rapid advance of german forces, constitution of this division was interrupted to send all armored forces to the front. Half of its equipments were finally sent to the newly formed 4ème Division Cuirassée (DCR) under command of general Charles de Gaulle.\nThe other part was assembled as a 'Groupement mécanique de marche' under the command of Lieutenant-Colonel Pierre de Langle de Cary and sent to the 7th Army.\n\n§RHere you have the possibility to create the full division or go historical.§R;;;;;;;;;;;;;x
EVTOPTA33316;We have time: form a full division!;;;;;;;;;;;;;x
EVTOPTB33316;We need to hurry: gatter all the remnants to form a new unit!;;;;;;;;;;;;;x
EVTOPTC33316;No, keep our ressources for other purpose.;;;;;;;;;;;;;x
EVTNAME33317;Formation of 7ème Division Légère Mécanique (7ème DLM);;;;;;;;;;;;;x
EVTDESC33317;7ème Division Légère Mécanique was to be set up in July 1940 by transformation of the former 4ème Division Légère de Cavalerie. This unit was never formed, due to the Armistice.;;;;;;;;;;;;;x
EVTNAME33318;Formation of 8ème Division Légère Mécanique (8ème DLM);;;;;;;;;;;;;x
EVTDESC33318;8ème Division Légère Mécanique was to be set up in August 1940 by transformation of the former 5ème Division Légère de Cavalerie. This unit was never formed, due to the Armistice.;;;;;;;;;;;;;x
EVTNAME33319;Formation of 5ème Division Légère Mécanique (5ème DLM);;;;;;;;;;;;;x
EVTDESC33319;5ème Division Légère Mécanique was to be created by transformation of the former 2ème Division Légère de Cavalerie. This unit was never formed, due to the Armistice.;;;;;;;;;;;;;x
EVTNAME33320;Formation of 6ème Division Légère Mécanique (6ème DLM);;;;;;;;;;;;;x
EVTDESC33320;6ème Division Légère Mécanique was to be created by transformation of the former 3ème Division Légère de Cavalerie. This unit was never formed, due to the Armistice.;;;;;;;;;;;;;x
EVTNAME33321;Send armored reinforcements to Tunisia;;;;;;;;;;;;;x
EVTDESC33321;In April 1938, French High Command started to consider the threat of italian forces in Libya and decided to send armored reinforcements to the Front Sud Tunisien. The Groupe de Bataillons de Chars (GBC) 521 was constituted of three battalions (61st, 65th, 67th) totalizing 135 Renault D1 infantry support tanks.\nAlthough these tanks were already outdated, they saw combat during the Torch operation (1942) and later in the allied campaign against Axis forces in Tunisia (1943).;;;;;;;;;;;;;x
EVTNAME33322;Formation of the 'Groupement tactique d'expérience';;;;;;;;;;;;;x
EVTDESC33322;Alongside the newly formed DLM, French High command ordered the formation in Nancy of an experimental unit, amalgam of different detached units assembled to work on a new concept of tank utilisation. This group was composed of 4 heavy tanks battalions from various units, equiped with Renault B1 and B1 Bis, two batallions of motorized infantry and all terrain motorised artillery regiment with 105 mm guns.\nThis experience and the german armored warfare in Poland conduct General Gamelin to order in september 1939 the formation of the two french armored brigades from this tactical group. These two armored brigades were soon transformed into the first french armored divisions: 1ère et 2ème Divisions Cuirassées de Réserve (DCR).;;;;;;;;;;;;;x
EVTNAME33323;Formation of the 1ère Division Cuirassee de Réserve (1ère DCR - armored division);;;;;;;;;;;;;x
EVTDESC33323;1ère DCR was formed on January 16th, 1940 in Châlons from the 1ère Brigade Cuirassée. Its initial commander was general Marie Germain Christian Bruneau and the division was attached to the 1ère Armée (general Blanchard). It was the most powerfull french army unit when it entered in Belgium on May 10th, 1940 with some 90 Hotchkiss H-35 light tanks and 70 B1-Bis heavy tanks. Slowed by refugees and lack of fuel, 1ère DCR missed the opportunity to smash Erwin Rommel and its 7. Panzedivision on May 14th when it was vunerable. During the battle of Flavion, south of Charleroi (May 15th), the division was engaged by the 5. and 7. Panzerdivision, suffered heavy losses (100 tanks) but managed to knock out from 60 to 100 german tanks and 20 armored cars.\nMost of the french losses were provocated by lack of fuel, communications, recon capacities and adequate anti-aircraft guns. General Bruneau and its staff were captured on May 18th near Bantouzelle.\nThe division was reinforced in late May and placed under the command of general Marie Joseph Edmond Welvert. 1ère DCR covered the retreat of the 7ème Armée and was disbanded after the Armistice.;;;;;;;;;;;;;x
EVTNAME33324;Formation of the 2ème Division Cuirassée de Réserve (2ème DCR);;;;;;;;;;;;;x
EVTDESC33324;2ème DCR was created on January 16th, 1940 like the 1ère DCR. It was assigned to 1ère Armée and then to the 1er Groupement Cuirassé, a GHQ reserve force. Thought to engage ennemy tank formations and motorized units, 2ème DCR was thrown against german troops piercing the front at Dinant. Facing Guderian’s XIX. Armee Korps, general Albert Charles Emile Buche engaged its tanks in small formations because all the division wasn’t transfered to the front in time. One week later, the 2ème DCR had cessed to exist.;;;;;;;;;;;;;x
EVTNAME33325;Formation of the 3ème Division Cuirassée de Réserve (3ème DCR);;;;;;;;;;;;;x
EVTDESC33325;3ème DCR was formed on March 20th, 1940 in Chatou, near Paris. This armored division was placed under the command of general Georges Louis Marie Brocard and assigned to the 1er Groupement Cuirassé. It was then assembled at Mourmelon and sent to combat on May 14th.\n3ème DCR participated to the battle of Stonne (May 15th-27th) under the command of Jean Flavigny’s 21ème Corps d'Armée. Flavigny was tasked to take back the village of Stonne, a strategic position in the heights south of the german bridgehead of Sedan over the river Meuse. Alongside 3ème Division d’Infanterie Motorisée, french tankers equiped with the powerfull B1-Bis heavy tank attacked the VI. Armee-Korps and XIV. Armee-Korps (mot.), composed of the 10. Panzerdivision, IR Grossdeutschland, 16. and 24. Infanterie-Divisionen. Germany lost 26.000 soldiers for 7.500 french soldiers which is the coslty battle in the west for the Reich. Generals Herman Hoth and Heinz Guderian jugged how severe was this battle but even if the village was captured and recaptured 17 times, it was firmly hold by german troops on May 17th, preventing Flavigny to lead a strong attack on the Sedan’s bridghead.\nAfter the battle of Stonne, 3ème DCR was forced to abandon almost all its heavy tanks and then retreated south until the Armistice.;;;;;;;;;;;;;x
EVTNAME33326;Formation of the 4ème Division Cuirassée de Réserve (4ème DCR);;;;;;;;;;;;;x
EVTDESC33326;4ème DCR was formed on May 10th, 1940, when Germany launched its offensive toward Western Countries. This ad hoc unit was set up adding all available tank batallions from May 10th to May 27th. It reached a total of 364 armored vehicules : 58 B1-Bis heavy tanks, 44 D2 and 39 Somua S-35 medium tanks, 135 R-35, 40 H39 light tanks, and 48 Panhard AMD 178 armored cars.\nUnder the leadership of Colonel Charles de Gaulle, the division enter in action on May 17th at Montcornet and Laon, pushing back german troops. From May 28th to May 30th, 4ème DCR fought to take back the Abbeville salient and relieve the allied forces trapped in Dunkerque. Despite heavy losses, the Bavarian 57. ID managed to repulse the advancing french tanks using its 3,7 mm Pak 36 and 88mm Flak guns.\nAfter its failure, de Gaulle enter the French government and the 4ème DCR was attached to the 2ème Groupement Cuirassé (10ème Armée). In June, the armored division fought to protect the retreating troops on the river Loire until the Armistice.;;;;;;;;;;;;;x
EVTNAME33327;Corps Expéditionnaire Français en Scandinavie (CEFS);;;;;;;;;;;;;x
EVTDESC33327;Created on February 28th, 1940 in order to help Finland, CEFS eventually was assigned a knew task after the treaty of Moscow (March, 12th) bringing peace between Soviet Union and Finland. Associated to a british force, it was finally sent to Norway when Germany launched operation Weserubüng.\nThis expeditionnary corps was made of three french light divisions of mountain troops, a brigade from the Légion étrangère and also a polish brigade, assisted by small support troops:\n1ère Division Légère de Chasseurs (1ère DLCh)\n2ème Division Légère de Chasseurs (2ème DLCh)\n3ère Division Légère d'Infanterie (DLI)\n13ème Demi-Brigade de Marche de la Légion étrangère (13ème DBMLE)\nBataillon autonome de Chasseurs de Podhale\nCEFS launched attacks on Namsos and Narvik alongside british and norvegian troops from April 17th to June 8th were the last troops were reembarked to France. 2ème DLCh and 3ère DLI stayed in France because of the rapid advance of german forces after May 10th.;;;;;;;;;;;;;x
EVTOPTA33327;Send the full corps to support Norway!;;;;;;;;;;;;;x
EVTOPTB33327;Go historical (limited support).;;;;;;;;;;;;;x
EVTOPTC33327;Keep these troops in France: we need them!;;;;;;;;;;;;;x
EVTNAME33328;L’Infanterie de l’Air : French paratroopers creation;;;;;;;;;;;;;x
EVTDESC33328;Soviet development of paratroopers units impressed many countries such as France: the large scale exercise that took place in 1935 in Kiev led french general staff to autorise Capitaine Geille to open a formation center in France. Confirmed pilot and trained as paratrooper in the Soviet Union, Geille started in september 1935 the formation of french paratroopers in the Centre d'Instruction Parachustiste in Avignon. Two company-sized units, the 601ème and 602ème Groupe d'Infanterie de l'Air (GIA) were established respectivly in Reims and Baraki (Algeria).\nThese units were specially trained for dropping small combat groups behind the ennemy lines, using Potez 650 and Farman 224 transport planes. In september 1939, they were ready to jump on Walcheren (Nederlands) but were not engaged. Finally, they were used as "Corps Francs" under the command of the 28e Division d'infanterie alpine stationned in Alsace. They led patrols and ambushes behind ennemy lines during the Phoney war. They were transfered to North Africa and finally disbanded in August 1940.\nIn 1942, the experience of the GIA served in the creation of the 1er Régiment de chasseurs parachutistes (1er RCP) who choose the insigna of the former 601ème GIA.;;;;;;;;;;;;;x
EVTNAME33329;Formation of 10ème Armée;;;;;;;;;;;;;x
EVTDESC33329;French 10ème Armée was set up on May 31th and tasked to hold a defensive line along the river Seine after german breaktrough of the Somme defenses. This army is placed under the command of general Robert Marie Altmayer, a former cavalry officier retired in 1937 and recalled at the outbreak of hostilities to command the 10ème Région militaire (Military sector around Paris).\nAltmayer could only rely on a few troops under three corps (3ème Corps d'Armée, Corps de Cavalerie motorisé, 25ème Corps d'Armée), totalizing 3 DLI, 1 DLC, 3 DLM, some tanks, cavalry and reconnaissance groups.\nThe 25ème Corps d’Armée was set up the day after and put under the command of general Sylvestre Audet.
EVTNAME33330;Formation of Corps de Cavalerie;;;;;;;;;;;;;x
EVTDESC33330;French Corps de Cavalerie (Cavalry Corps) was set up from september to december 1939 in order to command light mechanized divisions (DLM). Despite its name, it was a fully motorized army corps assigned to the 1ème Armée. Its commander was general René Prioux, former general general-inspector of cavalry forces.This corps was initially in charge of the 1ère DLM and 2ème DLM. When 1ère DLM joined the 7ème Armée in February 1940, it was replaced by the newly formed 3ème DLM.\nAccording to the Dyle-Breda manoeuver established by allied forces, Corps de Cavalerie was task to rapidly advance into Belgium, stop or delay german advancing forces and alloxw time for french divisions to set up a defensive line in Belgium.In May, Prioux’s forces are engaged in the batte of Hannut against Hoepner’s XVI. Armeekorps and are able de to inflict heavy losses (164 tanks destroyed, 30 damaged) before withdrawing.In June, after the being encircled in Dunkerque’s pocket, the motorized corps in reformed and assigned to Altmayer’s 10ème Armée, under command of general Langlois.The 3 remaining DLM, lacking of tanks, only could led delaying actions until the Armistice.;;;;;;;;;;;;;x
EVTNAME33331;Formation of the 23ème Corps d'Armée;;;;;;;;;;;;;x
EVTDESC33331;The 23ème Corps d’Armée was set up on November 27th 1939 under the command of général Maxime Germain and assigned as a reserve force to the GQG.;;;;;;;;;;;;;x
EVTNAME33332;Formation of the 24ème Corps d'Armée;;;;;;;;;;;;;x
EVTDESC33332;The 24ème Corps d’Armée was set up on February 1940 under the command of général François Fougère and assigned to the 3ème Armée. It was in charge of the 51ème Division d’Infanterie – a Type B reserve infantry division.;;;;;;;;;;;;;x
EVTNAME33333;Formation of 1er Groupement Cuirassé;;;;;;;;;;;;;x
EVTDESC33333;French 1er Groupement Cuirassé (1st Armored Corps) was created in January 1940 to coordinate actions of the 1ère and 2ème Divisions Cuirassées. It was attached to the Reserve GQG and put under command of general Louis Keller. Almost destroyed at the battle of Flavion, this armored corps in reformed in June and assigned to general Charles Delestraint. It led delaying actions covering the retreat of french infrantry until the Armistice.;;;;;;;;;;;;;x
EVTNAME33334;Formation of 2ème Groupement Cuirassé;;;;;;;;;;;;;x
EVTDESC33334;French 2ème Groupement Cuirassé (2nd Armored Corps) was created in June 1940 and put under command of general Louis Buisson, former commander of the 3ème Division Cuirassé.\nThis armored corps was coordinating various units :\n3ème Division Cuirassée\n7ème DLM\n10th Polish Armored Brigade (Maczek Brigade)\n508ème Groupement de bataillons de chars;;;;;;;;;;;;;x
EVTNAME33335;Formation of Czechoslovakian troops in France;;;;;;;;;;;;;x
EVTDESC33335;After disolution of their State, Czech and Slovakians in exile started to joint the french Légion Etrangère expecting the fight to come against Germany. On October 2nd, 1939, Czech governement in exile agreed for the constitution of an army under french military command. Formation of troops started in the Agde camp (near Béziers) on September 26th, amalgamating soldiers from various origins: International brigades volunteers, soldiers in exile, people from Czech adn Slovakian origins established in France. It results in tensions between soldiers and officiers, Czech and Slovak soldiers, recent and former migrants. \nOn January 15th, 1940 was formed the 1st Czechoslovakian Division totalizing 11,000 men. In June, air general Vuillemin decided to recreate the Czechoslovakian Airforce in France with 800 aviators – with some 112 fighter pilots – who escaped Czechoslovakia in March 1938. Between July and October 1940 will be set up 2 Fighters Groups and 1 Light Bomber one.\Finally, only two regiments were sent to the front in June 1940. The 1st Regiment was engaged as part of the 23ème DI and the 2nd one fought with the 239ème Division Légère d'Infanterie, a unit created with the remnants of destroyed divisions in May. Some 4500 soldiers (800 aviators) could escape in late june 1940 to keep fighting alongside England.;;;;;;;;;;;;;x
EVTNAME33336;Formation of the 1ère Division Légère d'Infanterie;;;;;;;;;;;;;x
EVTDESC33336;1ère Division Légère d’Infanterie (1ère DLI) was set up on the bulk of the allmost destroyed 1ère Division Motorisée. Its commander was general Paul René Malivoire-Filhol de Camas.;;;;;;;;;;;;;x
EVTNAME33337;Formation of the 17ème Division Légère d'Infanterie;;;;;;;;;;;;;x
EVTDESC33337;17ème Division Légère d’Infanterie (17ème DLI) was set up on May 31st 1940. French general staff started the formation of « light » infantry division after the german attack in the Ardennes to rush more troops to the front and stop german columns. As general Robert Altmayer, commander of the 10ème Armée told in its memories : "Light Infantry Divisions (DLI), from recent formation, only had 2 infantry regiments (instead of 3) and 2 or 3 groups of artillery (instead of 5). They weren’t ‘light’ by nature of its constituting elements ; they were ‘small’ ; they were only ‘mixt brigades’."\n17ème DLI was under command of general René Darde.;;;;;;;;;;;;;x
EVTNAME33338;Formation of the 59ème Division Légère d'Infanterie;;;;;;;;;;;;;x
EVTDESC33338;59ème Division Légère d’Infanterie (59ème DLI) was set up on May 18th 1940 in emergency, by interruption of the 17ème DI’s formation.\nFrench general staff started the formation of 'light' infantry division after the german attack in the Ardennes to rush more troops faster to the front.\nThese DLI were made up only 2 infantry regiments, 1 artillery regiment and one recon group, losing the medium artillery regiment and the engineer battalion you could find in the standard metropolitan divisions.\n59ème DLI was under command of general Georges Lascroux.;;;;;;;;;;;;;x
EVTNAME33339;Formation of the 239ème Division Légère d'Infanterie;;;;;;;;;;;;;x
EVTDESC33339;239ème Division Légère d’Infanterie (239ème DLI) was set up on June 1st, 1940 on the bulk of the almost destroyed 5ème Division d’Infanterie Motorisée. Its commander was Eugène Charles Dunoyer de Segonzac.;;;;;;;;;;;;;x
EVTNAME33340;Artillerie lourde sur voie ferrée (ALVF);;;;;;;;;;;;;x
EVTDESC33340;French army did an extensive use of heavy railway artillery during WW1, building a massive force of 6 regiments (more than 500 guns) from scratch. After war, guns were grouped in a single regiment: the 152ème RAP. During the thirties, plans were made to use these guns behind the Maginot line. At the outbreak of hostilities, France mobilized 4 heavy railway artillery regiments ('Régiments d'Artillerie Lourde sur Voie Ferrée' - RALVF) totalizing 116 guns of various calibers. Main calibers were 400 mm Mle 1916. Most of these guns were captured by Germany, send to the Eastern Front in 1941 or used to equip the Atlantic wall.;;;;;;;;;;;;;x
EVTNAME33341;Nationalization of french aircraft industry;;;;;;;;;;;;;x
EVTDESC33341;Pierre Cot, secretary of the French Air Force, decreed that national security was too important for the production of warplanes to be left in the hands of the private enterprises therefore in July 1936 the French government began nationalizing many of the larger aircraft companies, creating six state-owned companies, which encompassed the majority of aeronautical production. However, the aircraft engine industry, even as it proved incapable of providing the badly needed powerful engines, escaped nationalization. Despite these efforts, french industry couldn't produce enough aircrafts and Pierre Cot turned to the USA to solve this issue buying american planes.;;;;;;;;;;;;;x
EVTNAME33342;Buy american planes?;;;;;;;;;;;;;x
EVTDESC33342;Talks started in the political circles : ambassador in France William Bullitt introduced Jean Monnet in the USA in February 1936. Monnet was tasked to pass a first command of 300 Curtiss P-36 "Hawk" fighters.\nNegociations focused on the low rate of production and exportation of aircrafts and met the opposition of the USAAC to sell abroad a home needed fighter. Curtiss also didn't want a french test pilot discover the secrets of the P-36. Monnet and Bullitt met J.D. Roosevelt on March 5th who intervene to facilitate negociations. A first command of 100 aircrafts was passed in May, under the Curtiss H.75 type A designation.;;;;;;;;;;;;;x
EVTNAME33343;The Monnet-Hoppenot Mission;;;;;;;;;;;;;x
EVTDESC33343;In consequence of the annexation of Sudetenland, France increased its rearmament efforts. French Président du Conseil Edouard Daladier asked Jean Monnet to command one thousand aircarfts. Monnet led this mission and bought 695 aircrafts for a total of  84.1 millions dollars. There was a scandal when the american press discovered the action of french negociators to buy US equipement. Roosevelt assumed his position arguing that this help to the French will also help the development of US industry.;;;;;;;;;;;;;x
EVTNAME33344;USA gets a new order from France;;;;;;;;;;;;;x
EVTDESC33344;Shall we build these aircrafts for France? We'll get some new aircraft factories and get payed with money and supplies.;;;;;;;;;;;;;x
EVTNAME33345;Receive the first shipment from USA;;;;;;;;;;;;;x
EVTDESC33345;First shipment has arrived!;;;;;;;;;;;;;x
EVTNAME33346;The Jacquin-Thouvenot Mission;;;;;;;;;;;;;x
