spanish_civil_war_british_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
spanish_civil_war_russian_intervention_title;Spanish Civil War - Intervention;;;;;;;;;;;;;x
spanish_civil_war_russian_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
spanish_civil_war_german_intervention_title;Spanish Civil War - Intervention;;;;;;;;;;;;;x
spanish_civil_war_german_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
spanish_civil_war_mexican_intervention_title;Spanish Civil War - Intervention;;;;;;;;;;;;;x
spanish_civil_war_mexican_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
spanish_civil_war_portugalian_intervention_title;Spanish Civil War - Intervention;;;;;;;;;;;;;x
spanish_civil_war_portugalian_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
spanish_civil_war_italian_intervention_title;Spanish Civil War - Intervention;;;;;;;;;;;;;x
spanish_civil_war_italian_intervention_desc;In early 1936, after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."  The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
finnish_winter_war_title;The Finnish Winter War;;;;;;;;;;;;;x
finnish_winter_war_desc;The non-aggression pact between Germany and Russia in August 1939 turned many heads in Finland.  Germany agreed to give the Baltic States, including Finland, to Russia.  Of course, all this was kept a secret, but as time went on, the events became known to the Finns.\n As Russian aggression grew, the Finns requested help from Germany, only to be turned away - leaving the Finns to face Russia's aggression alone.  When Finland refused to allow the Soviet Union to build military bases on its territory, the latter revoked the nonaggression pact of 1932 and attacked Finland on 30 November 1939.\n The Winter War ended in a peace treaty drawn up in Moscow on the 13th of March,1940, giving south-eastern Finland to the Soviet Union.;;;;;;;;;;;;;x
finnish_winter_war_swedish_intervention_title;Send Volunteers and Materiel to Finland;;;;;;;;;;;;;x
finnish_winter_war_swedish_intervention_desc;When Finland was attacked by the Soviet Union, the Swedish government splintered along three lines.  One line of activists including the leader of the Conservative Party Gösta Bagge and the Social Democratic Foreign Minister Richard Sandler promoted direct military intervention.  A second middle-ground line supported by the Prime Minister Per Albin Hansson urged indirect support and neutrality.  The last line represented by Minister of Finance Ernst Wigforss urged strict neutrality and avoidance of war against a fellow socialist country.\n A heated debate commenced and in the end the middle-ground line was chosen as the basis for Swedish foreign policy.;;;;;;;;;;;;;x
finnish_winter_war_swedish_direct_intervention_title;Intervene for our brother people!;;;;;;;;;;;;;x
finnish_winter_war_swedish_direct_intervention_desc;When Finland was attacked by the Soviet Union, the Swedish government splintered along three lines.  One line of activists including the leader of the Conservative Party Gösta Bagge and the Social Democratic Foreign Minister Richard Sandler promoted direct military intervention.  A second middle-ground line supported by the Prime Minister Per Albin Hansson urged indirect support and neutrality.  The last line represented by Minister of Finance Ernst Wigforss urged strict neutrality and avoidance of war against a fellow socialist country.\n A heated debate commenced and in the end the middle-ground line was chosen as the basis for Swedish foreign policy.;;;;;;;;;;;;;x
destruction_of_french_fleet_title;Destroy the French Fleet;;;;;;;;;;;;;x
destruction_of_french_fleet_desc;In July 1940 the British initiated "Operation Catapult."  Despite their alliance with France", the United Kingdom made the decision to attack the French fleet stationed at Mers-el-Kébir, Algeria.  France had just signed an armistice with Germany and the possibility of the Germans taking control of those ships was considered too much of a risk to leave unattended.;;;;;;;;;;;;;x
japan_puts_pressure_on_siam_title;Put pressure on Siam;;;;;;;;;;;;;x
japan_puts_pressure_on_siam_desc;The fall of France and the growing power of the Axis offers a perfect opportunity to pressure Siam into joining our expansive alliance.  Siam lost control of Laos and Cambodia to France in 1893 and was forced to cede parts of the Malacca peninsula to Britain in 1909.  With a little prodding, they should prove eager to avenge these losses.;;;;;;;;;;;;;x
chinese_alliance_against_soviet_title;United Front Against Soviet aggression;;;;;;;;;;;;;x
chinese_alliance_against_soviet_desc;All of China must unite and stand together against Soviet aggression.  We will not let these barbarian hordes overrun us while we are divided!;;;;;;;;;;;;;x
the_future_of_greece_title;Ultimatum to Greece;;;;;;;;;;;;;x
the_future_of_greece_desc;In October 1940, Mussolini and his ministers began making plans for a future invasion of Greece.  On the 28th an ultimatum was presented to the Greeks.  Ioannis Metaxas, the Greek Prime Minister at the time, decided that war was the only option, and shortly after, Italian troops launched their first attack from Albania, and so the Greco-Italian War had begun.;;;;;;;;;;;;;x
activate_credit_title;Activate Credit;;;;;;;;;;;;;x
activate_credit_desc;Agree to sell goods on credit to other countries.;;;;;;;;;;;;;x
invasion_of_ecuador_title;Defend Peruvian Territory;;;;;;;;;;;;;x
invasion_of_ecuador_desc;After several years of small, armed conflicts and ambushes between Ecuadorian and Peruvian border posts, Perú decided to declare war on Ecuador in order to gain control of the Amazonian lands beyond the Marañón river.  Ecuador was unprepared to meet the Peruvian invasion.  The Ecuadorian president's fear of being left unprotected from his political opponents led him to keep the nation's best fighting forces in Quito.\n When the much larger Peruvian army moved quickly into the southern coastal province of El Oro, the fewer than 1,800 Ecuadorian troops in the area lacked sufficient air cover, and were able to offer only limited resistance.  Peruvian forces also moved into the disputed Amazonian territory without significant opposition.;;;;;;;;;;;;;x
ballbearings_decision_title;Ball Bearings Plant;;;;;;;;;;;;;x
ballbearings_decision_desc;Ball Bearings Plant;;;;;;;;;;;;;x
automotive_industry_decision_title;Automotive Plant;;;;;;;;;;;;;x
automotive_industry_decision_desc;Automotive Plant;;;;;;;;;;;;;x
oil_refinery_decision_title;Oil Refinery Plant;;;;;;;;;;;;;x
oil_refinery_decision_desc;Oil Refinery Plant;;;;;;;;;;;;;x
prefab_ship_decision_title;Prefab Ship Plant;;;;;;;;;;;;;x
prefab_ship_decision_desc;Prefab Ship Plant;;;;;;;;;;;;;x
dockyard_decision_title;Dockyard Facilities;;;;;;;;;;;;;x
dockyard_decision_desc;Dockyard Facilities;;;;;;;;;;;;;x
academy_decision_title;Military Academy;;;;;;;;;;;;;x
academy_decision_desc;Military Academy;;;;;;;;;;;;;x
synthetic_decision_title;Synthetic Plant;;;;;;;;;;;;;x
synthetic_decision_desc;Synthetic Plant;;;;;;;;;;;;;x
monument_decision_title;National Monument;;;;;;;;;;;;;x
monument_decision_desc;National Monument;;;;;;;;;;;;;x
nylon_decision_title;Nylon Plant;;;;;;;;;;;;;x
nylon_decision_desc;Nylon Plant;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Events ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
EVTNAME1001;Reoccupation of the Rhineland;;;;;;;;;;;;;x
EVTDESC1001;Once the home front was secured, Hitler turned his attention to foreign policy with four increasingly daring acts.  On the 16th of March 1935, the Treaty of Versailles was violated by Germany as military conscription was reintroduced.  The treaty stated that the German Army should not exceed 100,000 men.\n When nothing more than official protests from England and France followed, Hitler proceeded, a year later on 7 March 1936, to occupy the demilitarised Rhineland, again violating the Versailles Treaty.;;;;;;;;;;;;;x
EVTOPTA1001;OK;;;;;;;;;;;;;x
EVTNAME1002;Reoccupation of the Rhineland;;;;;;;;;;;;;x
EVTDESC1002;Once the home front was secured, Hitler turned his attention to foreign policy with four increasingly daring acts.  On the 16th of March 1935, the Treaty of Versailles was violated by Germany as military conscription was reintroduced.  The treaty stated that the German Army should not exceed 100,000 men.\n When nothing more than official protests from England and France followed, Hitler proceeded, a year later on 7 March 1936, to occupy the demilitarised Rhineland, again violating the Versailles Treaty.;;;;;;;;;;;;;x
EVTOPTA1002;OK;;;;;;;;;;;;;x
EVTNAME1101;Anschluss of Austria;;;;;;;;;;;;;x
EVTDESC1101;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor.  In February 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgaden.  Hitler demanded concessions for the Austrian Nazi Party.  Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite (referendum) on the independence of Austria.\n Adolf Hitler took this as an opportunity to take action against the Austrian State.  Schuschnigg was pressed to resign.  The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government.  The Austrian National Socialists took power in Austria.\n On the morning of 12 March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border.  On 13 March 1938, Hitler, in Linz announced the passage of the "Anschluss" (Annexation) of Austria into the German Reich.;;;;;;;;;;;;;x
EVTOPTA1101;Become a part of the Greater Reich;;;;;;;;;;;;;x
EVTOPTB1101;Join the Axis;;;;;;;;;;;;;x
EVTOPTC1101;Austria shall remain independent;;;;;;;;;;;;;x
EVTNAME1102;Anschluss of Austria - Annexation;;;;;;;;;;;;;x
EVTDESC1102;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor.  In February 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgaden.  Hitler demanded concessions for the Austrian Nazi Party.  Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite (referendum) on the independence of Austria.\n Adolf Hitler took this as an opportunity to take action against the Austrian State.  Schuschnigg was pressed to resign.  The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government.  The Austrian National Socialists took power in Austria.\n On the morning of 12 March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border.  On 13 March 1938, Hitler, in Linz announced the passage of the "Anschluss" (Annexation) of Austria into the German Reich.;;;;;;;;;;;;;x
EVTOPTA1102;Great;;;;;;;;;;;;;x
EVTNAME1103;Anschluss - Austria Becomes an Ally;;;;;;;;;;;;;x
EVTDESC1103;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor.  In February 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgaden.  Hitler demanded concessions for the Austrian Nazi Party.  Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite (referendum) on the independence of Austria.\n Adolf Hitler took this as an opportunity to take action against the Austrian State.  Schuschnigg was pressed to resign.  The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government.  The Austrian National Socialists took power in Austria.\n On the morning of 12 March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border.  On 13 March 1938, Hitler, in Linz announced the passage of the "Anschluss" (Annexation) of Austria into the German Reich.;;;;;;;;;;;;;x
EVTOPTA1103;Fair enough;;;;;;;;;;;;;x
EVTNAME1104;Anschluss - Austria Refuses;;;;;;;;;;;;;x
EVTDESC1104;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor.  In February 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgaden.  Hitler demanded concessions for the Austrian Nazi Party.  Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite (referendum) on the independence of Austria.\n Adolf Hitler took this as an opportunity to take action against the Austrian State.  Schuschnigg was pressed to resign.  The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government.  The Austrian National Socialists took power in Austria.\n On the morning of 12 March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border.  On 13 March 1938, Hitler, in Linz announced the passage of the "Anschluss" (Annexation) of Austria into the German Reich.;;;;;;;;;;;;;x
EVTOPTA1104;War it is then;;;;;;;;;;;;;x
