EVTDESC18050;'The atom bomb was no 'great decision'. It was merely another powerful weapon in the arsenal of righteousness.' - Harry S. Truman. \n\nWith the dropping of the world's first nuclear bomb the face of warfare is forever changed: A single bomber armed with a single bomb can now destroy an entire city. While only a few nations possess this power they will have a devastating advantage over their enemies, but when many nations are so armed wars may become unendurable for all concerned.\n\n $COUNTRY$ has dropped the world's first atomic bomb on $PROVINCENAME$ \n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;Die Atombombe war keine 'große Entscheidung'. Sie war nur eine weitere mächtige Waffe im Arsenal der Rechtschaffenden' - Harry S.Truman. \n\nMit dem Abwurf der ersten Atomwaffe änderte sich das Gesicht des Krieges für immer: Ein einzelner Bomber, bewaffnet mit einer einzigen Bombe, kann nun eine ganze Stadt zerstören. Solange nur einige wenige Staaten diese Macht besitzen, werden diese einen gewaltigen Vorteil gegenüber ihren Feinden haben. Sollten aber viele Nationen diese Waffe erhalten könnten Kriege unerträglich für alle Betroffenen werden. \n\n$COUNTRY$ hat die erste Atomwaffe auf $PROVINCENAME$ abgeworfen.;;;;;;;;;;;x
EVTOPTA18050;The genie can never be returned to the bottle.;;Der Geist kann nicht wieder in die Flasche zurück.;;;;;;;;;;;x
EVTNAME18051;Atomic bombing of $PROVINCENAME$;;Atomwaffenabwurf auf $PROVINCENAME$;;;;;;;;;;;x
EVTDESC18051;This attack is only a warning of things to come. If $FROMCOUNTRY$ does not surrender, bombs will have to be dropped on her war industries and, unfortunately, thousands of lives will be lost. I urge civilians in $FROMCOUNTRY$ to leave industrial cities immediately, and save themselves from destruction.\n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;Dieser Angriff ist nur ein erster Blick auf die Dinge die noch kommen mögen. Sollte $FROMCOUNTRY$ nicht kapitulieren, werden Bomben auf die Kriegsindustrie fallen und, leider, werden tausende sterben. Ich empfehle allen Zivilisten in $FROMCOUNTRY$ alle Industriezentren sofort zu verlassen, um sich selbst vor der Vernichtung zu bewahren.;;;;;;;;;;;x
EVTOPTA18051;We shall completely destroy $FROMCOUNTRY$'s power to make war;;Wir werden $FROMCOUNTRY$ fähig zur Kriegsführung vollständig vernichten;;;;;;;;;;;x
EVTNAME18052;Atomic bombing of $PROVINCENAME$;;Atomwaffenabwurf auf $PROVINCENAME$;;;;;;;;;;;x
EVTDESC18052;'There were those who considered that the atomic bomb should never have been used at all. I cannot associate myself with such ideas. I am surprised that very worthy people—but people who in most cases had no intention of proceeding to the front themselves—should adopt a position that rather than throw this bomb we should have sacrificed a quarter of a million British lives' -Winston Churchill\n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;'Es gab jene, die sagten, dass die Atombombe niemals hätte benutzt werden sollen. Ich kann solche Gedanken nicht nachvollziehen. Ich bin sehr Überrascht, dass sehr tüchtige Leute - aber zumeist solche, die sich niemals selbst an die Front begeben würden - solch eine Position vertreten, die verlangt, das Anstatt diese eine Bombe zu werfen tausende brittische Leben geobfert werden.' - Winston Churchill;;;;;;;;;;;x
EVTOPTA18052;Needs must;;Was sein muss, muss sein.;;;;;;;;;;;x
EVTNAME18053;Atomic destruction of $PROVINCENAME$;;Atomare Verwüstung von $PROVINCENAME$;;;;;;;;;;;x
EVTDESC18053;Our Atomic Reich will last 1000 years! $FROMCOUNTRY$ has been struck by our latest Victory-Weapon, and is sure to surrender soon!\n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;Unser atomares Reich wird 1000 Jahre bestehen! Unsere neueste Vergeltungswaffe hat $FROMCOUNTRY$ getroffen und unsere Feinde werden sich bald ergeben!;;;;;;;;;;;x
EVTOPTA18053;At least 1000!;;Mindestens 1000 Jahre!;;;;;;;;;;;x
EVTNAME18054;Atomic destruction of $PROVINCENAME$;;Atomare Verwüstung von $PROVINCENAME$;;;;;;;;;;;x
EVTDESC18054;Our inevitable victory comes ever closer as we unleash our greatest weapon against the capitalist-imperialists of $FROMCOUNTRY$!\n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;Unser unabwendbarer Sieg rückt immer näher nachdem wir unsere größte Waffe auf unseren kapitalistisch-imperialistischen Feind aus $FROMCOUNTRY$! losgelassen haben.;;;;;;;;;;;x
EVTOPTA18054;To victory, comrade!;;Zum Sieg, Genossen!;;;;;;;;;;;x
EVTNAME18055;Atomic destruction of $PROVINCENAME$;;Atomare Verwüstung von $PROVINCENAME$;;;;;;;;;;;x
EVTDESC18055;Our great $COUNTRY$ has dropped an atomic bomb on $FROMCOUNTRY$\n\n§RThis event will trigger a National Unity drop for nuked country lasting 7 days§W;;Unsere große Nation hat eine Atombombe auf $FROMCOUNTRY$ geworfen;;;;;;;;;;;x
EVTOPTA18055;They have no chance;;Sie haben keine Chance;;;;;;;;;;;x
EVTNAME8000;Death of Mustafa Kemal;;Der Tod Mustafa Kemals;;;;;;;;;;;x
EVTDESC8000;Mustafa Kemal Atatürk, founder of modern Turkey, passed away on November 10, 1938. As a skilled military officer and gifted orator, he led the Turkish national movement in the Turkish War of Independence. His military and diplomatic campaigns gained Turkey independence. Mustafa Kemal then embarked upon a program of political, economic and cultural reforms, seeking to transform the former Ottoman Empire into a modern, westernized and secular nation-state. He was succeeded by Ismet Inonu, a fervent admirer of Mussolini.;;Mustafa Kemal Atatürk, der Gründer der modernen Türkei, entschlief am 10. November 1938. Als fähiger Offizier und begabter Redner, führte er die türkische Nationalbewegung durch den türkischen Unabhängigkeitskrieg. Seine militärischen und politischen Kampagnen brachten der Türkei die Unabhängigkeit. Mustafa Kemal Atatürk machte sich dann an ein Programm von politischen, ökonomischen und kulturellen Reformen um das ehemalige ottomanische Reich in einen modernen, westlich und säkularsierten Staat zu überführen. Seine Nachfolge trat Ismet Inonu an, ein brennender Bewunderer Mussolinis.;;;;;;;;;;;x
EVTOPTA8000;OK;;OK;;;;;;;;;;;x
jap_seizes_coast;Japan seizes the coast;;Japan ergreift die Küste;;;;;;;;;;;x
case_anton_title;Case Anton;;Fall Anton;;;;;;;;;;;x
case_anton_desc;A neutral Vichy regime suited our purposes, but with the Allies now hostile to them we must take direct control over what remains of Metropolitan France lest the Allies force a landing, or worse yet, are given permission to do so.;;Ein neutrales Vichy-Regime hat unseren Zwecken gedient, aber da die Alliierten diesem nun feindlich gegenüber stehen müssen wir die direkte Kontrolle über die Restgebiete Frankreichs übernehmen, bevor die Alliierten landen oder ihnen eine solche Landung sogar erlaubt wird.;;;;;;;;;;;x
LAG_PAUSE;$PLAYER$ is lagging behind, pausing game.;$PLAYER$ est à la traîne, partie en pause.;$PLAYER$ hat Verbindungsprob., Spiel wird pausiert.;;$PLAYER$ está sufriendo lag, juego en pausa;;;;;;;;;x
LAG_DECREASE_SPEED;$PLAYER$ is lagging behind, decreasing speed.;$PLAYER$ est à la traîne, ralentissement.;$PLAYER$ hat Verbindungsprobl., Spielgeschw. wird reduziert.;;$PLAYER$ está sufriendo lag, velocidad reducida;;;;;;;;;x
