# Savegame transfers;;;;;;;;;;;;;;x
INIT_MAP_LOGIC;Initialising Maplogic...;Initialisation Maplogic…;Karte wird initialisiert...;Uruchamianie Maplogic...;Inicializando logica de mapa...;Inizializzazione Maplogic in corso...;Pályaútvonalak töltése…;Inicializace systému map…;;;;;;x
CREATING_CHKSUM;Creating Checksum...;Création de somme de contrôle…;Prüfsumme wird erstellt...;Tworzenie sumy kontrolnej...;Creando total de chequeos...;Creazione checksum in corso...;Ellenõrzõ összeg létrehozása…;Vytváøení hodnot souètù...;;;;;;x
LOADING_HISTORY;Loading History Files...;Chargement des fichiers historiques...;Geschichtsdateien werden geladen...;Wczytywanie plików historycznych...;Cargando archivos de historia...;Caricamento file storia in corso...;Történelmi fájlok betöltése…;Nahrávání souborù s historií...;;;;;;x
LOADING_SOUNDS;Loading Sounds...;Chargement des sons…;Sounddateien werden geladen...;Wczytywanie dŸwiêków...;Cargando sonidos...;Caricamento suoni in corso...;Hangok betöltése…;Nahrávání zvukù...;;;;;;x
PROC_FLAGS;Processing Flags...;Traitement des drapeaux…;Flaggen werden verarbeitet...;Przetwarzanie flag...;Procesando banderas...;Elaborazione flag in corso...;Zászlók feldolgozása…;Zpracování vlajek...;;;;;;x
LOAD_FLAGS;Loading Flags...;Chargement des drapeaux…;Flaggen werden geladen...;Wczytywanie flag...;Cargando banderas...;Caricamento flag in corso...;Zászlók betöltése…;Nahrávání vlajek...;;;;;;x
LOAD_GFX;Loading Graphics...;Chargement des graphismes…;Grafiken werden geladen...;Wczytywanie grafiki...;Cargando graficos...;Caricamento grafica in corso...;Grafikák betöltése…;Nahrávání grafiky...;;;;;;x
CREATING_THE_WORLD;Creating the World...;Création du monde…;Die Welt wird erstellt...;Tworzenie œwiata...;Creando el mundo...;Creazione mondo in corso...;Világ létrehozása…;Vytváøení svìta...;;;;;;x
CREATING_TREES;Creating Trees...;Création des arbres...;Bäume werden erstellt...;Tworzenie drzew...;Creando arboles...;Creazione alberi in corso...;Fák létrehozása…;Vytváøení porostù...;;;;;;x
CREATING_BORDERS;Creating Borders...;Création des frontières...;Grenzen werden erstellt...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Országhatárok létrehozása…;Vytváøení hranic...;;;;;;x
CREATING_RIVERS;Creating Rivers...;Création des fleuves...;Flüsse werden erstellt...;Tworzenie rzek...;Creando rios...;Creazione fiumi in corso...;Folyók létrehozása…;Vytváøení øek...;;;;;;x
MAP_PROPERLY_INIT;Map Properly Initialised...;Initialisation de la carte réussie…;Karte korrekt initialisiert...;Mapa uruchomiona prawid³owo...;Mapa inicializado con exito...;Mappa inizializzata correttamente...;A pálya betöltve…;Mapa byla správnì inicializována...;;;;;;x
CREATING_PROVINCE;Creating Province #;Création de province #;Erstellung der Provinz#;Tworzenie prowincji;Creando provincia #;Creazione provincia # in corso...;Provincia létrehozása…;Vytváøení provincie #;;;;;;x
CREATING_TEXTS;Creating Texts....;Création des textes…;Texte werden erstellt...;Tworzenie tekstów...;Creando textos....;Creazione testi in corso...;Szövegek létrehozása…;Vytváøení textù...;;;;;;x
LOAD_EVENTS;Loading Events...;Chargement des évènements…;Ereignisse werden geladen...;Wczytywanie zdarzeñ...;Cargando eventos...;Caricamento eventi in corso...;Események betöltése…;Nahrávání událostí...;;;;;;x
ADAPTING_HISTORY;Adapting History...;Adaptation de l'Histoire…;Geschichte wird angepasst...;Przystosowywanie historii...;Adaptando historia...;Adattamento storia in corso...;Történelmi fájlok betöltése…;Adaptace historie...;;;;;;x
CALC_PATHS;Calculating paths...\nThis may take several minutes.;Calcul des chemins…\nCela peut prendre plusieurs minutes.;Pfade werden berechnet...\nDies kann einige Minuten dauern.;Obliczanie œcie¿ek...\nTo mo¿e potrwaæ kilka minut.;Calculando rutas...\nEsto puede llevar varios minutos.;Calcolo percorsi in corso... \nQuesta operazione potrebbe richiedere qualche minuto.;Útvonalak kiszámítása…\n Ez néhány percet is igénybe vehet…;Výpoèet cest...\nTo mùže trvat nìkolik minut.;;;;;;x
FE_TOGGLE;Quick Start;Démarrage rapide;Schnellstart;;Inicio rápido;;;;;;;;;x
FE_TOGGLE_NORMAL;Custom Start;Démarrage personnalisé;Benutzerdefinierter Start;;Inicio personalizado;;;;;;;;;x
# Quick Start Texts;;;;;;;;;;;;;;x
FE_QS_GER_TITLE;Germany, September 1939;Allemagne, septembre 1939;Deutschland, September 1939;;Alemania, sept. de 1939;;;;;;;;;x
FE_QS_GER_GOAL;Conquer Warsaw and Paris;Conquérez Varsovie et Paris;Warschau und Paris einnehmen;;Conquista Varsovia y París;;;;;;;;;x
FE_QS_GER_INFO;This scenario focuses completely on warfare. You have full control over your military forces, while the AI will handle all other aspects automatically for you.;Ce scénario se concentre exclusivement sur la guerre. Vous contrôlerez totalement vos forces militaires alors que l'IA gérera automatiquement tous les autres aspects pour vous.;Der Schwerpunkt dieses Szenarios ist die Kriegsführung. Sie haben volle Kontrolle über Ihre Streitkräfte, während die anderen Spielaspekte automatisch von der KI für Sie verwaltet werden.;;Este escenario se centra por completo en el aspecto bélico. Tendrás el control completo de tus fuerzas armadas, mientras la IA se encargará de todos los otros detalles por ti.;;;;;;;;;x
FE_QS_SOV_TITLE;Soviet Union, June 1941;Union Soviétique, juin 1941;Sowjetunion, Juni 1941;;U. Soviética, junio de 1941;;;;;;;;;x
FE_QS_SOV_GOAL;Hold Stalingrad, Moscow & Leningrad;Prenez Stalingrad, Moscou et Leningrad;Stalingrad, Moskau & Leningrad einnehmen;;Defiende Estalingrado, Moscú y Leningrado;;;;;;;;;x
FE_QS_SOV_INFO;Control the Soviet Union with full control over both your military forces and your production. AI will help you with research, diplomacy, intelligence and politics.;Prenez le contrôle de l'Union Soviétique et contrôlez totalement vos forces militaires et votre production. L'IA vous aidera dans les domaines de la recherche, de la diplomatie, des renseignements et de la politique.;Leiten Sie die Sowjetunion mit voller Kontrolle über Ihre Streitkräfte und Ihre Produktion. Die KI verwaltet für Sie die Forschung, Diplomatie, Aufklärung und Politik.;;Controla la Unión Soviética, con una gestión completa tanto de la producción como de las fuerzas armadas. La IA te ayudará con la investigación, la diplomacia, la inteligencia y la política.;;;;;;;;;x
FE_QS_JAP_TITLE;Japan, December 1941;Japon, décembre 1941;Japan, Dezember 1941;;Japón, diciembre de 1941;;;;;;;;;x
FE_QS_JAP_GOAL;Conquer Hawaii & Guadal Canal.;Conquérez Hawaï et Guadal Canal.;Hawaii & Guadalcanal erobern.;;Conquista Hawái y Guadalcanal.;;;;;;;;;x
FE_QS_JAP_INFO;Control the mighty Japanese fleet and its marines, as you conquer the pacific. The AI will help you with other fronts, and handle the other aspects of your country for you.;Prenez le contrôle de la puissante flotte japonaise et de son infanterie marine tandis que vous partez à la conquête du Pacifique. L'IA vous aidera sur les autres fronts et gérera les autres aspects de votre pays.;Leiten Sie die mächtige japanische Flotte und ihre Marinesoldaten auf Ihrem Weg zur Eroberung des Pazifiks. Die KI hilft Ihnen an allen anderen Fronten und verwaltet die anderen Aspekte Ihrer Landesführung für Sie.;;Controla la poderosa flota japonesa y a su infantería de marina a medida que conquistas el Pacífico. La IA te ayudará en otros frentes y manejará los demás aspectos de tu país en tu lugar.;;;;;;;;;x
FE_QS_USA_TITLE;USA, January 1936;Etats-Unis, janvier 1936;USA, Januar 1936;;EE.UU., enero de 1936;;;;;;;;;x
FE_QS_USA_GOAL;Enter the War;Entrez dans la guerre;Kriegseintritt;;Entra en la guerra;;;;;;;;;x
FE_QS_USA_INFO;You have full control over the production, research, politics and intelligence, as you manuever to position the United States to be ready to enter World War 2, to save the world from fascism.;Vous contrôlez entièrement la production, la recherche, la politique et les renseignements tandis que vous manœuvrez pour préparer les États-Unis à entrer dans la seconde guerre mondiale et à sauver le monde du fascisme.;Sie haben volle Kontrolle über Produktion, Forschung, Politik und Aufklärung, während Sie die USA auf den Beitritt in den 2. Weltkrieg vorbereiten, um die Welt vor dem Faschismus zu retten.;;Tendrás el control completo sobre la producción, investigación, política e inteligencia, para posicionar a los EEUU en situación de entrar en la Segunda Guerra Mundial y salvar al mundo del fascismo.;;;;;;;;;x
# Settings;;;;;;;;;;;;;;x
FE_SETTING_DIPLOMACY;Diplomacy;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x
FE_SETTING_PRODUCTION;Production;Production;Produktion;;Producción;;;;;;;;;x
FE_SETTING_POLITICS;Politics;Politique;Politik;;Política;;;;;;;;;x
FE_SETTING_INTEL;Intelligence;Espionnage;Geheimdienst;;Inteligencia;;;;;;;;;x
FE_SETTING_TECHNOLOGY;Technology;Technologie;Technologie;;Tecnología;;;;;;;;;x
FE_SETTING_UNITINTERFACE;Armies;Armées;Armeen;;Ejércitos;;;;;;;;;x
DIFF_VERY_EASY;Very Easy;Très facile;Sehr leicht;;Muy fácil;;;;;;;;;x
DIFF_EASY;Easy;Facile;Leicht;;Fácil;;;;;;;;;x
DIFF_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x
DIFF_HARD;Hard;Difficile;Schwer;;Difícil;;;;;;;;;x
DIFF_VERY_HARD;Very Hard;Très difficile;Sehr schwer;;Muy difícil;;;;;;;;;x
OPT_EASY;Normal;Normal;Normal;;Normal;;;;;;;;;x
OPT_EXPERT;Expert;Expert;Experte;;Experto;;;;;;;;;x
OPT_AICONTROL;Ai Control;Contrôle IA;KI-Kontrolle;;Control IA;;;;;;;;;x
OPT_AI_CORP;Ai Control Corps;Corps contrôlés par l'IA;KI kontrolliert Korps;;La IA controla los cuerpos;;;;;;;;;x
OPT_AI_ARMY;Ai Control Armies;Armées contrôlés par l'IA;KI kontrolliert Armeen;;La IA controla los ejércitos;;;;;;;;;x
OPT_AI_ARMY_GROUP;Ai Control Army Groups;Gr. d'armées contr. par l'IA;KI kontrolliert Armeegruppen;;IA controla grupos ejército;;;;;;;;;x
OPT_AI_THEATER;Ai Control Theatres;Théât. des op. contr. par l'IA;KI kontr. Kriegsschauplätze;;La IA controla los teatros;;;;;;;;;x
OPT_PLAYER_CONTROL;Player Control;Contrôle du joueur;Spielersteuerung;;Control del jugador;;;;;;;;;x
OPT_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x
# Misc;;;;;;;;;;;;;;x
FE_HEAD_OF_STATE;Head of state;Chef de l'état;Staatsoberhaupt;;Jefe de Estado;;;;;;;;;x
ATPEACE;At Peace.;En paix.;Im Frieden;;En paz;;;;;;;;;x
ATWAR;At War.;En guerre.;Im Krieg;;En guerra;;;;;;;;;x
WORLD_YEAR;§Y$NAME$§W, $DAY$ of $MONTH$, $YEAR$;§Y$NAME$§W, $DAY$ $MONTH$ $YEAR$;§Y$NAME$§W, $DAY$ $MONTH$ $YEAR$;;§Y$NAME$§W, $DAY$ de $MONTH$, $YEAR$;;;;;;;;;x
CORE_PAUSED;PAUSE;PAUSE;PAUSE;PAUZA;PAUSA;PAUSA;Szünet;PAUZA;;;;;;x
SM_SETTINGS;Settings;Paramètres;Einstellungen;Ustawienia;Configuración;Impostazioni;Beállítások;Nastavení;;;;;;x
SM_GAME;Game;Jeu;Spiel;Gra;Juego;Partita;Játék;Hra;;;;;;x
SM_VIDEO;Video;Vidéo;Grafik;Grafika;Vídeo;Video;Videó;Grafika;;;;;;x
SM_AUDIO;Audio;Audio;Sound;DŸwiêk;Sonido;Audio;Hangok;Zvuk;;;;;;x
SM_CONTROLS;Controls;Contrôles;Maus;Mysz;Controles;Comandi;Irányítás;Ovládání;;;;;;x
SM_MASTER_VOLUME;Master Volume;Volume principal;Hauptlautstärke;G³oœnoœæ ogólna;Volumen principal;Volume generale;Hangerõ;Celková hlasitost;;;;;;x
SM_EFFECT_VOLUME;Effect Volume;Volume des effets sonores;Soundeffektlautstärke;G³oœnoœæ efektów;Volumen de los efectos;Volume effetti;Effektek hangereje;Hlasitost zvukových efektù;;;;;;x
SM_MUSIC_VOLUME;Music Volume;Volume de la musique;Musiklautstärke;G³oœnoœæ muzyki;Volumen de la música;Volume musica;Zene hangereje;Hlasitost hudby;;;;;;x
SM_SCROLL_SPEED;Scroll Speed;Vitesse de défilement;Scrollgeschwindigkeit;Prêdkoœæ przewijania;Velocidad de desplazamiento;Velocità scorrimento;Görgetés sebessége;Rychlost posouvání;;;;;;x
SM_ZOOM_SPEED;Zoom Speed;Vitesse du zoom;Zoomgeschwindigkeit;Prêdkoœæ skalowania;Velocidad de zoom;Velocità zoom;Nagyítás sebessége;Rychlost zaostøování;;;;;;x
SM_MOUSE_SPEED;Mouse Speed;Vitesse de la souris;Mausgeschwindigkeit;Prêdkoœæ myszy;Velocidad del ratón;Velocità mouse;Egér sebessége;Rychlost myši;;;;;;x
SM_RESOLUTION;Resolution;Résolution;Auflösung;Rozdzielczoœæ;Definición;Risoluzione;Felbontás;Rozlišení;;;;;;x
SM_REFRESH_RATE;Refresh Rate;Taux de rafraîchissement;Bildwiederholrate;Prêdkoœæ odœwie¿ania;Tasa de actualización;Aggiornamento;Frissítési frekvencia;Obnovovací frekvence;;;;;;x
SM_GAMMA;Gamma;Gamma;Gamma;Gamma;Gamma;Gamma;Gamma;Jas (Gamma);;;;;;x
SM_SHADOWS;Shadows;Ombres;Schatten;Cienie;Sombras;Ombre;Árnyékok;Stínování;;;;;;x
SM_TREES;Trees;Arbres;Bäume;Drzewa;Árboles;Alberi;Fák;Stromy;;;;;;x
SM_DIFFICULTY;Difficulty;Difficulté;Schwierigkeit;Trudnoœæ;Dificultad;Difficoltà;Nehézség;Obtížnost;;;;;;x
SM_AUTOSAVE_INTERVAL;Autosave Interval;Sauvegarde auto;Intervall f. autom. Speichern ;Przedzia³ autozapisu;Guardado automático;Intervallo autosalvataggio;Automentés idõköze;Interval automatického ukládání;;;;;;x
SM_APPLY;Apply;Appliquer;Anwenden;Zastosuj;Aplicar;Applicare;Alkalmaz;Použít;;;;;;x
SM_BACK;Back;Retour;Zurück;Powrót;Atrás;Indietro;Vissza;Zpìt;;;;;;x
SM_ALERT;Alert;Alerte;Benachrichtigung;Powiadomienie;Alerta;Avvertimento;Riadó;Výstraha;;;;;;x
SM_RESTART;You need to restart for the change to take effect.;Vous devez redémarrer pour que la modification prenne effet.;Sie müssen den Rechner neu starten, damit die Änderung in Kraft treten kann.;Aby zmiany zosta³y zapisane, musisz ponownie uruchomiæ grê.;Tendrás que reiniciar para que los cambios surtan efecto.;Per rendere attive le modifiche è necessario riavviare.;Az érvénybeléptetéshez újra kell indítanod a programot.;Zmìny se uplatní až po restartu hry.;;;;;;x
SM_WP;Error writing to the settings-file. Check that the file is not write protected and try again;Erreur lors de l'écriture du fichier de paramètres. Vérifiez qu'il n'est pas protégé et réessayez.;Fehler beim Schreiben der Einstellungsdatei. Prüfen Sie, ob die Datei schreibgeschützt ist und versuchen Sie es erneut;B³¹d podczas zapisu pliku ustawieñ. SprawdŸ, czy plik nie jest chroniony przed zapisem i spróbuj ponownie.;Error de escritura en el archivo de configuración. Comprueba que el archivo no esté protegido contra escritura e inténtalo de nuevo.;Errore di scrittura nel file delle impostazioni. Controllare che il file non sia protetto da scrittura e riprovare.;Hiba, nem sikerült írni a beállításat tartalmazó fálba. Ellenõrizd, hogy a fájl nem írás;Chyba pøi zapisování do souboru s nastavením. Ovìøte, zda soubor není chránìn pøed zápisem, a pokus opakujte.;;;;;;x
FE_HOST;Host;Héberger;Host;Stwórz grê.;Anfitrión;Host;Hoszt;Hostitel;;;;;;x
FE_JOIN_LAN_GAME;Join Lan Game;Rejoindre une partie LAN;LAN-Spiel beitreten;Do³¹cz do gry w sieci LAN.;Unirse a juego en LAN;Partecipare a partita LAN;Csatlakozás LAN játékhoz;Pøipojit se ke høe v síti LAN;;;;;;x
FE_JOIN_INTERNET_GAME;Join Internet Game;Rejoindre une partie sur Internet;Internetspiel beitreten;Do³¹cz do gry internetowej.;Unirse a juego en Internet;Partecipare a partita Internet;Csatlakozás Internetes játékhoz;Pøipojit ke høe v Internetu;;;;;;x
FE_SCAN;scan;Rechercher;SCAN;skanuj;exploración RAD;scansione;keresés;sken;;;;;;x
FE_METASERVER;Metaserver;Métaserveur;Metaserver;Metaserwer;Metaserver;Metaserver;Köztes szerver;Primární server;;;;;;x
FE_BACK;Back;Retour;Zurück;Powrót;Atrás;Indietro;Vissza;Zpìt;;;;;;x
FE_PLAYER;Player;Joueur;Spieler;Gracz;Jugador;Giocatore;Játékos;Hráè;;;;;;x
FE_PLAYER_NAME;Player name:;Nom du joueur :;Spielername:;Nazwa gracza:;Nick:;Nome giocatore:;Játékos név:;Jméno hráèe:;;;;;;x
FE_SINGLE_PLAYER;Single Player;Un joueur;Einzelspieler;Gra pojedyncza;Un jugador;Giocatore singolo;Egyjátékos mód;Hra pro jednoho hráèe;;;;;;x
FE_MULTI_PLAYER;Multi Player;Multi-joueurs;Multiplayer;Gra wieloosobowa;Multijugador;Multigiocatore;Többjátékos mód;Hra pro více hráèù;;;;;;x
FE_OPTIONS;Options;Options;Optionen;Opcje;Opciones;Opzioni;Beállítások;Možnosti;;;;;;x
FE_CREDITS;Credits;Générique;Credits;Twórcy gry;Créditos;Riconoscimenti;Készítõk;Autoøi;;;;;;x
FE_EXIT;Exit;Quitter;Beenden;Wyjœcie;Salir;Esci;Kilépés;Konec;;;;;;x
FE_NATION_TO_PLAY;Click the nation you wish to play...;Cliquez sur la nation avec laquelle vous voulez jouer…;Klicken Sie auf das Land, das Sie spielen möchten;Kliknij pañstwo, którym chcesz w³adaæ...;Haz clic en la nación con la que desees jugar...;Fare clic sulla nazione con cui si desidera giocare...;Kattints arra a nemzetre, amelyikkel játszani szeretnél;Klepnutím vyberte národ, za který chcete hrát...;;;;;;x
FE_NEW_GAME;New Game;Nouvelle partie;Neues Spiel;Nowa gra;Nueva partida;Nuova partita;Új játék;Nová hra;;;;;;x
FE_SAVE_GAME;Save Games;Sauvegarder des parties;Spiele speichern;Zapisz grê;Guardar partida;Salva partite;Mentések;Uložit hry;;;;;;x
FE_HISTORICAL_START;Historical Start;Début histor.;Histor. Start;Start historyczny;Inicio histórico;Avvio storico;Történelemhûség;Historický zaèátek;;;;;;x
FE_SAVED_GAMES;Saved Games;Parties sauveg.;Spielstände;Zapisane gry;Part. guardadas;Partite salvate;Mentések;Uložené hry;;;;;;x
FE_SELECT_NATION;Click on the map to select a nation...;Cliquez sur la carte pour choisir une nation…;Klicken Sie zur Auswahl eines Landes auf die Karte …;Kliknij pañstwo na mapie, aby je wybraæ.;Haz clic en el mapa para seleccionar una nación...;Fare clic sulla mappa per selezionare una nazione...;Kattints a térképre, hogy kiválassz egy nemzetet…;Klepnutím na mapu vyberete národ...;;;;;;x
FE_NO_COUNTRY_SELECTED;No country selected;Aucun pays n'est sélectionné;Kein Land ausgewählt;Nie wybrano pañstwa;No se ha seleccionado país;Nessun paese selezionato;Nincs ország kijelölve.;Nebyla vybrána žádná zemì;;;;;;x
FE_MILITARY;Military;Militaire;Militär;Wojsko;Militar;Militare;Hadsereg;Vojenství;;;;;;x
FE_ECONOMY;Economy;Économie;Wirtschaft;Ekonomia;Economía;Economia;Gazdaság;Ekonomika;;;;;;x
FE_DIPLOMACY;Diplomacy;Diplomatie;Diplomatie;Dyplomacja;Diplomacia;Diplomazia;Diplomácia;Diplomacie;;;;;;x
FE_DIFFICULTY;Difficulty:;Difficulté :;Schwierigkeit:;Trudnoœæ:;Dificultad;Difficoltà:;Nehézség:;Obtížnost:;;;;;;x
FE_AT_WAR;At war:;En guerre :;Im Krieg:;W stanie wojny:;En guerra:;In guerra:;Háborúban:;Ve válce:;;;;;;x
FE_ALLIES;Allies:;Alliés :;Bündnispartner:;Sojusze:;Aliados:;Alleati:;Szövetségesek:;Spojenci:;;;;;;x
FE_LOAD;LOAD;CHARGER;LADEN;WCZYTAJ;CARGAR;CARICARE;BETÖLTÉS;NAHRÁT;;;;;;x
FE_BOOKEDMARKED;Bookmarked dates:;Dates ayant un signet :;Markierte Daten:;Oznaczone daty:;Fechas señaladas:;Date importanti:;Mentett idõpontok;Oznaèená data:;;;;;;x
FE_STARTING_DATE;Starting Date;Date de début;Startdatum;Data pocz¹tkowa;Fecha de inicio;Data di inizio;Kezdés dátuma;Datum startu;;;;;;x
FE_BOOKMARK_TITLE;Bookmark Title;Titre du signet;Titelmarkierung;Tytu³ zak³adki;Señalar título;Titolo data importante;Könyvjelzõ neve;Titul záložky;;;;;;x
FE_BOOKMARK_DATE;Bookmark date;Appliquer un signet à la date;Datumsmarkierung;Data zak³adki;Señalar fecha;Data importante;Könyvjelzõ dátuma;Datum záložky;;;;;;x
FE_LOCAL_GAMES;local games;parties locales;lokale Spiele;gry lokalne;Partidas locales;partite in locale;helyi játékok;místní hry;;;;;;x
FE_MY_GAME;My Game;Ma partie;Mein Spiel;Moja gra;Mi partida;Partita personale;Saját játék;Má hra;;;;;;x
FE_CANCEL;Cancel;Annuler;Abbrechen;Anuluj;Cancelar;Annullare;Mégse;Zrušit;;;;;;x
PLAYER_LOST_TITLE;Player disconnected.;Joueur déconnecté.;Verbindung zum Spieler getrennt.;Gracz niedostêpny;Jugador desconectado.;Giocatore disconnesso.;Játékos lekapcsoldódott;Hráè byl odpojen.;;;;;;x
PLAYER_LOST_DESC;Player(s) $playername$ disconnected. Choose your action.;Joueur(s) $playername$ déconnecté(s). Choisissez votre action.;Verbindung der/des Spieler/s $playername$ getrennt.;Gracz(e) $playername$ niedostêpny(-ni). Wybierz opcjê.;Jugador(s) $playername$ desconectado. Escoge una acción.;Giocatore/i $playername$ disconnesso/i. Cosa intendi fare?;$playername$ játékos lekapcsolódott. Válassz valamit.;Hráè $playername$ byl odpojen. Vyberte akci.;;;;;;x
SERVER_LOST_TITLE;Server Lost!;Connexion perdue avec le serveur!;Verbindung zum Server verloren;Serwer niedostêpny!;¡Servidor perdido!;Server scollegato!;A szerverkapcsolat megszakadt!;Server ztracen!;;;;;;x
SERVER_LOST_DESC;The server was lost. The game will end.;Le serveur a été perdu. La partie va être terminée.;Die Verbindung zum Server wurde getrennt. Das Spiel wird beendet.;Serwer jest niedostêpny. Nast¹pi koniec gry.;Se ha perdido el servidor. La partida finalizará.;Il server non è più collegato. La partita verrà terminata.;A szerverkapcsolat megszakadt. Véget ért a játék.;Server byl ztracen. Hra skonèí.;;;;;;x
OK;Ok;Ok;Ok;OK;Aceptar;Ok;Rendben;Ok;;;;;;x
CANCEL;Cancel;Annuler;Abbrechen;Anuluj;Cancelar;Annullare;Mégsem;Zrušit;;;;;;x
SAVE;Save;Sauvegarder;Speichern;Zapisz;Guardar;Salvare;Mentés;Uložit;;;;;;x
QUIT;Quit;Quitter;Beenden;WyjdŸ;Salir;Uscire;Kilépés;Konec;;;;;;x
START;Start;Commencer;Start;Rozpocznij;Inicio;Avviare;Indítás;Spustit;;;;;;x
CONTINUE;Continue;Continuer;Fortfahren;Kontynuuj;Continuar;Continuare;Folytatás;Pokraèovat;;;;;;x
CONNECTED;Connected.;Connecté.;Verbindung aktiv.;Po³¹czony.;Conectado.;Connesso.;Kapcsolódva.;Pøipojeno.;;;;;;x
NAME_TAKEN;Your name is taken. Please leave and select another.;Votre nom est déjà utilisé. Veuillez quitter et en choisir un autre.;Dieser Name ist bereits vergeben. Bitte beenden Sie und wählen einen anderen Namen.;Nazwa jest ju¿ zajêta. Wybierz inn¹.;El nombre elegido ya está en uso. Por favor, sal y selecciona otro.;Nome esistente. Uscire e selezionare un altro nome.;Ezt a nevet már használják. Kérlek, válassz másikat.;Toto jméno není k dispozici. Vyberte si jiné jméno.;;;;;;x
CONNECTING;Connecting...;Connexion…;Verbindung wird hergestellt …;Trwa ³¹czenie...;Conectando...;Connessione in corso...;Kapcsolódás…;Pøipojení…;;;;;;x
BANNED;You have been banned from this game;Vous avez été banni de cette partie;Sie wurden von diesem Spiel ausgeschlossen;Masz zakaz uczestnictwa w tej grze.;Has sido vetado para esta partida;Sei stato espulso dalla partita.;Ki vagy tiltva ebbõl a játékból;Byl vám zakázán pøístup k této høe;;;;;;x
CONNECTION_FAILED;Connection failed!;La connexion a échoué!;Verbindungsherstellung fehlgeschlagen!;Nie uda³o siê po³¹czyæ!;¡Fallo de conexión!;Connessione non riuscita!;Kapcsolódás sikertelen!;Pøipojení se nezdaøilo!;;;;;;x
GAME_NOT_FOUND;Game not found.;Partie introuvable.;Spiel nicht gefunden.;Nie znaleziono gry.;No se ha encontrado la partida.;Partita non rilevata.;Játék nem található;Hra nebyla nalezena.;;;;;;x
