###########################################################;;;;;;;;;;;;;x
FRA_destroyer_technology_0;WWI Blueprint;;;;;;;;;;;;;x
FRA_destroyer_technology_1;STCN 1918 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_technology_2;STCN 1930 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_technology_3;STCN 1932 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_technology_4;STCN 1934 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_0;;;;;;;;;;;;;;x
FRA_destroyer_class_1;STCN 1936 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_2;STCN 1938 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_3;STCN 1940 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_4;STCN 1942 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_5;STCN 1944 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_6;STCN 1946 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_7;STCN 1948 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_destroyer_class_8;STCN 1950 Destroyer Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_0;;;;;;;;;;;;;;x
FRA_frigate_class_1;STCN 1939 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_2;STCN 1940 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_3;STCN 1942 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_4;STCN 1944 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_5;STCN 1946 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_6;STCN 1948 Frigate Blueprint;;;;;;;;;;;;;x
FRA_frigate_class_7;STCN 1950 Frigate Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_0;;;;;;;;;;;;;;x
FRA_torpedo_boat_class_1;STCN 1918 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_2;STCN 1932 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_3;STCN 1934 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_4;STCN 1936 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_5;STCN 1938 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_6;STCN 1940 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_7;STCN 1942 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_8;STCN 1944 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_9;STCN 1946 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_10;STCN 1948 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_torpedo_boat_class_11;STCN 1950 Torpedo Boat Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_0;;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_1;STCN 1918 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_2;STCN 1932 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_3;STCN 1934 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_4;STCN 1936 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_5;STCN 1938 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_6;STCN 1940 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_7;STCN 1942 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_8;STCN 1944 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_9;STCN 1946 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_10;STCN 1948 MTB Blueprint;;;;;;;;;;;;;x
FRA_motor_torpedo_boat_class_11;STCN 1950 MTB Blueprint;;;;;;;;;;;;;x
FRA_hydrophone_dev_11;DUUX 5;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_0;;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_1;SADIR;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_2;DRBV 11;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_3;DRBV 12;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_4;DRBV 13;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_5;DRBV 14;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_6;DRBV 15;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_7;DRBV 16;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_8;DRBV 17;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_9;DRBV 18;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_10;DRBV 19;;;;;;;;;;;;;;x
FRA_small_warship_surface_radar_11;DRBV 20;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_0;;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_1;DRBV 11A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_2;DRBV 12A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_3;DRBV 13A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_4;DRBV 14A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_5;DRBV 15A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_6;DRBV 16A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_7;DRBV 17A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_8;DRBV 18A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_9;;DRBV 19A;;;;;;;;;;;;;;x
FRA_small_warship_airsearch_radar_10;DRBV 20A;;;;;;;;;;;;;;x
FRA_smallwarship_asw_0;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_1;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_2;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_3;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_4;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_5;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_6;;;;;;;;;;;;;;;x
FRA_smallwarship_asw_7;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_0;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_1;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_2;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_3;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_4;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_5;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_6;;;;;;;;;;;;;;;x
FRA_smallwarship_damage_control_7;;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_0;;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_1;2m Barr & Stroud;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_2;3m Barr & Stroud, Table de Tir Mle 1929;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_3;3-5m OMD/Barr & Stroud, Table de Tir Mle 1929/1935;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_4;5m OMD/Barr & Stroud, Table de Tir Mle 1935;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_5;5m OMD/Barr & Stroud, Table de Tir Mle 1941, DRBV 13 radar;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_6;5m OMD, Table de Tir Mle 1945, DRBV 15 radar;;;;;;;;;;;;;;x
FRA_smallwarship_fire_control_computer_7;5m OMD, Table de Tir Mle 1947, DRBV 15 radar;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_0;;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_1;High-angle director Mod. 1937;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_2;High-angle director Mod. 1938;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_3;High-angle director Mod. 1942;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_4;High-angle director Mod. 1944;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_5;High-angle director Mod. 1946;;;;;;;;;;;;;;x
FRA_smallwarship_AAA_control_computer_6;High-angle director Mod. 1948;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_0;;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_1;Radiogoniomètre Mle 1937;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_2;Radiogoniomètre Mle 1940;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_3;Radiogoniomètre Mle 1942;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_4;Radiogoniomètre Mle 1944;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_5;Radiogoniomètre Mle 1946;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_6;Radiogoniomètre Mle 1948;;;;;;;;;;;;;;x
FRA_hdfd_radio_dev_7;Radiogoniomètre Mle 1950;;;;;;;;;;;;;;x
FRA_depth_charge_0;;;;;;;;;;;;;;;x
FRA_depth_charge_1;Grenade ASM Mle 1916;;;;;;;;;;;;;;x
FRA_depth_charge_2;Grenade ASM Mle 1934;;;;;;;;;;;;;;x
FRA_depth_charge_3;Grenade ASM Mle 1940;;;;;;;;;;;;;;x
FRA_depth_charge_4;Grenade ASM Mle 1941;;;;;;;;;;;;;;x
FRA_depth_charge_5;Grenade ASM Mle 1943;;;;;;;;;;;;;;x
FRA_depth_charge_6;Grenade ASM Mle 1946;;;;;;;;;;;;;;x
FRA_depth_charge_7;Grenade ASM Mle 1947;;;;;;;;;;;;;;x
FRA_hedgehog_dev_0;;;;;;;;;;;;;;;x
FRA_hedgehog_dev_1;;;;;;;;;;;;;;;x
FRA_hedgehog_dev_2;;;;;;;;;;;;;;;x
FRA_hedgehog_dev_3;;;;;;;;;;;;;;;x
FRA_hedgehog_dev_4;;;;;;;;;;;;;;;x
FRA_asw_counter_measures_1;;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_0;;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_1;100mm/45 Mle 1930, 75mm/50 Mle 1927;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_2;100mm/45 Mle 1930;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_3;100mm/50 Mle 1938;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_4;100mm/50 Mle 1941;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_5;100mm/50 Mle 1945;;;;;;;;;;;;;;x
FRA_heavy_antiaircraft_light_ships_6;100mm/50 Mle 1947;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_0;;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_1;37mm Mle 1925, 13.2mm Hotchkiss Mle 1929;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_2;37mm Mle 1925, 13.2mm Hotchkiss Mle 1929;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_3;37mm Mle 1925;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_4;40mm Bofors STAAG Mk II;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_5;40mm Bofors STAAG Mk V;;;;;;;;;;;;;;x
FRA_light_antiaircraft_light_ships_6;40mm Bofors STAAG Mk VI;;;;;;;;;;;;;;x
FRA##################################################;;;;;;;;;;;;;x
FRA_lightcruiser_technology_0;STCN WWI Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_technology_1;STCN 1918 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_technology_2;STCN 1929 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_technology_3;STCN 1932 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_1;STCN 1936 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_2;STCN 1939 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_3;STCN 1942 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_4;STCN 1945 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_5;STCN 1948 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_lightcruiser_class_6;STCN 1951 Light Cruiser Blueprint;;;;;;;;;;;;;x
FRA_anti_air_cruiser_activation_1;;;;;;;;;;;;;;x
FRA_heavycruiser_technology_0;;;;;;;;;;;;;;x
FRA_heavycruiser_technology_1;STCN 1918 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_technology_2;STCN 1930 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_technology_3;STCN 1933 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_0;;;;;;;;;;;;;;x
FRA_heavycruiser_class_1;STCN 1936 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_2;STCN 1939 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_3;STCN 1942 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_4;STCN 1945 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_5;STCN 1948 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavycruiser_class_6;STCN 1951 Heavy Cruiser Blueprint;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_0;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_1;194mm/45 Mle 1902;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_2;203mm/50 Mle 1924;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_3;203mm/50 Mle 1924;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_4;203mm/50 Mle 1930;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_5;203mm/50 Mle 1936;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_6;203mm/50 Mle 1939;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_7;203mm/50 Mle 1942;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_8;203mm/50 Mle 1945;;;;;;;;;;;;;;x
FRA_heavy_cruiser_naval_guns_9;203mm/50 Mle 1947;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_0;;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_1;152mm/50 Mle 1925;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_2;152mm/50 Mle 1938;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_3;152mm/50 Mle 1930;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_4;152mm/50 Mle 1933;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_5;152mm/50 Mle 1936;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_6;152mm/50 Mle 1939;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_7;152mm/50 Mle 1942;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_8;152mm/50 Mle 1945;;;;;;;;;;;;;;x
FRA_light_cruiser_naval_guns_9;152mm/50 Mle 1948;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_0;;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_1;Obus Perforant Mle 1918;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_2;Obus Perforant Mle 1932;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_3;Obus Perforant Mle 1935;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_4;Obus Perforant Mle 1938;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_5;Obus Perforant Mle 1941;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_6;Obus Perforant Mle 1944;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_7;Obus Perforant Mle 1947;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_AP_ammo_8;Obus Perforant Mle 1950;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_0;;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_1;Obus Explosif Mle 1918;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_2;Obus Explosif Mle 1932;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_3;Obus Explosif Mle 1935;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_4;Obus Explosif Mle 1938;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_5;Obus Explosif Mle 1941;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_6;Obus Explosif Mle 1944;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_7;Obus Explosif Mle 1947;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_HE_ammo_8;Obus Explosif Mle 1950;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_autoloader_0;;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_autoloader_1;SAN Auto-loader Blueprint 1945;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_autoloader_2;SAN Auto-loader Blueprint 1948;;;;;;;;;;;;;;x
FRA_cruiser_naval_guns_autoloader_3;SAN Auto-loader Blueprint 1951;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_0;;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_1;CL: 84.000 shp / CA: 90.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_2;CL: 92.000 shp / CA: 110.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_3;CL: 94.000 shp / CA: 112.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_4;CL: 95.000 shp / CA: 130.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_5;CL: 105.000 shp / CA: 140.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_6;CL: 110.000 shp / CA: 150.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_7;CL: 120.000 shp / CA: 160.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_8;CL: 130.000 shp / CA: 175.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_engine_and_boilers_9;CL: 140.000 shp / CA: 190.000 shp;;;;;;;;;;;;;;x
FRA_cruiser_screws_and_rudder_optimisation_0;;;;;;;;;;;;;;;x
FRA_cruiser_screws_and_rudder_optimisation_1;3-Bladed Bronze 4.1m pitch / 2x Balanced 22m2;;;;;;;;;;;;;;x
