# MODEL_TAG;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Unit names;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
eng_fiftysecond_lowland_short;UK 52nd Lowland HQ;;;;;;;;;;;;x
eng_fiftythird_id;UK 53rd Infantry Division HQ;;;;;;;;;;;;x
eng_fiftythird_id_short;UK 53rd ID HQ;;;;;;;;;;;;x
eng_fiftyfourth_id;UK 54th Infantry Division HQ;;;;;;;;;;;;x
eng_fiftyfourth_id_short;UK 54th ID HQ;;;;;;;;;;;;x
eng_fiftyfifth_id;UK 55th Infantry Division HQ;;;;;;;;;;;;x
eng_fiftyfifth_id_short;UK 55th ID HQ;;;;;;;;;;;;x
eng_fiftyninth_id;UK 59th Infantry Division HQ;;;;;;;;;;;;x
eng_fiftyninth_id_short;UK 59th ID HQ;;;;;;;;;;;;x
eng_sixtyfirst_id;UK 61st Infantry Division HQ;;;;;;;;;;;;x
eng_sixtyfirst_id_short;UK 61st ID HQ;;;;;;;;;;;;x
eng_sixtysixth_id;UK 66th Infantry Division HQ;;;;;;;;;;;;x
eng_sixtysixth_id_short;UK 66th ID HQ;;;;;;;;;;;;x
eng_seventysixth_id;UK 76th Infantry Division HQ;;;;;;;;;;;;x
eng_seventysixth_id_short;UK 76th ID;;;;;;;;;;;;x
eng_seventyseventh_id;UK 77th Infantry Division HQ;;;;;;;;;;;;x
eng_seventyseventh_id_short;UK 77th ID;;;;;;;;;;;;x
eng_seventyeighth_id;UK 78th Infantry Division HQ;;;;;;;;;;;;x
eng_seventyeighth_id_short;UK 78th HQ;;;;;;;;;;;;x
eng_guards_armoured;UK Guards Armoured Division HQ;;;;;;;;;;;;x
eng_guards_armoured_short;UK Guards AD HQ;;;;;;;;;;;;x
eng_first_armoured;UK 1st Armoured Division HQ;;;;;;;;;;;;x
eng_first_armoured_short;UK 1st AD HQ;;;;;;;;;;;;x
eng_second_armoured;UK 2nd Armoured Division HQ;;;;;;;;;;;;x
eng_second_armoured_short;UK 2nd AD HQ;;;;;;;;;;;;x
eng_sixth_armoured;UK 6th Armoured Division HQ;;;;;;;;;;;;x
eng_sixth_armoured_short;UK 6th AD HQ;;;;;;;;;;;;x
eng_seventh_armoured;UK 7th Armoured Division HQ;;;;;;;;;;;;x
eng_seventh_armoured_short;UK 7th AD HQ;;;;;;;;;;;;x
eng_eighth_armoured;UK 8th Armoured Division HQ;;;;;;;;;;;;x
eng_eighth_armoured_short;UK 8th AD HQ;;;;;;;;;;;;x
eng_ninth_armoured;UK 9th Armoured Division HQ;;;;;;;;;;;;x
eng_ninth_armoured_short;UK 9th AD HQ;;;;;;;;;;;;x
eng_tenth_armoured;UK 10th Armoured Division HQ;;;;;;;;;;;;x
eng_tenth_armoured_short;UK 10th AD HQ;;;;;;;;;;;;x
eng_eleventh_armoured;UK 11th Armoured Division HQ;;;;;;;;;;;;x
eng_eleventh_armoured_short;UK 11th AD HQ;;;;;;;;;;;;x
eng_fourth_indian;UK 4th Indian Division HQ;;;;;;;;;;;;x
eng_fourth_indian_short;UK 4th Ind HQ;;;;;;;;;;;;x
eng_fifth_indian;UK 5th Indian Division HQ;;;;;;;;;;;;x
eng_fifth_indian_short;UK 5th Ind HQ;;;;;;;;;;;;x
eng_sixth_indian;UK 6th Indian Division HQ;;;;;;;;;;;;x
eng_sixth_indian_short;UK 6th Ind HQ;;;;;;;;;;;;x
eng_seventh_indian;UK 7th Indian Division HQ;;;;;;;;;;;;x
eng_seventh_indian_short;UK 7th Ind HQ;;;;;;;;;;;;x
eng_eighth_indian;UK 8th Indian Division HQ;;;;;;;;;;;;x
eng_eighth_indian_short;UK 8th Ind HQ;;;;;;;;;;;;x
eng_ninth_indian;UK 9th Indian Division HQ;;;;;;;;;;;;x
eng_ninth_indian_short;UK 9th Ind HQ;;;;;;;;;;;;x
eng_tenth_indian;UK 10th Indian Division HQ;;;;;;;;;;;;x
eng_tenth_indian_short;UK 10th Ind HQ;;;;;;;;;;;;x
eng_eleventh_indian;UK 11th Indian Division HQ;;;;;;;;;;;;x
eng_eleventh_indian_short;UK 11th Ind HQ;;;;;;;;;;;;x
eng_fourteenth_indian;UK 14th Indian Division HQ;;;;;;;;;;;;x
eng_fourteenth_indian_short;UK 14th Ind HQ;;;;;;;;;;;;x
eng_seventeenth_indian;UK 17th Indian Division HQ;;;;;;;;;;;;x
eng_seventeenth_indian_short;UK 17th Ind HQ;;;;;;;;;;;;x
eng_nineteenth_indian;UK 19th Indian Division HQ;;;;;;;;;;;;x
eng_nineteenth_indian_short;UK 19th Ind HQ;;;;;;;;;;;;x
eng_twentieth_indian;UK 20th Indian Division HQ;;;;;;;;;;;;x
eng_twentieth_indian_short;UK 20th Ind HQ;;;;;;;;;;;;x
eng_twentythird_indian;UK 23rd Indian Division HQ;;;;;;;;;;;;x
eng_twentythird_indian_short;UK 23rd Ind HQ;;;;;;;;;;;;x
eng_twentyfifth_indian;UK 25th Indian Division HQ;;;;;;;;;;;;x
eng_twentyfifth_indian_short;UK 25th Ind HQ;;;;;;;;;;;;x
eng_twentysixth_indian;UK 26th Indian Division HQ;;;;;;;;;;;;x
eng_twentysixth_indian_short;UK 26th Ind HQ;;;;;;;;;;;;x
eng_thirtyfourth_indian;UK 34th Indian Division HQ;;;;;;;;;;;;x
eng_thirtyfourth_indian_short;UK 34th Ind HQ;;;;;;;;;;;;x
eng_thirtysixth_indian;UK 36th Indian Division HQ;;;;;;;;;;;;x
eng_thirtysixth_indian_short;UK 36th Ind HQ;;;;;;;;;;;;x
eng_thirtyninth_indian;UK 39th Indian Division HQ;;;;;;;;;;;;x
eng_thirtyninth_indian_short;UK 39th Ind HQ;;;;;;;;;;;;x
eng_fortyfourth_indian_airborne;UK 44th Indian Airborne Division HQ;;;;;;;;;;;;x
eng_fortyfourth_indian_airborne_short;UK 44th IABN HQ;;;;;;;;;;;;x
eng_thirtyfirst_indian_armoured;UK 31st Indian Armoured Division HQ;;;;;;;;;;;;x
eng_thirtyfirst_indian_armoured_short;UK 31st IARM HQ;;;;;;;;;;;;x
eng_50th_indian_armoured_brigade;50th Indian Armoured Division HQ;;;;;;;;;;;;x
eng_50th_indian_armoured_brigade_short;50th IARM HQ;;;;;;;;;;;;x
eng_252nd_indian_armoured_brigade;252nd Indian Armoured Division HQ;;;;;;;;;;;;x
eng_252nd_indian_armoured_brigade_short;252nd IARM HQ;;;;;;;;;;;;x
eng_254th_indian_armoured_brigade;254th Indian Armoured Division HQ;;;;;;;;;;;;x
eng_254th_indian_armoured_brigade_short;254th IARM HQ;;;;;;;;;;;;x
eng_255th_indian_armoured_brigade;255th Indian Armoured Division HQ;;;;;;;;;;;;x
eng_255th_indian_armoured_brigade_short;255th IARM HQ;;;;;;;;;;;;x
eng_chindits_hq;Chindits HQ;;;;;;;;;;;;x
eng_chindits_hq_short;Chindits HQ;;;;;;;;;;;;x
eng_eleventh_army_group;Eleventh Army Group HQ;;;;;;;;;;;x
eng_eleventh_army_group_short;UK 11th AG HQ;;;;;;;;;;x
eng_eightyfirst_west_africa_id;81st West African Signals HQ;;;;;;;;;;;x
eng_eightyfirst_west_africa_id_short;UK 81st WA ID HQ;;;;;;;;;;;x
eng_eightysecond_west_africa_id;82nd West African Signals HQ;;;;;;;;;;;x
eng_eightysecond_west_africa_id_short;UK 82nd WA ID HQ;;;;;;;;;;;x
eng_eleventh_africa_id;11th African Signals HQ;;;;;;;;;;x
eng_eleevnth_africa_id_short;UK 11th A HQ;;;;;;;;;;x
eng_twelfth_africa_id;12th African Signals HQ;;;;;;;;;;x
eng_twelfth_africa_id_short;UK 12th A HQ;;;;;;;;;;x
eng_seventieth_id;70th Infantry Division HQ;;;;;;;;;;;x
eng_seventieth_id_short;UK 70th ID HQ;;;;;;;;;;;x
nzl_second_id;2nd NZ Infanrty Division HQ;;;;;;;;;;;x
nzl_second_id_short;NZL 2nd ID HQ;;;;;;;;;;;x
eng_xv_indian_corps;15th Indian Corps HQ;;;;;;;;;;;x
eng_xv_indian_corps_short;15th Indian Corps;;;;;;;;;;;x
eng_xxi_indian_corps;21st Indian Corps HQ;;;;;;;;;;;x
eng_xxi_indian_corps_short;21st Indian Corps;;;;;;;;;;;x
eng_xxxiii_indian_corps;33rd Indian Corps HQ;;;;;;;;;;;x
eng_xxxiii_indian_corps_short;33rd Indian Corps;;;;;;;;;;;x
eng_xxxiv_indian_corps;34th Indian Corps HQ;;;;;;;;;;;x
eng_xxxiv_indian_corps_short;34th Indian Corps;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Unit Model Names #;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
##################### Standard HQs #################;;;;;;;;;;;;;;x
ENG_division_hq_standard_0;British Division HQ ;;;;;;;;;;;;;x
ENG_division_hq_veteran_0;Veteran British Division HQ ;;;;;;;;;;;;;x
ENG_division_hq_elite_0;Elite British Division HQ ;;;;;;;;;;;;;x
##################### Militia #################;;;;;;;;;;;;;;x
ENG_militia_brigade_0;Volunteer Training Corps;;;;;;;;;;;;;x
ENG_militia_brigade_1;National Defence Company '34;;;;;;;;;;;;;x
ENG_militia_brigade_2;National Defence Company '36;;;;;;;;;;;;;x
ENG_militia_brigade_3;National Defence Company '38;;;;;;;;;;;;;x
ENG_militia_brigade_4;Home Guard '40;;;;;;;;;;;;x
ENG_militia_brigade_5;Home Guard '42;;;;;;;;;;;;x
ENG_militia_brigade_6;Home Guard '44;;;;;;;;;;;;x
ENG_militia_brigade_7;Home Guard '46;;;;;;;;;;;;x
ENG_militia_brigade_8;Home Guard '48;;;;;;;;;;;;x
ENG_militia_brigade_9;Home Guard '50;;;;;;;;;;;;x
ENG_militia_brigade_10;Home Guard '52;;;;;;;;;;;;x
ENG_militia_brigade_11;Home Guard '54;;;;;;;;;;;;x
ENG_militia_brigade_12;Home Guard '56;;;;;;;;;;;;x
ENG_militia_brigade_13;Home Guard '58;;;;;;;;;;;;x
ENG_militia_brigade_14;Home Guard '60;;;;;;;;;;;;x
##################### Military Police #################;;;;;;;;;;;;;;x
ENG_police_brigade_0;Military Police '30;;;;;;;;;;;;x
ENG_police_brigade_1;Military Police '34;;;;;;;;;;;;x
ENG_police_brigade_2;Military Police '36;;;;;;;;;;;;x
ENG_police_brigade_3;Military Police '38;;;;;;;;;;;;x
ENG_police_brigade_4;Military Police '40;;;;;;;;;;;;x
ENG_police_brigade_5;Military Police '42;;;;;;;;;;;;x
ENG_police_brigade_6;Military Police '44;;;;;;;;;;;;x
ENG_police_brigade_7;Royal Military Police '46;;;;;;;;;;;;x
ENG_police_brigade_8;Royal Military Police '48;;;;;;;;;;;;x
ENG_police_brigade_9;Royal Military Police '50;;;;;;;;;;;;x
ENG_police_brigade_10;Royal Military Police '52;;;;;;;;;;;;x
ENG_police_brigade_11;Royal Military Police '54;;;;;;;;;;;;x
ENG_police_brigade_12;Royal Military Police '56;;;;;;;;;;;;x
ENG_police_brigade_13;Royal Military Police '58;;;;;;;;;;;;x
ENG_police_brigade_14;Royal Military Police '60;;;;;;;;;;;;x
##################### Cavalry #################;;;;;;;;;;;;;;x
ENG_cavalry_brigade_0;Cavalry '30;;;;;;;;;;;;x
ENG_cavalry_brigade_1;Cavalry '34;;;;;;;;;;;;x
ENG_cavalry_brigade_2;Cavalry '36;;;;;;;;;;;;x
ENG_cavalry_brigade_3;Cavalry '38;;;;;;;;;;;;x
ENG_cavalry_brigade_4;Cavalry '40;;;;;;;;;;;;x
ENG_cavalry_brigade_5;Cavalry '42;;;;;;;;;;;;x
ENG_cavalry_brigade_6;Cavalry '44;;;;;;;;;;;;x
ENG_cavalry_brigade_7;Cavalry '46;;;;;;;;;;;;x
ENG_cavalry_brigade_8;Cavalry '48;;;;;;;;;;;;x
ENG_cavalry_brigade_9;Cavalry '50;;;;;;;;;;;;x
ENG_cavalry_brigade_10;Cavalry '52;;;;;;;;;;;;x
ENG_cavalry_brigade_11;Cavalry '54;;;;;;;;;;;;x
ENG_cavalry_brigade_12;Cavalry '56;;;;;;;;;;;;x
ENG_cavalry_brigade_13;Cavalry '58;;;;;;;;;;;;x
ENG_cavalry_brigade_14;Cavalry '60;;;;;;;;;;;;x
##################### Infantry #################;;;;;;;;;;;;;;x
ENG_infantry_brigade_0;Fusiliers '30;;;;;;;;;;;;x
ENG_infantry_brigade_1;Fusiliers '34;;;;;;;;;;;;x
ENG_infantry_brigade_2;Fusiliers '36;;;;;;;;;;;;x
ENG_infantry_brigade_3;Fusiliers '38;;;;;;;;;;;;x
ENG_infantry_brigade_4;Fusiliers '40;;;;;;;;;;;;x
ENG_infantry_brigade_5;Fusiliers '42;;;;;;;;;;;;x
ENG_infantry_brigade_6;Fusiliers '44;;;;;;;;;;;;x
ENG_infantry_brigade_7;Fusiliers '46;;;;;;;;;;;;x
ENG_infantry_brigade_8;Fusiliers '48;;;;;;;;;;;;x
ENG_infantry_brigade_9;Fusiliers '50;;;;;;;;;;;;x
ENG_infantry_brigade_10;Fusiliers '52;;;;;;;;;;;;x
ENG_infantry_brigade_11;Fusiliers '54;;;;;;;;;;;;x
ENG_infantry_brigade_12;Fusiliers '56;;;;;;;;;;;;x
ENG_infantry_brigade_13;Fusiliers '58;;;;;;;;;;;;x
ENG_infantry_brigade_14;Fusiliers '60;;;;;;;;;;;;x
##################### Infantry Bat #################;;;;;;;;;;;;;;x
ENG_infantry_bat_0;Fusiliers '30;;;;;;;;;;;;x
ENG_infantry_bat_1;Fusiliers '34;;;;;;;;;;;;x
ENG_infantry_bat_2;Fusiliers '36;;;;;;;;;;;;x
ENG_infantry_bat_3;Fusiliers '38;;;;;;;;;;;;x
ENG_infantry_bat_4;Fusiliers '40;;;;;;;;;;;;x
ENG_infantry_bat_5;Fusiliers '42;;;;;;;;;;;;x
ENG_infantry_bat_6;Fusiliers '44;;;;;;;;;;;;x
ENG_infantry_bat_7;Fusiliers '46;;;;;;;;;;;;x
ENG_infantry_bat_8;Fusiliers '48;;;;;;;;;;;;x
ENG_infantry_bat_9;Fusiliers '50;;;;;;;;;;;;x
ENG_infantry_bat_10;Fusiliers '52;;;;;;;;;;;;x
ENG_infantry_bat_11;Fusiliers '54;;;;;;;;;;;;x
ENG_infantry_bat_12;Fusiliers '56;;;;;;;;;;;;x
ENG_infantry_bat_13;Fusiliers '58;;;;;;;;;;;;x
ENG_infantry_bat_14;Fusiliers '60;;;;;;;;;;;;x
##################### Semi-Motorized Infantry #################;;;;;;;;;;;;;;x
ENG_semi_motorized_brigade_0;Mechanised Fusiliers '30;;;;;;;;;;;;x
ENG_semi_motorized_brigade_1;Mechanised Fusiliers '34;;;;;;;;;;;;x
ENG_semi_motorized_brigade_2;Mechanised Fusiliers '36;;;;;;;;;;;;x
ENG_semi_motorized_brigade_3;Mechanised Fusiliers '38;;;;;;;;;;;;x
ENG_semi_motorized_brigade_4;Mechanised Fusiliers '40;;;;;;;;;;;;x
ENG_semi_motorized_brigade_5;Mechanised Fusiliers '42;;;;;;;;;;;;x
ENG_semi_motorized_brigade_6;Mechanised Fusiliers '44;;;;;;;;;;;;x
ENG_semi_motorized_brigade_7;Mechanised Fusiliers '46;;;;;;;;;;;;x
ENG_semi_motorized_brigade_8;Mechanised Fusiliers '48;;;;;;;;;;;;x
ENG_semi_motorized_brigade_9;Mechanised Fusiliers '50;;;;;;;;;;;;x
ENG_semi_motorized_brigade_10;Mechanised Fusiliers '52;;;;;;;;;;;;x
ENG_semi_motorized_brigade_11;Mechanised Fusiliers '54;;;;;;;;;;;;x
ENG_semi_motorized_brigade_12;Mechanised Fusiliers '56;;;;;;;;;;;;x
ENG_semi_motorized_brigade_13;Mechanised Fusiliers '58;;;;;;;;;;;;x
ENG_semi_motorized_brigade_14;Mechanised Fusiliers '60;;;;;;;;;;;;x
##################### Motorized Infantry #################;;;;;;;;;;;;;;x
ENG_motorized_brigade_0;Mechanised Fusiliers '30;;;;;;;;;;;;x
ENG_motorized_brigade_1;Mechanised Fusiliers '34;;;;;;;;;;;;x
ENG_motorized_brigade_2;Mechanised Fusiliers '36;;;;;;;;;;;;x
ENG_motorized_brigade_3;Mechanised Fusiliers '38;;;;;;;;;;;;x
ENG_motorized_brigade_4;Mechanised Fusiliers '40;;;;;;;;;;;;x
ENG_motorized_brigade_5;Mechanised Fusiliers '42;;;;;;;;;;;;x
ENG_motorized_brigade_6;Mechanised Fusiliers '44;;;;;;;;;;;;x
ENG_motorized_brigade_7;Mechanised Fusiliers '46;;;;;;;;;;;;x
ENG_motorized_brigade_8;Mechanised Fusiliers '48;;;;;;;;;;;;x
ENG_motorized_brigade_9;Mechanised Fusiliers '50;;;;;;;;;;;;x
ENG_motorized_brigade_10;Mechanised Fusiliers '52;;;;;;;;;;;;x
ENG_motorized_brigade_11;Mechanised Fusiliers '54;;;;;;;;;;;;x
ENG_motorized_brigade_12;Mechanised Fusiliers '56;;;;;;;;;;;;x
ENG_motorized_brigade_13;Mechanised Fusiliers '58;;;;;;;;;;;;x
ENG_motorized_brigade_14;Mechanised Fusiliers '60;;;;;;;;;;;;x
##################### Motorized Infantry Bat #################;;;;;;;;;;;;;;x
ENG_motorized_infantry_bat_0;Mechanised Fusiliers '30;;;;;;;;;;;;x
ENG_motorized_infantry_bat_1;Mechanised Fusiliers '34;;;;;;;;;;;;x
ENG_motorized_infantry_bat_2;Mechanised Fusiliers '36;;;;;;;;;;;;x
ENG_motorized_infantry_bat_3;Mechanised Fusiliers '38;;;;;;;;;;;;x
ENG_motorized_infantry_bat_4;Mechanised Fusiliers '40;;;;;;;;;;;;x
ENG_motorized_infantry_bat_5;Mechanised Fusiliers '42;;;;;;;;;;;;x
ENG_motorized_infantry_bat_6;Mechanised Fusiliers '44;;;;;;;;;;;;x
ENG_motorized_infantry_bat_7;Mechanised Fusiliers '46;;;;;;;;;;;;x
ENG_motorized_infantry_bat_8;Mechanised Fusiliers '48;;;;;;;;;;;;x
ENG_motorized_infantry_bat_9;Mechanised Fusiliers '50;;;;;;;;;;;;x
ENG_motorized_infantry_bat_10;Mechanised Fusiliers '52;;;;;;;;;;;;x
ENG_motorized_infantry_bat_11;Mechanised Fusiliers '54;;;;;;;;;;;;x
ENG_motorized_infantry_bat_12;Mechanised Fusiliers '56;;;;;;;;;;;;x
ENG_motorized_infantry_bat_13;Mechanised Fusiliers '58;;;;;;;;;;;;x
