spa_cavalry_brigade_12;Caballería '56;;;;;;;;;;;;x
spa_cavalry_brigade_13;Caballería '58;;;;;;;;;;;;x
spa_cavalry_brigade_14;Caballería '60;;;;;;;;;;;;x
##################### Infantry #################;;;;;;;;;;;;;;x
spa_infantry_brigade_0;Infantería '30;;;;;;;;;;;;x
spa_infantry_brigade_1;Infantería '34;;;;;;;;;;;;x
spa_infantry_brigade_2;Infantería '36;;;;;;;;;;;;x
spa_infantry_brigade_3;Infantería '38;;;;;;;;;;;;x
spa_infantry_brigade_4;Infantería '40;;;;;;;;;;;;x
spa_infantry_brigade_5;Infantería '42;;;;;;;;;;;;x
spa_infantry_brigade_6;Infantería '44;;;;;;;;;;;;x
spa_infantry_brigade_7;Infantería '46;;;;;;;;;;;;x
spa_infantry_brigade_8;Infantería '48;;;;;;;;;;;;x
spa_infantry_brigade_9;Infantería '50;;;;;;;;;;;;x
spa_infantry_brigade_10;Infantería '52;;;;;;;;;;;;x
spa_infantry_brigade_11;Infantería '54;;;;;;;;;;;;x
spa_infantry_brigade_12;Infantería '56;;;;;;;;;;;;x
spa_infantry_brigade_13;Infantería '58;;;;;;;;;;;;x
spa_infantry_brigade_14;Infantería '60;;;;;;;;;;;;x
##################### Infantry Bat #################;;;;;;;;;;;;;;x
spa_infantry_bat_0;Infantería '30;;;;;;;;;;;;x
spa_infantry_bat_1;Infantería '34;;;;;;;;;;;;x
spa_infantry_bat_2;Infantería '36;;;;;;;;;;;;x
spa_infantry_bat_3;Infantería '38;;;;;;;;;;;;x
spa_infantry_bat_4;Infantería '40;;;;;;;;;;;;x
spa_infantry_bat_5;Infantería '42;;;;;;;;;;;;x
spa_infantry_bat_6;Infantería '44;;;;;;;;;;;;x
spa_infantry_bat_7;Infantería '46;;;;;;;;;;;;x
spa_infantry_bat_8;Infantería '48;;;;;;;;;;;;x
spa_infantry_bat_9;Infantería '50;;;;;;;;;;;;x
spa_infantry_bat_10;Infantería '52;;;;;;;;;;;;x
spa_infantry_bat_11;Infantería '54;;;;;;;;;;;;x
spa_infantry_bat_12;Infantería '56;;;;;;;;;;;;x
spa_infantry_bat_13;Infantería '58;;;;;;;;;;;;x
spa_infantry_bat_14;Infantería '60;;;;;;;;;;;;x
##################### Semi-Motorized Infantry #################;;;;;;;;;;;;;;x
spa_semi_motorized_brigade_0;Infantería '30;;;;;;;;;;;;x
spa_semi_motorized_brigade_1;Infantería '34;;;;;;;;;;;;x
spa_semi_motorized_brigade_2;Infantería '36;;;;;;;;;;;;x
spa_semi_motorized_brigade_3;Infantería '38;;;;;;;;;;;;x
spa_semi_motorized_brigade_4;Infantería '40;;;;;;;;;;;;x
spa_semi_motorized_brigade_5;Infantería '42;;;;;;;;;;;;x
spa_semi_motorized_brigade_6;Infantería '44;;;;;;;;;;;;x
spa_semi_motorized_brigade_7;Infantería '46;;;;;;;;;;;;x
spa_semi_motorized_brigade_8;Infantería '48;;;;;;;;;;;;x
spa_semi_motorized_brigade_9;Infantería '50;;;;;;;;;;;;x
spa_semi_motorized_brigade_10;Infantería '52;;;;;;;;;;;;x
spa_semi_motorized_brigade_11;Infantería '54;;;;;;;;;;;;x
spa_semi_motorized_brigade_12;Infantería '56;;;;;;;;;;;;x
spa_semi_motorized_brigade_13;Infantería '58;;;;;;;;;;;;x
spa_semi_motorized_brigade_14;Infantería '60;;;;;;;;;;;;x
##################### Motorized Infantry #################;;;;;;;;;;;;;;x
spa_motorized_brigade_0;Infantería Montada '30;;;;;;;;;;;;x
spa_motorized_brigade_1;Infantería Montada '34;;;;;;;;;;;;x
spa_motorized_brigade_2;Infantería Montada '36;;;;;;;;;;;;x
spa_motorized_brigade_3;Infantería Montada '38;;;;;;;;;;;;x
spa_motorized_brigade_4;Infantería Montada '40;;;;;;;;;;;;x
spa_motorized_brigade_5;Infantería Montada '42;;;;;;;;;;;;x
spa_motorized_brigade_6;Infantería Montada '44;;;;;;;;;;;;x
spa_motorized_brigade_7;Infantería Montada '46;;;;;;;;;;;;x
spa_motorized_brigade_8;Infantería Montada '48;;;;;;;;;;;;x
spa_motorized_brigade_9;Infantería Montada '50;;;;;;;;;;;;x
spa_motorized_brigade_10;Infantería Montada '52;;;;;;;;;;;;x
spa_motorized_brigade_11;Infantería Montada '54;;;;;;;;;;;;x
spa_motorized_brigade_12;Infantería Montada '56;;;;;;;;;;;;x
spa_motorized_brigade_13;Infantería Montada '58;;;;;;;;;;;;x
spa_motorized_brigade_14;Infantería Montada '60;;;;;;;;;;;;x
##################### Motorized Infantry Bat #################;;;;;;;;;;;;;;x
spa_motorized_infantry_bat_0;Infantería Montada '30;;;;;;;;;;;;x
spa_motorized_infantry_bat_1;Infantería Montada '34;;;;;;;;;;;;x
spa_motorized_infantry_bat_2;Infantería Montada '36;;;;;;;;;;;;x
spa_motorized_infantry_bat_3;Infantería Montada '38;;;;;;;;;;;;x
spa_motorized_infantry_bat_4;Infantería Montada '40;;;;;;;;;;;;x
spa_motorized_infantry_bat_5;Infantería Montada '42;;;;;;;;;;;;x
spa_motorized_infantry_bat_6;Infantería Montada '44;;;;;;;;;;;;x
spa_motorized_infantry_bat_7;Infantería Montada '46;;;;;;;;;;;;x
spa_motorized_infantry_bat_8;Infantería Montada '48;;;;;;;;;;;;x
spa_motorized_infantry_bat_9;Infantería Montada '50;;;;;;;;;;;;x
spa_motorized_infantry_bat_10;Infantería Montada '52;;;;;;;;;;;;x
spa_motorized_infantry_bat_11;Infantería Montada '54;;;;;;;;;;;;x
spa_motorized_infantry_bat_12;Infantería Montada '56;;;;;;;;;;;;x
spa_motorized_infantry_bat_13;Infantería Montada '58;;;;;;;;;;;;x
spa_motorized_infantry_bat_14;Infantería Montada '60;;;;;;;;;;;;x
##################### Mechanized Infantry #################;;;;;;;;;;;;;;x
spa_mechanized_brigade_0;Infantería Mecanizada '30;;;;;;;;;;;;x
spa_mechanized_brigade_1;Infantería Mecanizada '34;;;;;;;;;;;;x
spa_mechanized_brigade_2;Infantería Mecanizada '36;;;;;;;;;;;;x
spa_mechanized_brigade_3;Infantería Mecanizada '38;;;;;;;;;;;;x
spa_mechanized_brigade_4;Infantería Mecanizada '40;;;;;;;;;;;;x
spa_mechanized_brigade_5;Infantería Mecanizada '42;;;;;;;;;;;;x
spa_mechanized_brigade_6;Infantería Mecanizada '44;;;;;;;;;;;;x
spa_mechanized_brigade_7;Infantería Mecanizada '46;;;;;;;;;;;;x
spa_mechanized_brigade_8;Infantería Mecanizada '48;;;;;;;;;;;;x
spa_mechanized_brigade_9;Infantería Mecanizada '50;;;;;;;;;;;;x
spa_mechanized_brigade_10;Infantería Mecanizada '52;;;;;;;;;;;;x
spa_mechanized_brigade_11;Infantería Mecanizada '54;;;;;;;;;;;;x
spa_mechanized_brigade_12;Infantería Mecanizada '56;;;;;;;;;;;;x
spa_mechanized_brigade_13;Infantería Mecanizada '58;;;;;;;;;;;;x
spa_mechanized_brigade_14;Infantería Mecanizada '60;;;;;;;;;;;;x
##################### Mechanized Infantry Bat #################;;;;;;;;;;;;;;x
spa_mechanized_infantry_bat_0;Infantería Mecanizada '30;;;;;;;;;;;;x
spa_mechanized_infantry_bat_1;Infantería Mecanizada '34;;;;;;;;;;;;x
spa_mechanized_infantry_bat_2;Infantería Mecanizada '36;;;;;;;;;;;;x
spa_mechanized_infantry_bat_3;Infantería Mecanizada '38;;;;;;;;;;;;x
spa_mechanized_infantry_bat_4;Infantería Mecanizada '40;;;;;;;;;;;;x
spa_mechanized_infantry_bat_5;Infantería Mecanizada '42;;;;;;;;;;;;x
spa_mechanized_infantry_bat_6;Infantería Mecanizada '44;;;;;;;;;;;;x
spa_mechanized_infantry_bat_7;Infantería Mecanizada '46;;;;;;;;;;;;x
spa_mechanized_infantry_bat_8;Infantería Mecanizada '48;;;;;;;;;;;;x
spa_mechanized_infantry_bat_9;Infantería Mecanizada '50;;;;;;;;;;;;x
spa_mechanized_infantry_bat_10;Infantería Mecanizada '52;;;;;;;;;;;;x
spa_mechanized_infantry_bat_11;Infantería Mecanizada '54;;;;;;;;;;;;x
spa_mechanized_infantry_bat_12;Infantería Mecanizada '56;;;;;;;;;;;;x
spa_mechanized_infantry_bat_13;Infantería Mecanizada '58;;;;;;;;;;;;x
spa_mechanized_infantry_bat_14;Infantería Mecanizada '60;;;;;;;;;;;;x
##################### Light Infantry #################;;;;;;;;;;;;;;x
spa_light_infantry_brigade_0;Infantería Ligera '30;;;;;;;;;;;;x
spa_light_infantry_brigade_1;Infantería Ligera '34;;;;;;;;;;;;x
spa_light_infantry_brigade_2;Infantería Ligera '36;;;;;;;;;;;;x
spa_light_infantry_brigade_3;Infantería Ligera '38;;;;;;;;;;;;x
spa_light_infantry_brigade_4;Infantería Ligera '40;;;;;;;;;;;;x
spa_light_infantry_brigade_5;Infantería Ligera '42;;;;;;;;;;;;x
spa_light_infantry_brigade_6;Infantería Ligera '44;;;;;;;;;;;;x
spa_light_infantry_brigade_7;Infantería Ligera '46;;;;;;;;;;;;x
spa_light_infantry_brigade_8;Infantería Ligera '48;;;;;;;;;;;;x
spa_light_infantry_brigade_9;Infantería Ligera '50;;;;;;;;;;;;x
spa_light_infantry_brigade_10;Infantería Ligera '52;;;;;;;;;;;;x
spa_light_infantry_brigade_11;Infantería Ligera '54;;;;;;;;;;;;x
spa_light_infantry_brigade_12;Infantería Ligera '56;;;;;;;;;;;;x
spa_light_infantry_brigade_13;Infantería Ligera '58;;;;;;;;;;;;x
spa_light_infantry_brigade_14;Infantería Ligera '60;;;;;;;;;;;;x
##################### Elite, light Infantry #################;;;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_0;BOEL '30;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_1;BOEL '34;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_2;BOEL '36;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_3;BOEL '38;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_4;BOEL '40;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_5;BOEL '42;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_6;BOEL '44;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_7;BOEL '46;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_8;BOEL '48;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_9;BOEL '50;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_10;BOEL '52;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_11;BOEL '54;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_12;BOEL '56;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_13;BOEL '58;;;;;;;;;;;;x
spa_elite_light_infantry_battalion_14;BOEL '60;;;;;;;;;;;;x
##################### Paratroopers #################;;;;;;;;;;;;;;x
spa_paratrooper_brigade_0;Paracaidista '30;;;;;;;;;;;;x
spa_paratrooper_brigade_1;Paracaidista '34;;;;;;;;;;;;x
spa_paratrooper_brigade_2;Paracaidista '36;;;;;;;;;;;;x
spa_paratrooper_brigade_3;Paracaidista '38;;;;;;;;;;;;x
spa_paratrooper_brigade_4;Paracaidista '40;;;;;;;;;;;;x
spa_paratrooper_brigade_5;Paracaidista '42;;;;;;;;;;;;x
spa_paratrooper_brigade_6;Paracaidista '44;;;;;;;;;;;;x
spa_paratrooper_brigade_7;Paracaidista '46;;;;;;;;;;;;x
spa_paratrooper_brigade_8;Paracaidista '48;;;;;;;;;;;;x
spa_paratrooper_brigade_9;Paracaidista '50;;;;;;;;;;;;x
spa_paratrooper_brigade_10;Paracaidista '52;;;;;;;;;;;;x
spa_paratrooper_brigade_11;Paracaidista '54;;;;;;;;;;;;x
spa_paratrooper_brigade_12;Paracaidista '56;;;;;;;;;;;;x
spa_paratrooper_brigade_13;Paracaidista '58;;;;;;;;;;;;x
spa_paratrooper_brigade_14;Paracaidista '60;;;;;;;;;;;;x
##################### Air-Landing Infantry #################;;;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_0;Paracaidista '30;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_1;Paracaidista '34;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_2;Paracaidista '36;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_3;Paracaidista '38;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_4;Paracaidista '40;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_5;Paracaidista '42;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_6;Paracaidista '44;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_7;Paracaidista '46;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_8;Paracaidista '48;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_9;Paracaidista '50;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_10;Paracaidista '52;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_11;Paracaidista '54;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_12;Paracaidista '56;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_13;Paracaidista '58;;;;;;;;;;;;x
spa_airlanding_infantry_brigade_14;Paracaidista '60;;;;;;;;;;;;x
##################### Naval Infantry #################;;;;;;;;;;;;;;x
spa_naval_infantry_brigade_0;Infantería de Marina '30;;;;;;;;;;;;x
spa_naval_infantry_brigade_1;Infantería de Marina '34;;;;;;;;;;;;x
spa_naval_infantry_brigade_2;Infantería de Marina '36;;;;;;;;;;;;x
spa_naval_infantry_brigade_3;Infantería de Marina '38;;;;;;;;;;;;x
spa_naval_infantry_brigade_4;Infantería de Marina '40;;;;;;;;;;;;x
spa_naval_infantry_brigade_5;Infantería de Marina '42;;;;;;;;;;;;x
spa_naval_infantry_brigade_6;Infantería de Marina '44;;;;;;;;;;;;x
spa_naval_infantry_brigade_7;Infantería de Marina '46;;;;;;;;;;;;x
spa_naval_infantry_brigade_8;Infantería de Marina '48;;;;;;;;;;;;x
spa_naval_infantry_brigade_9;Infantería de Marina '50;;;;;;;;;;;;x
spa_naval_infantry_brigade_10;Infantería de Marina '52;;;;;;;;;;;;x
spa_naval_infantry_brigade_11;Infantería de Marina '54;;;;;;;;;;;;x
spa_naval_infantry_brigade_12;Infantería de Marina '56;;;;;;;;;;;;x
spa_naval_infantry_brigade_13;Infantería de Marina '58;;;;;;;;;;;;x
spa_naval_infantry_brigade_14;Infantería de Marina '60;;;;;;;;;;;;x
##################### Marines #################;;;;;;;;;;;;;;x
spa_marine_brigade_0;Infantería de Marina '30;;;;;;;;;;;;x
spa_marine_brigade_1;Infantería de Marina '34;;;;;;;;;;;;x
spa_marine_brigade_2;Infantería de Marina '36;;;;;;;;;;;;x
spa_marine_brigade_3;Infantería de Marina '38;;;;;;;;;;;;x
spa_marine_brigade_4;Infantería de Marina '40;;;;;;;;;;;;x
spa_marine_brigade_5;Infantería de Marina '42;;;;;;;;;;;;x
spa_marine_brigade_6;Infantería de Marina '44;;;;;;;;;;;;x
spa_marine_brigade_7;Infantería de Marina '46;;;;;;;;;;;;x
spa_marine_brigade_8;Infantería de Marina '48;;;;;;;;;;;;x
spa_marine_brigade_9;Infantería de Marina '50;;;;;;;;;;;;x
spa_marine_brigade_10;Infantería de Marina '52;;;;;;;;;;;;x
spa_marine_brigade_11;Infantería de Marina '54;;;;;;;;;;;;x
spa_marine_brigade_12;Infantería de Marina '56;;;;;;;;;;;;x
spa_marine_brigade_13;Infantería de Marina '58;;;;;;;;;;;;x
spa_marine_brigade_14;Infantería de Marina '60;;;;;;;;;;;;x
##################### Mountain Infantry #################;;;;;;;;;;;;;;x
spa_bergsjaeger_brigade_0;Infantería de Montana '30;;;;;;;;;;;;x
spa_bergsjaeger_brigade_1;Infantería de Montana '34;;;;;;;;;;;;x
spa_bergsjaeger_brigade_2;Infantería de Montana '36;;;;;;;;;;;;x
spa_bergsjaeger_brigade_3;Infantería de Montana '38;;;;;;;;;;;;x
spa_bergsjaeger_brigade_4;Infantería de Montana '40;;;;;;;;;;;;x
spa_bergsjaeger_brigade_5;Infantería de Montana '42;;;;;;;;;;;;x
spa_bergsjaeger_brigade_6;Infantería de Montana '44;;;;;;;;;;;;x
spa_bergsjaeger_brigade_7;Infantería de Montana '46;;;;;;;;;;;;x
spa_bergsjaeger_brigade_8;Infantería de Montana '48;;;;;;;;;;;;x
spa_bergsjaeger_brigade_9;Infantería de Montana '50;;;;;;;;;;;;x
spa_bergsjaeger_brigade_10;Infantería de Montana '52;;;;;;;;;;;;x
spa_bergsjaeger_brigade_11;Infantería de Montana '54;;;;;;;;;;;;x
spa_bergsjaeger_brigade_12;Infantería de Montana '56;;;;;;;;;;;;x
spa_bergsjaeger_brigade_13;Infantería de Montana '58;;;;;;;;;;;;x
spa_bergsjaeger_brigade_14;Infantería de Montana '60;;;;;;;;;;;;x
##################### Ski Infantry #################;;;;;;;;;;;;;;x
spa_ski_brigade_0;Infantería Esqua­ '30;;;;;;;;;;;;x
spa_ski_brigade_1;Infantería Esqua­ '34;;;;;;;;;;;;x
spa_ski_brigade_2;Infantería Esqua­ '36;;;;;;;;;;;;x
spa_ski_brigade_3;Infantería Esqua­ '38;;;;;;;;;;;;x
spa_ski_brigade_4;Infantería Esqua­ '40;;;;;;;;;;;;x
spa_ski_brigade_5;Infantería Esqua­ '42;;;;;;;;;;;;x
spa_ski_brigade_6;Infantería Esqua­ '44;;;;;;;;;;;;x
spa_ski_brigade_7;Infantería Esqua­ '46;;;;;;;;;;;;x
spa_ski_brigade_8;Infantería Esqua­ '48;;;;;;;;;;;;x
spa_ski_brigade_9;Infantería Esqua­ '50;;;;;;;;;;;;x
spa_ski_brigade_10;Infantería Esqua­ '52;;;;;;;;;;;;x
spa_ski_brigade_11;Infantería Esqua­ '54;;;;;;;;;;;;x
spa_ski_brigade_12;Infantería Esqua­ '56;;;;;;;;;;;;x
spa_ski_brigade_13;Infantería Esqua­ '58;;;;;;;;;;;;x
spa_ski_brigade_14;Infantería Esqua­ '60;;;;;;;;;;;;x
##################### Garrison #################;;;;;;;;;;;;;;x
spa_garrison_brigade_0;Guarnición '30;;;;;;;;;;;;x
spa_garrison_brigade_1;Guarnición '34;;;;;;;;;;;;x
spa_garrison_brigade_2;Guarnición '36;;;;;;;;;;;;x
spa_garrison_brigade_3;Guarnición '38;;;;;;;;;;;;x
spa_garrison_brigade_4;Guarnición '40;;;;;;;;;;;;x
spa_garrison_brigade_5;Guarnición '42;;;;;;;;;;;;x
spa_garrison_brigade_6;Guarnición '44;;;;;;;;;;;;x
spa_garrison_brigade_7;Guarnición '46;;;;;;;;;;;;x
spa_garrison_brigade_8;Guarnición '48;;;;;;;;;;;;x
spa_garrison_brigade_9;Guarnición '50;;;;;;;;;;;;x
spa_garrison_brigade_10;Guarnición '52;;;;;;;;;;;;x
spa_garrison_brigade_11;Guarnición '54;;;;;;;;;;;;x
spa_garrison_brigade_12;Guarnición '56;;;;;;;;;;;;x
spa_garrison_brigade_13;Guarnición '58;;;;;;;;;;;;x
spa_garrison_brigade_14;Guarnición '60;;;;;;;;;;;;x
##################### Garrison Detachment #################;;;;;;;;;;;;;;x
spa_garrison_detachment_0;Guarnición '30;;;;;;;;;;;;x
spa_garrison_detachment_1;Guarnición '34;;;;;;;;;;;;x
spa_garrison_detachment_2;Guarnición '36;;;;;;;;;;;;x
spa_garrison_detachment_3;Guarnición '38;;;;;;;;;;;;x
spa_garrison_detachment_4;Guarnición '40;;;;;;;;;;;;x
spa_garrison_detachment_5;Guarnición '42;;;;;;;;;;;;x
spa_garrison_detachment_6;Guarnición '44;;;;;;;;;;;;x
spa_garrison_detachment_7;Guarnición '46;;;;;;;;;;;;x
spa_garrison_detachment_8;Guarnición '48;;;;;;;;;;;;x
spa_garrison_detachment_9;Guarnición '50;;;;;;;;;;;;x
spa_garrison_detachment_10;Guarnición '52;;;;;;;;;;;;x
spa_garrison_detachment_11;Guarnición '54;;;;;;;;;;;;x
spa_garrison_detachment_12;Guarnición '56;;;;;;;;;;;;x
spa_garrison_detachment_13;Guarnición '58;;;;;;;;;;;;x
spa_garrison_detachment_14;Guarnición '60;;;;;;;;;;;;x
##################### Tropical Garrison #################;;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_0;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_1;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_2;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_3;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_4;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_5;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_6;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_7;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_8;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_9;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_10;Guarnición;;;;;;;;;;;;;x
spa_tropical_island_garrison_brigade_11;Guarnición;;;;;;;;;;;;;x
##################### Commando #################;;;;;;;;;;;;;;x
spa_commando_brigade_0;BOEL '34;;;;;;;;;;;;x
spa_commando_brigade_1;BOEL '36;;;;;;;;;;;;x
spa_commando_brigade_2;BOEL '38;;;;;;;;;;;;x
spa_commando_brigade_3;BOEL '40;;;;;;;;;;;;x
spa_commando_brigade_4;BOEL '42;;;;;;;;;;;;x
spa_commando_brigade_5;BOEL '44;;;;;;;;;;;;x
spa_commando_brigade_6;BOEL '46;;;;;;;;;;;;x
spa_commando_brigade_7;BOEL '48;;;;;;;;;;;;x
##################### Colonial Infantry #################;;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_0;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_1;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_2;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_3;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_4;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_5;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_6;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_7;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_8;Regulares;;;;;;;;;;;;;x
spa_colonial_infantry_brigade_9;Regulares;;;;;;;;;;;;;x
